projectName,kind,testCase,filePath,CountLineCode,Cyclomatic,CyclomaticModified,CyclomaticStrict,projectName2,filePath2,testCase2,halsteadLength,halsteadVocabulary,halsteadVolume,entropy
GraphJet,Public Method,testConcurrentReadWrites,graphjet-core/src/test/java/com/twitter/graphjet/hashing/IntToIntPairArrayIndexBasedMapTest.java,8,1,1,1,GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/hashing/IntToIntPairArrayIndexBasedMapTest.java,testConcurrentReadWrites,50,28,240.36774610288018,4.525533250556851
GraphJet,Public Method,testRandomConcurrentReadWrites,graphjet-core/src/test/java/com/twitter/graphjet/hashing/IntToIntPairArrayIndexBasedMapTest.java,8,1,1,1,GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/hashing/IntToIntPairArrayIndexBasedMapTest.java,testRandomConcurrentReadWrites,51,29,247.75703075150622,4.576030303522602
GraphJet,Public Method,testRandomKeyInsertion,graphjet-core/src/test/java/com/twitter/graphjet/hashing/IntToIntPairArrayIndexBasedMapTest.java,12,2,2,2,GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/hashing/IntToIntPairArrayIndexBasedMapTest.java,testRandomKeyInsertion,75,38,393.5945635082689,4.86455502443186
GraphJet,Public Method,testSimpleKeyInsertion,graphjet-core/src/test/java/com/twitter/graphjet/hashing/IntToIntPairArrayIndexBasedMapTest.java,9,1,1,1,GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/hashing/IntToIntPairArrayIndexBasedMapTest.java,testSimpleKeyInsertion,54,32,270.0,4.705423900995746
GraphJet,Public Method,testConcurrentReadWrites,graphjet-core/src/test/java/com/twitter/graphjet/hashing/IntToIntPairConcurrentHashMapTest.java,10,1,1,1,GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/hashing/IntToIntPairConcurrentHashMapTest.java,testConcurrentReadWrites,56,30,274.78587335407707,4.615017423251051
GraphJet,Public Method,testRandomConcurrentReadWrites,graphjet-core/src/test/java/com/twitter/graphjet/hashing/IntToIntPairConcurrentHashMapTest.java,10,1,1,1,GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/hashing/IntToIntPairConcurrentHashMapTest.java,testRandomConcurrentReadWrites,57,31,282.3891896920519,4.661470717091635
GraphJet,Public Method,testRandomKeyInsertion,graphjet-core/src/test/java/com/twitter/graphjet/hashing/IntToIntPairConcurrentHashMapTest.java,13,2,2,2,GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/hashing/IntToIntPairConcurrentHashMapTest.java,testRandomKeyInsertion,81,40,431.07617568587636,4.925425002510693
GraphJet,Public Method,testSimpleKeyInsertion,graphjet-core/src/test/java/com/twitter/graphjet/hashing/IntToIntPairConcurrentHashMapTest.java,10,1,1,1,GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/hashing/IntToIntPairConcurrentHashMapTest.java,testSimpleKeyInsertion,60,34,305.2477704750204,4.781460805019678
GraphJet,Public Method,testRandomReadWrites,graphjet-core/src/test/java/com/twitter/graphjet/hashing/ShardedBigIntArrayTest.java,25,5,5,5,GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/hashing/ShardedBigIntArrayTest.java,testRandomReadWrites,171,46,944.5290944857493,4.861666188977524
GraphJet,Public Method,testSequentialReadWrites,graphjet-core/src/test/java/com/twitter/graphjet/hashing/ShardedBigIntArrayTest.java,17,3,3,3,GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/hashing/ShardedBigIntArrayTest.java,testSequentialReadWrites,115,35,589.8675469486711,4.61206598944658
GraphJet,Public Method,testIntegerRandomReadWrites,graphjet-core/src/test/java/com/twitter/graphjet/hashing/ShardedBigLongArrayTest.java,25,5,5,5,GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/hashing/ShardedBigLongArrayTest.java,testIntegerRandomReadWrites,171,49,960.1153833437006,4.924804969574774
GraphJet,Public Method,testLongRandomReadWrites,graphjet-core/src/test/java/com/twitter/graphjet/hashing/ShardedBigLongArrayTest.java,25,5,5,5,GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/hashing/ShardedBigLongArrayTest.java,testLongRandomReadWrites,175,49,982.5742227201615,4.928180190706181
GraphJet,Public Method,testSequentialReadWrites,graphjet-core/src/test/java/com/twitter/graphjet/hashing/ShardedBigLongArrayTest.java,17,3,3,3,GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/hashing/ShardedBigLongArrayTest.java,testSequentialReadWrites,115,38,603.5116640460124,4.701323924285627
GraphJet,Public Method,testFewSmallRangeKeys,graphjet-core/src/test/java/com/twitter/graphjet/hashing/SmallArrayBasedLongToDoubleMapTest.java,9,1,1,1,GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/hashing/SmallArrayBasedLongToDoubleMapTest.java,testFewSmallRangeKeys,65,34,330.6850846812721,4.6448648705611575
GraphJet,Public Method,testManyLargeRangeKeys,graphjet-core/src/test/java/com/twitter/graphjet/hashing/SmallArrayBasedLongToDoubleMapTest.java,9,1,1,1,GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/hashing/SmallArrayBasedLongToDoubleMapTest.java,testManyLargeRangeKeys,67,34,340.8600103637728,4.670004246273081
GraphJet,Public Method,testManySmallRangeKeys,graphjet-core/src/test/java/com/twitter/graphjet/hashing/SmallArrayBasedLongToDoubleMapTest.java,9,1,1,1,GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/hashing/SmallArrayBasedLongToDoubleMapTest.java,testManySmallRangeKeys,67,35,343.66196213531276,4.699854992541737
GraphJet,Public Method,testRepeatedKeyMetadataPairs,graphjet-core/src/test/java/com/twitter/graphjet/hashing/SmallArrayBasedLongToDoubleMapTest.java,16,5,5,5,GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/hashing/SmallArrayBasedLongToDoubleMapTest.java,testRepeatedKeyMetadataPairs,127,31,629.1829314191332,4.342235835426176
GraphJet,Public Method,testRepeatedKeys,graphjet-core/src/test/java/com/twitter/graphjet/hashing/SmallArrayBasedLongToDoubleMapTest.java,9,1,1,1,GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/hashing/SmallArrayBasedLongToDoubleMapTest.java,testRepeatedKeys,63,31,312.1143675543732,4.524300697144769
GraphJet,Public Method,testUniqueKeys,graphjet-core/src/test/java/com/twitter/graphjet/hashing/SmallArrayBasedLongToDoubleMapTest.java,15,3,3,3,GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/hashing/SmallArrayBasedLongToDoubleMapTest.java,testUniqueKeys,113,38,593.0158090191251,4.702706454475498
GraphJet,Public Method,testTableConstruction,graphjet-core/src/test/java/com/twitter/graphjet/math/AliasTableUtilTest.java,30,3,3,3,GraphJet,/graphjet-core/src/test/java/com/twitter/graphjet/math/AliasTableUtilTest.java,testTableConstruction,192,45,1054.4357944952976,4.748239723279956
hbc,Public Method,testBuilderFailure,hbc-core/src/test/java/com/twitter/hbc/ClientBuilderTest.java,39,5,5,5,hbc,/hbc-core/src/test/java/com/twitter/hbc/ClientBuilderTest.java,testBuilderFailure,162,29,786.9929212106667,4.068502904219736
hbc,Public Method,testBuilderSuccess,hbc-core/src/test/java/com/twitter/hbc/ClientBuilderTest.java,9,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/ClientBuilderTest.java,testBuilderSuccess,43,24,197.15338753100974,3.9106097946143303
hbc,Public Method,testInvalidHttpMethod,hbc-core/src/test/java/com/twitter/hbc/ClientBuilderTest.java,13,2,2,2,hbc,/hbc-core/src/test/java/com/twitter/hbc/ClientBuilderTest.java,testInvalidHttpMethod,54,31,267.5266007608913,4.321074132437163
hbc,Public Method,testValidHttpMethod,hbc-core/src/test/java/com/twitter/hbc/ClientBuilderTest.java,9,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/ClientBuilderTest.java,testValidHttpMethod,44,26,206.81934759820808,4.076005132199188
hbc,Public Method,testBackfillParamOnEnterpriseStreamEndpoint,hbc-core/src/test/java/com/twitter/hbc/EndpointTest.java,5,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/EndpointTest.java,testBackfillParamOnEnterpriseStreamEndpoint,30,22,133.78294855911892,4.253235913127291
hbc,Public Method,testCanSetApiVersion,hbc-core/src/test/java/com/twitter/hbc/EndpointTest.java,6,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/EndpointTest.java,testCanSetApiVersion,39,26,183.31714900750262,4.387465039153174
hbc,Public Method,testChangeDefaultParamValues,hbc-core/src/test/java/com/twitter/hbc/EndpointTest.java,11,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/EndpointTest.java,testChangeDefaultParamValues,101,36,522.1624251456735,4.468045959303721
hbc,Public Method,testDefaultParams,hbc-core/src/test/java/com/twitter/hbc/EndpointTest.java,7,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/EndpointTest.java,testDefaultParams,74,34,376.47225025252516,4.543950700697584
hbc,Public Method,testDefaultToCurrentApiVersion,hbc-core/src/test/java/com/twitter/hbc/EndpointTest.java,5,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/EndpointTest.java,testDefaultToCurrentApiVersion,37,28,177.87213211613133,4.571354974427955
hbc,Public Method,testEnterpriseReplayStreamingEndpointFormatsDateParamsAndIncludesThem,hbc-core/src/test/java/com/twitter/hbc/EndpointTest.java,13,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/EndpointTest.java,testEnterpriseReplayStreamingEndpointFormatsDateParamsAndIncludesThem,105,42,566.1933293917699,4.773628381703349
hbc,Public Method,testEnterpriseStreamingEndpoint,hbc-core/src/test/java/com/twitter/hbc/EndpointTest.java,6,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/EndpointTest.java,testEnterpriseStreamingEndpoint,30,21,131.76952268336282,4.215061012203069
hbc,Public Method,testEnterpriseStreamingEndpointProduct,hbc-core/src/test/java/com/twitter/hbc/EndpointTest.java,13,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/EndpointTest.java,testEnterpriseStreamingEndpointProduct,73,29,354.6326126443128,4.410505169675487
hbc,Public Method,testFilterLevel,hbc-core/src/test/java/com/twitter/hbc/EndpointTest.java,6,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/EndpointTest.java,testFilterLevel,32,21,140.55415752892034,4.090018266288633
hbc,Public Method,testLanguages,hbc-core/src/test/java/com/twitter/hbc/EndpointTest.java,6,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/EndpointTest.java,testLanguages,39,26,183.31714900750262,4.332549412228141
hbc,Public Method,testSiteStreamEndpoint,hbc-core/src/test/java/com/twitter/hbc/EndpointTest.java,8,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/EndpointTest.java,testSiteStreamEndpoint,60,32,300.0,4.6406544547579
hbc,Public Method,testStatusesFilterEndpointTest,hbc-core/src/test/java/com/twitter/hbc/EndpointTest.java,11,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/EndpointTest.java,testStatusesFilterEndpointTest,88,36,454.9534001269235,4.566211630749483
hbc,Public Method,testContainsAll,hbc-core/src/test/java/com/twitter/hbc/HttpHostsTest.java,14,3,3,3,hbc,/hbc-core/src/test/java/com/twitter/hbc/HttpHostsTest.java,testContainsAll,104,37,541.7831500254108,4.7315562346278695
hbc,Public Method,testExceptionIfBadScheme,hbc-core/src/test/java/com/twitter/hbc/HttpHostsTest.java,17,4,4,4,hbc,/hbc-core/src/test/java/com/twitter/hbc/HttpHostsTest.java,testExceptionIfBadScheme,81,40,431.07617568587636,4.868757218982508
hbc,Public Method,testInfiniteIteration,hbc-core/src/test/java/com/twitter/hbc/HttpHostsTest.java,13,3,3,3,hbc,/hbc-core/src/test/java/com/twitter/hbc/HttpHostsTest.java,testInfiniteIteration,99,37,515.735883197266,4.769466252711346
hbc,Public Method,testIsScrambled,hbc-core/src/test/java/com/twitter/hbc/HttpHostsTest.java,17,4,4,4,hbc,/hbc-core/src/test/java/com/twitter/hbc/HttpHostsTest.java,testIsScrambled,93,43,504.6426221872951,4.97224725828124
hbc,Public Method,testPausing,hbc-core/src/test/java/com/twitter/hbc/RateTrackerTest.java,28,2,2,2,hbc,/hbc-core/src/test/java/com/twitter/hbc/RateTrackerTest.java,testPausing,164,38,860.660112204748,4.1461309662810315
hbc,Public Method,testRateConsistency,hbc-core/src/test/java/com/twitter/hbc/RateTrackerTest.java,18,3,3,3,hbc,/hbc-core/src/test/java/com/twitter/hbc/RateTrackerTest.java,testRateConsistency,112,35,574.4796978978362,4.452193602910855
hbc,Public Method,testRateTracking,hbc-core/src/test/java/com/twitter/hbc/RateTrackerTest.java,12,2,2,2,hbc,/hbc-core/src/test/java/com/twitter/hbc/RateTrackerTest.java,testRateTracking,71,33,358.15198247445016,4.5267534657410415
hbc,Public Method,testSlidingWindow,hbc-core/src/test/java/com/twitter/hbc/RateTrackerTest.java,23,2,2,2,hbc,/hbc-core/src/test/java/com/twitter/hbc/RateTrackerTest.java,testSlidingWindow,135,35,692.4532072875704,4.129691597789282
hbc,Public Method,testBackoffSwitching,hbc-core/src/test/java/com/twitter/hbc/ReconnectionManagerTest.java,14,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/ReconnectionManagerTest.java,testBackoffSwitching,129,24,591.4601625930293,3.830465193093515
hbc,Public Method,testEstimateBackfill,hbc-core/src/test/java/com/twitter/hbc/ReconnectionManagerTest.java,7,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/ReconnectionManagerTest.java,testEstimateBackfill,51,26,239.7224256251957,4.265083429994686
hbc,Public Method,testExponentialBackoff,hbc-core/src/test/java/com/twitter/hbc/ReconnectionManagerTest.java,11,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/ReconnectionManagerTest.java,testExponentialBackoff,88,22,392.42998244008214,3.7862679790584037
hbc,Public Method,testLinearBackoff,hbc-core/src/test/java/com/twitter/hbc/ReconnectionManagerTest.java,11,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/ReconnectionManagerTest.java,testLinearBackoff,88,22,392.42998244008214,3.7862679790584037
hbc,Public Method,testRetries,hbc-core/src/test/java/com/twitter/hbc/ReconnectionManagerTest.java,12,2,2,2,hbc,/hbc-core/src/test/java/com/twitter/hbc/ReconnectionManagerTest.java,testRetries,67,26,314.9294611154532,4.1417167575191325
hbc,Public Method,testAddUser,hbc-core/src/test/java/com/twitter/hbc/SitestreamControllerTest.java,12,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/SitestreamControllerTest.java,testAddUser,91,48,508.23158756562526,4.845184959061454
hbc,Public Method,testAddUsers,hbc-core/src/test/java/com/twitter/hbc/SitestreamControllerTest.java,12,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/SitestreamControllerTest.java,testAddUsers,98,53,561.3362045471936,4.963853511777534
hbc,Public Method,testAddUsersPrecondition,hbc-core/src/test/java/com/twitter/hbc/SitestreamControllerTest.java,9,2,2,2,hbc,/hbc-core/src/test/java/com/twitter/hbc/SitestreamControllerTest.java,testAddUsersPrecondition,44,31,217.98463765702255,4.708987300258801
hbc,Public Method,testCloseEntityContentOnError,hbc-core/src/test/java/com/twitter/hbc/SitestreamControllerTest.java,16,2,2,2,hbc,/hbc-core/src/test/java/com/twitter/hbc/SitestreamControllerTest.java,testCloseEntityContentOnError,101,43,548.0527402249119,4.626718478556897
hbc,Public Method,testDeprecatedGetInfo,hbc-core/src/test/java/com/twitter/hbc/SitestreamControllerTest.java,10,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/SitestreamControllerTest.java,testDeprecatedGetInfo,64,39,338.2657420071839,4.837214440912335
hbc,Public Method,testFailControlStreamRequestOnNon200s,hbc-core/src/test/java/com/twitter/hbc/SitestreamControllerTest.java,12,2,2,2,hbc,/hbc-core/src/test/java/com/twitter/hbc/SitestreamControllerTest.java,testFailControlStreamRequestOnNon200s,74,37,385.4995490565423,4.555699359616178
hbc,Public Method,testGetInfo,hbc-core/src/test/java/com/twitter/hbc/SitestreamControllerTest.java,11,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/SitestreamControllerTest.java,testGetInfo,63,38,330.61943334694587,4.796037450775939
hbc,Public Method,testProperlyCloseEntityContent,hbc-core/src/test/java/com/twitter/hbc/SitestreamControllerTest.java,9,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/SitestreamControllerTest.java,testProperlyCloseEntityContent,71,36,367.0646751024042,4.5502030150638815
hbc,Public Method,testRemoveUser,hbc-core/src/test/java/com/twitter/hbc/SitestreamControllerTest.java,12,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/SitestreamControllerTest.java,testRemoveUser,91,48,508.23158756562526,4.845184959061454
hbc,Public Method,testRemoveUsers,hbc-core/src/test/java/com/twitter/hbc/SitestreamControllerTest.java,12,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/SitestreamControllerTest.java,testRemoveUsers,98,53,561.3362045471936,4.963853511777534
hbc,Public Method,testRemoveUsersPrecondition,hbc-core/src/test/java/com/twitter/hbc/SitestreamControllerTest.java,9,2,2,2,hbc,/hbc-core/src/test/java/com/twitter/hbc/SitestreamControllerTest.java,testRemoveUsersPrecondition,44,31,217.98463765702255,4.708987300258801
hbc,Public Method,testStatsReporter,hbc-core/src/test/java/com/twitter/hbc/StatsReporterTest.java,14,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/StatsReporterTest.java,testStatsReporter,81,24,371.3819625584137,3.8845611690181125
hbc,Public Method,testCombo,hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,11,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,testCombo,90,40,478.9735285398626,4.79380145479437
hbc,Public Method,testEmptyRead,hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,12,2,2,2,hbc,/hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,testEmptyRead,68,36,351.5549000980772,4.680863716371743
hbc,Public Method,testEmptyReadline,hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,12,2,2,2,hbc,/hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,testEmptyReadline,67,37,349.0333754971397,4.698197541327255
hbc,Public Method,testIncompleteRead,hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,12,2,2,2,hbc,/hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,testIncompleteRead,68,34,345.94747320502313,4.671231039429777
hbc,Public Method,testIncompleteReadline,hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,12,2,2,2,hbc,/hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,testIncompleteReadline,62,32,310.0,4.621467431627349
hbc,Public Method,testLenientRead,hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,9,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,testLenientRead,70,34,356.1223988875238,4.697299717551715
hbc,Public Method,testMultibyteCharacters,hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,9,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,testMultibyteCharacters,68,33,343.01880011637485,4.642774150698464
hbc,Public Method,testMultipleStreamReads,hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,12,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,testMultipleStreamReads,124,42,668.6473604245663,4.756795683619823
hbc,Public Method,testReadMultipleHugeBuffer,hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,12,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,testReadMultipleHugeBuffer,93,37,484.4791630034924,4.686258005142421
hbc,Public Method,testReadMultipleSmallBuffer,hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,12,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,testReadMultipleSmallBuffer,93,37,484.4791630034924,4.68625800514242
hbc,Public Method,testReadRemainder,hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,10,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,testReadRemainder,113,39,597.2504507314341,4.631178766426562
hbc,Public Method,testReadWithBigBuffer,hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,9,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,testReadWithBigBuffer,68,33,343.01880011637485,4.642774150698464
hbc,Public Method,testReadWithSmallBuffer,hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,9,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,testReadWithSmallBuffer,68,33,343.01880011637485,4.642774150698464
hbc,Public Method,testReadlineMultipleHugeBuffer,hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,12,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,testReadlineMultipleHugeBuffer,91,38,477.56140372336625,4.719771184370511
hbc,Public Method,testReadlineMultipleSmallBuffer,hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,15,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,testReadlineMultipleSmallBuffer,112,39,591.9650485125719,4.676500212952422
hbc,Public Method,testReadlineWithBigBuffer,hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,9,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,testReadlineWithBigBuffer,67,34,340.8600103637728,4.683563959366865
hbc,Public Method,testReadlineWithSmallBuffer,hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,9,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,testReadlineWithSmallBuffer,67,34,340.8600103637728,4.683563959366865
hbc,Public Method,testEmptyReadFully,hbc-core/src/test/java/com/twitter/hbc/common/IOUtilsTest.java,12,2,2,2,hbc,/hbc-core/src/test/java/com/twitter/hbc/common/IOUtilsTest.java,testEmptyReadFully,67,36,346.3849750966349,4.718438761166162
hbc,Public Method,testIncompleteReadFully,hbc-core/src/test/java/com/twitter/hbc/common/IOUtilsTest.java,20,3,3,3,hbc,/hbc-core/src/test/java/com/twitter/hbc/common/IOUtilsTest.java,testIncompleteReadFully,109,40,580.0901623427226,4.823212585071322
hbc,Public Method,testReadFully,hbc-core/src/test/java/com/twitter/hbc/common/IOUtilsTest.java,12,2,2,2,hbc,/hbc-core/src/test/java/com/twitter/hbc/common/IOUtilsTest.java,testReadFully,90,41,482.17968041562756,4.852995186066242
hbc,Public Method,testReadFullyPartial,hbc-core/src/test/java/com/twitter/hbc/common/IOUtilsTest.java,12,2,2,2,hbc,/hbc-core/src/test/java/com/twitter/hbc/common/IOUtilsTest.java,testReadFullyPartial,91,43,493.7900926778909,4.942489936778744
hbc,Public Method,testReadFullyRemainder,hbc-core/src/test/java/com/twitter/hbc/common/IOUtilsTest.java,16,3,3,3,hbc,/hbc-core/src/test/java/com/twitter/hbc/common/IOUtilsTest.java,testReadFullyRemainder,122,46,673.8745586389556,4.906170388299966
hbc,Public Method,testConnectionRetries,hbc-core/src/test/java/com/twitter/hbc/httpclient/BasicClientTest.java,43,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/httpclient/BasicClientTest.java,testConnectionRetries,282,89,1826.1568275325242,5.001257735792213
hbc,Public Method,testIOExceptionDuringProcessing,hbc-core/src/test/java/com/twitter/hbc/httpclient/BasicClientTest.java,31,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/httpclient/BasicClientTest.java,testIOExceptionDuringProcessing,204,76,1274.5772127424916,5.0151580103246305
hbc,Public Method,testInterruptedExceptionDuringProcessing,hbc-core/src/test/java/com/twitter/hbc/httpclient/BasicClientTest.java,21,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/httpclient/BasicClientTest.java,testInterruptedExceptionDuringProcessing,150,60,886.0335893412778,4.775958415954599
hbc,Public Method,testHandleIOExceptionOnConnection,hbc-core/src/test/java/com/twitter/hbc/httpclient/ClientBaseTest.java,15,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/httpclient/ClientBaseTest.java,testHandleIOExceptionOnConnection,107,43,580.6103287531245,4.69961967878381
hbc,Public Method,testProperlyHandleSuccessfulConnection,hbc-core/src/test/java/com/twitter/hbc/httpclient/ClientBaseTest.java,15,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/httpclient/ClientBaseTest.java,testProperlyHandleSuccessfulConnection,95,41,508.967440438718,4.621059726299366
hbc,Public Method,testRetryTransientAuthFailures,hbc-core/src/test/java/com/twitter/hbc/httpclient/ClientBaseTest.java,20,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/httpclient/ClientBaseTest.java,testRetryTransientAuthFailures,118,43,640.2992410548476,4.495294618235545
hbc,Public Method,testServiceUnavailable,hbc-core/src/test/java/com/twitter/hbc/httpclient/ClientBaseTest.java,15,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/httpclient/ClientBaseTest.java,testServiceUnavailable,83,37,432.38462934720286,4.442465600095023
hbc,Public Method,testUnknownEndpointFails,hbc-core/src/test/java/com/twitter/hbc/httpclient/ClientBaseTest.java,13,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/httpclient/ClientBaseTest.java,testUnknownEndpointFails,66,35,338.53267911836775,4.534825880401416
hbc,Public Method,testRestart,hbc-core/src/test/java/com/twitter/hbc/httpclient/RestartableHttpClientTest.java,11,2,2,2,hbc,/hbc-core/src/test/java/com/twitter/hbc/httpclient/RestartableHttpClientTest.java,testRestart,47,29,228.32510677099592,4.474356938205999
hbc,Public Method,testIdleProbe,hbc-core/src/test/java/com/twitter/hbc/processor/LineDelimitedStreamProcessorTest.java,19,3,3,3,hbc,/hbc-core/src/test/java/com/twitter/hbc/processor/LineDelimitedStreamProcessorTest.java,testIdleProbe,111,51,629.6392129588361,5.056614625839607
hbc,Public Method,testLineStringProcessing,hbc-core/src/test/java/com/twitter/hbc/processor/LineDelimitedStreamProcessorTest.java,8,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/processor/LineDelimitedStreamProcessorTest.java,testLineStringProcessing,57,32,285.0,4.734132286391219
hbc,Public Method,testDelimitedStreamProcessing,hbc-core/src/test/java/com/twitter/hbc/processor/StreamProcessorTest.java,8,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/processor/StreamProcessorTest.java,testDelimitedStreamProcessing,57,33,287.53046480343187,4.769220005689465
hbc,Public Method,testIdleProbe,hbc-core/src/test/java/com/twitter/hbc/processor/StreamProcessorTest.java,19,3,3,3,hbc,/hbc-core/src/test/java/com/twitter/hbc/processor/StreamProcessorTest.java,testIdleProbe,111,51,629.6392129588361,5.056614625839607
hbc,Public Method,testSimpleStreamProcessing,hbc-core/src/test/java/com/twitter/hbc/processor/StreamProcessorTest.java,8,1,1,1,hbc,/hbc-core/src/test/java/com/twitter/hbc/processor/StreamProcessorTest.java,testSimpleStreamProcessing,57,32,285.0,4.734132286391219
