projectName,kind,testCase,filePath,CountLineCode,Cyclomatic,CyclomaticModified,CyclomaticStrict,projectName2,filePath2,testCase2,halsteadLength,halsteadVocabulary,halsteadVolume,entropy
hibernate-ogm,Public Method,testDistinctQueryWithCriteria,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,10,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testDistinctQueryWithCriteria,76,39,401.6905686335309,4.790338687142386
hibernate-ogm,Public Method,testDistinctQueryWithCriteriaAndCollation,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,11,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testDistinctQueryWithCriteriaAndCollation,76,39,401.6905686335309,4.790338687142386
hibernate-ogm,Public Method,testDistinctQueryWithInCriteriaAndCollation,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,11,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testDistinctQueryWithInCriteriaAndCollation,86,41,460.7494723971552,4.832341424241356
hibernate-ogm,Public Method,testDistinctQueryWithoutCriteriaAndWIthCollation,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,11,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testDistinctQueryWithoutCriteriaAndWIthCollation,76,39,401.6905686335309,4.790338687142386
hibernate-ogm,Public Method,testDropCollection,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,12,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testDropCollection,87,35,446.24762247421205,4.473090809490263
hibernate-ogm,Public Method,testDropCollectionThatDoesNotExist,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,15,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testDropCollectionThatDoesNotExist,90,38,472.31347620992267,4.57442615154869
hibernate-ogm,Public Method,testExceptionWhenReturnedEntityIsMissingAndUniqueResultIsExpected,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,16,2,2,2,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testExceptionWhenReturnedEntityIsMissingAndUniqueResultIsExpected,82,39,433.4029819467044,4.701499555745579
hibernate-ogm,Public Method,testFindAndModify,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,12,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testFindAndModify,80,42,431.38539382230084,4.816809609141956
hibernate-ogm,Public Method,testFindAndModifyNoMatch,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,11,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testFindAndModifyNoMatch,65,37,338.6144687658818,4.804544497704279
hibernate-ogm,Public Method,testFindAndModifyNoMatchUpsertThenRemoveThenFindOne,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,22,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testFindAndModifyNoMatchUpsertThenRemoveThenFindOne,183,51,1038.0538375807837,4.71759952620592
hibernate-ogm,Public Method,testFindOneWithPair,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,10,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testFindOneWithPair,65,37,338.6144687658818,4.804544497704279
hibernate-ogm,Public Method,testFindWithAnd,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,10,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testFindWithAnd,72,40,383.1788228318901,4.820297733612116
hibernate-ogm,Public Method,testFindWithExplain,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,14,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testFindWithExplain,93,45,510.74233795865973,4.853931424964286
hibernate-ogm,Public Method,testFindWithMax,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,12,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testFindWithMax,88,44,480.42998244008214,4.932904087472478
hibernate-ogm,Public Method,testFindWithMin,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,12,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testFindWithMin,88,44,480.42998244008214,4.932904087472479
hibernate-ogm,Public Method,testFindWithModifiersWithEntity,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,18,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testFindWithModifiersWithEntity,126,51,714.7255930884085,4.7433118663322285
hibernate-ogm,Public Method,testFindWithNor,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,10,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testFindWithNor,72,40,383.1788228318901,4.820297733612116
hibernate-ogm,Public Method,testFindWithNot,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,10,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testFindWithNot,76,41,407.1739523509744,4.818081585806765
hibernate-ogm,Public Method,testFindWithPair,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,10,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testFindWithPair,80,42,431.38539382230084,4.806936841566922
hibernate-ogm,Public Method,testInsertManyThenDeleteMany,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,15,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testInsertManyThenDeleteMany,104,44,567.7808883382789,4.870704971185667
hibernate-ogm,Public Method,testInsertManyThenDeleteManyWithOptions,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,24,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testInsertManyThenDeleteManyWithOptions,148,52,843.6650782848817,4.985803769796167
hibernate-ogm,Public Method,testInsertManyThenRemove,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,47,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testInsertManyThenRemove,392,65,2360.768182707154,4.6788558130609745
hibernate-ogm,Public Method,testInsertMultipleThenDeleteOne,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,30,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testInsertMultipleThenDeleteOne,236,51,1338.692380705273,4.681760650257328
hibernate-ogm,Public Method,testInsertMultipleThenRemove,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,47,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testInsertMultipleThenRemove,392,65,2360.768182707154,4.6888926227020225
hibernate-ogm,Public Method,testInsertMultipleWithNumberLongThenRemove,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,42,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testInsertMultipleWithNumberLongThenRemove,378,62,2250.686205326239,4.650809754167788
hibernate-ogm,Public Method,testInsertOneThenRemove,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,32,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testInsertOneThenRemove,238,59,1400.0690457481182,4.809449330639532
hibernate-ogm,Public Method,testInsertThenDeleteOneWithOptions,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,19,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testInsertThenDeleteOneWithOptions,134,45,735.9083149081764,4.758079115899253
hibernate-ogm,Public Method,testInsertThenRemove,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,32,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testInsertThenRemove,236,58,1382.483514850107,4.793149683251204
hibernate-ogm,Public Method,testMapReduceWithCollectionName,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,10,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testMapReduceWithCollectionName,68,37,354.2428288627686,4.710275481077624
hibernate-ogm,Public Method,testMapReduceWithOptions,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,10,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testMapReduceWithOptions,68,37,354.2428288627686,4.710275481077625
hibernate-ogm,Public Method,testMapReduceWithQuery,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,10,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testMapReduceWithQuery,68,37,354.2428288627686,4.710275481077624
hibernate-ogm,Public Method,testMapReduceWithReplaceAction,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,10,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testMapReduceWithReplaceAction,68,37,354.2428288627686,4.710275481077624
hibernate-ogm,Public Method,testNumberLongSupport,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,12,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testNumberLongSupport,82,33,413.6403177873932,4.56443538950031
hibernate-ogm,Public Method,testParametersAreInvalidWithDropCollectionOperation,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,10,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testParametersAreInvalidWithDropCollectionOperation,54,31,267.5266007608913,4.548972400704882
hibernate-ogm,Public Method,testSimpleDistinctQuery,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,10,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testSimpleDistinctQuery,65,36,336.0451250937503,4.799537913715163
hibernate-ogm,Public Method,testSimpleMapReduce,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,10,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testSimpleMapReduce,80,41,428.60416036944673,4.797776102488647
hibernate-ogm,Public Method,testUpdateMany,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,41,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionCLIQueryTest.java,testUpdateMany,260,69,1588.2163587623243,5.053240665933006
hibernate-ogm,Public Method,testEntitiesInsertedInCurrentSessionAreFoundByNativeQuery,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionNativeQueryTest.java,20,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionNativeQueryTest.java,testEntitiesInsertedInCurrentSessionAreFoundByNativeQuery,129,49,724.2975698908618,4.725905245929198
hibernate-ogm,Public Method,testExceptionWhenReturnedEntityIsMissingAndManyResultsAreExpected,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionNativeQueryTest.java,20,2,2,2,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionNativeQueryTest.java,testExceptionWhenReturnedEntityIsMissingAndManyResultsAreExpected,81,37,421.96572261594497,4.5525165851533576
hibernate-ogm,Public Method,testExceptionWhenReturnedEntityIsMissingAndUniqueResultIsExpected,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionNativeQueryTest.java,21,2,2,2,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionNativeQueryTest.java,testExceptionWhenReturnedEntityIsMissingAndUniqueResultIsExpected,86,38,451.3217661561483,4.541310582804959
hibernate-ogm,Public Method,testListMultipleResultQueryWithFirstResultAndMaxRows,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionNativeQueryTest.java,16,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionNativeQueryTest.java,testListMultipleResultQueryWithFirstResultAndMaxRows,91,44,496.80827729599406,4.693799000126583
hibernate-ogm,Public Method,testNativeQueryWithFirstResult,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionNativeQueryTest.java,14,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionNativeQueryTest.java,testNativeQueryWithFirstResult,85,43,461.23250414967833,4.703904380981781
hibernate-ogm,Public Method,testNativeQueryWithMaxRows,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionNativeQueryTest.java,14,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionNativeQueryTest.java,testNativeQueryWithMaxRows,85,43,461.23250414967833,4.703904380981781
hibernate-ogm,Public Method,testQueryWithOptions,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionNativeQueryTest.java,15,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionNativeQueryTest.java,testQueryWithOptions,87,45,477.7912193806817,4.804736689901088
hibernate-ogm,Public Method,testQueryWithRegexOperator,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionNativeQueryTest.java,14,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionNativeQueryTest.java,testQueryWithRegexOperator,85,43,461.23250414967833,4.732638087697178
hibernate-ogm,Public Method,testUniqueResultNamedNativeQuery,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionNativeQueryTest.java,15,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/nativequery/MongoDBSessionNativeQueryTest.java,testUniqueResultNamedNativeQuery,61,29,296.33684070278196,4.320002200045985
hibernate-ogm,Public Method,shouldAddNumberPropertyAsNumber,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,6,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,shouldAddNumberPropertyAsNumber,12,11,41.51317942364757,3.418295834054489
hibernate-ogm,Public Method,shouldCreateBooleanQueryUsingSelect,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,12,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,shouldCreateBooleanQueryUsingSelect,24,17,98.09910819000817,3.772055208874201
hibernate-ogm,Public Method,shouldCreateInQuery,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,8,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,shouldCreateInQuery,16,14,60.91767875292166,3.75
hibernate-ogm,Public Method,shouldCreateIsNotNullQuery,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,8,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,shouldCreateIsNotNullQuery,16,14,60.91767875292166,3.75
hibernate-ogm,Public Method,shouldCreateIsNullQuery,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,8,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,shouldCreateIsNullQuery,16,14,60.91767875292166,3.75
hibernate-ogm,Public Method,shouldCreateLessOrEqualQuery,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,6,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,shouldCreateLessOrEqualQuery,12,11,41.51317942364757,3.4182958340544896
hibernate-ogm,Public Method,shouldCreateLikeQuery,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,10,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,shouldCreateLikeQuery,20,15,78.13781191217038,3.721928094887362
hibernate-ogm,Public Method,shouldCreateNegatedRangeQuery,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,12,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,shouldCreateNegatedRangeQuery,24,17,98.09910819000817,3.7720552088742014
hibernate-ogm,Public Method,shouldCreateNotInQuery,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,8,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,shouldCreateNotInQuery,16,14,60.91767875292166,3.75
hibernate-ogm,Public Method,shouldCreateNotLikeQuery,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,12,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,shouldCreateNotLikeQuery,24,16,96.0,3.65726822961739
hibernate-ogm,Public Method,shouldCreateNumericBetweenQuery,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,13,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,shouldCreateNumericBetweenQuery,48,30,235.53074858920888,4.66070150120865
hibernate-ogm,Public Method,shouldCreateProjectionQuery,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,6,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,shouldCreateProjectionQuery,42,21,184.47733175670794,3.862821447599534
hibernate-ogm,Public Method,shouldCreateQueryUsingSelectWithConjunctionInWhereClause,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,9,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,shouldCreateQueryUsingSelectWithConjunctionInWhereClause,18,15,70.32403072095333,3.794653473544342
hibernate-ogm,Public Method,shouldCreateQueryWithMultipleDiscriminatorValues,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,9,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,shouldCreateQueryWithMultipleDiscriminatorValues,19,17,77.66179398375645,4.0374011976541135
hibernate-ogm,Public Method,shouldCreateQueryWithMultipleDiscriminatorValuesWithFilter,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,12,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,shouldCreateQueryWithMultipleDiscriminatorValuesWithFilter,25,20,108.04820237218406,4.0994705707972505
hibernate-ogm,Public Method,shouldCreateQueryWithNegationAndConjunctionInWhereClause,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,9,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,shouldCreateQueryWithNegationAndConjunctionInWhereClause,18,15,70.32403072095333,3.794653473544342
hibernate-ogm,Public Method,shouldCreateQueryWithNegationInWhereClause,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,6,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,shouldCreateQueryWithNegationInWhereClause,12,11,41.51317942364757,3.4182958340544896
hibernate-ogm,Public Method,shouldCreateQueryWithNestedNegationInWhereClause,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,6,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,shouldCreateQueryWithNestedNegationInWhereClause,12,11,41.51317942364757,3.4182958340544896
hibernate-ogm,Public Method,shouldCreateQueryWithSingleDiscriminatorValue,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,7,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,shouldCreateQueryWithSingleDiscriminatorValue,15,14,57.110323830864054,3.7735572622751845
hibernate-ogm,Public Method,shouldCreateQueryWithSingleDiscriminatorValueWithFilter,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,10,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,shouldCreateQueryWithSingleDiscriminatorValueWithFilter,21,18,87.56842503028855,4.070656113151927
hibernate-ogm,Public Method,shouldCreateRestrictedQueryUsingSelect,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,6,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,shouldCreateRestrictedQueryUsingSelect,12,11,41.51317942364757,3.418295834054489
hibernate-ogm,Public Method,shouldCreateUnrestrictedQuery,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,6,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,shouldCreateUnrestrictedQuery,12,11,41.51317942364757,3.418295834054489
hibernate-ogm,Public Method,shouldUseColumnNameForPropertyInWhereClause,mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,6,1,1,1,hibernate-ogm,/mongodb/src/test/java/org/hibernate/ogm/datastore/mongodb/test/query/parsing/MongoDBQueryParsingTest.java,shouldUseColumnNameForPropertyInWhereClause,12,11,41.51317942364757,3.4182958340544896
