"","project","obs","normalityLeft","normalityRight","kendallTau","kendallPValue","spearmanRho","spearmanPValue","pearsonCor","pearsonPValue"
"tau","all",23573,8.9824453096913e-73,2.36366952249541e-91,0.151619793532062,2.51461736604811e-173,0.181818601481032,2.46748698094553e-174,0.176125268891914,1.52054473321382e-163
"1","ion-java",5,0,0,0,0,0,0,0,0
"tau1","spring-cloud-azure",86,3.46538344934084e-09,4.9760043106483e-18,0.43805579717415,1.63003077682123e-06,0.512415883694062,4.5704476091529e-07,0.570492708930443,9.78625214474784e-09
"tau2","jimfs",269,2.04631390312488e-22,8.20173530103304e-22,0.41684312412891,2.74929909626772e-18,0.503945432738801,9.88412120748187e-19,0.49425619344028,5.62268614255549e-18
"tau3","truth",782,5.29756787290098e-32,3.14671451877341e-48,0.199570636115068,2.63308736850500e-11,0.236213284269787,2.233875155079e-11,0.337019480421999,3.18334199044478e-22
"tau4","closure-compiler",14194,6.37632544105327e-76,1.86707397740653e-94,0.0835838979530669,1.88955554076458e-32,0.0994444023325394,1.57609283302018e-32,0.0766632397717997,5.89678715363928e-20
"tau5","error-prone",1872,5.22734895552935e-34,2.40787440901202e-70,-0.0114239166611939,0.554440526608753,-0.0136984363748329,0.553638409075423,-0.00167276135742502,0.942342131072287
"tau6","google-java-format",102,5.835299653624e-05,3.97958306503255e-19,-0.0182295090672277,0.823452143131971,-0.0224817510761633,0.822535900273449,0.137100825885354,0.169415821496162
"tau7","gson",173,3.72111217652283e-16,4.44548457118526e-16,0.283118886675759,4.94876183172403e-06,0.324978461591997,1.28620795242256e-05,0.533412269580843,4.16179399349998e-14
"11","guice",6,0,0,0,0,0,0,0,0
"tau8","open-location-code",5,0.171289875361559,0.00647000075166554,0,1,0,1,0.32710607129343,0.591066819661673
"tau9","closure-templates",1045,8.62310803468214e-44,2.81078825409294e-53,0.11640820577213,4.64119725950691e-06,0.140808557481861,4.89643360885651e-06,0.100248920869596,0.001174540299668
"tau10","compile-testing",128,0.000466884407439543,3.8359821443971e-22,-0.00431402074891271,0.953834104822551,-0.00469282615951048,0.958072353344753,0.119478260007031,0.17917516247274
"tau11","greenmail",99,3.01014749190693e-09,3.49883495704227e-17,0.220107652623943,0.00745949152525819,0.274658430950688,0.00593717069328164,0.181950941082396,0.0714708162495507
"tau12","jbehave-core",636,3.11629921649762e-30,2.46276468505925e-44,0.220588652284824,1.88522388637364e-11,0.263625448511496,1.42679689491504e-11,0.222491551133093,1.41783485504679e-08
"tau13","Git-Credential-Manager-for-Mac-and-Linux",24,0.00133445538653039,2.18555629685712e-10,0.219835755047545,0.217056532925313,0.257388712532307,0.224665321921397,0.164797669718944,0.441581321458203
"tau14","spring-data-cosmosdb",105,4.26138869043348e-12,7.79111832900091e-22,0.160946356030708,0.0542781602020179,0.188723543074253,0.0538482602106862,0.444384583117652,2.04549479252046e-06
"12","spring-data-gremlin",86,0,0,0,0,0,0,0,0
"tau15","governator",134,7.75524075644688e-13,1.96468354387125e-21,0.20709082866449,0.00364780655700931,0.256863099339626,0.00273560669536508,0.112271323851038,0.196514332133569
"tau16","Fenzo",112,3.44005051893972e-06,8.68341493598859e-13,0.593051646370211,1.75186986905978e-17,0.725548201041573,1.45476505035064e-19,0.787172558427669,7.80753220357793e-25
"tau17","hollow",292,5.56047747815636e-24,5.99007416376822e-27,0.0561400778632675,0.233865435490439,0.0649528265294839,0.268587050067638,0.0123460358262154,0.833611280163154
