"","project","obs","normalityLeft","normalityRight","kendallTau","kendallPValue","spearmanRho","spearmanPValue","pearsonCor","pearsonPValue"
"tau","all",23573,4.31226201508779e-69,1.30371442069311e-76,0.0805817799455351,3.80133771296933e-58,0.102831912649056,1.94953412937905e-56,0.103314328846942,5.935186068296e-57
"1","ion-java",5,0,0,0,0,0,0,0,0
"tau1","spring-cloud-azure",86,3.46538344934084e-09,1.22976800788428e-09,0.34429981283059,1.5451539542716e-05,0.442917083546795,1.95096429077476e-05,0.449591225983134,1.40833976804958e-05
"tau2","jimfs",269,2.04631390312488e-22,3.82914989587835e-13,0.140207893946427,0.00237403896690058,0.190020282298739,0.00174435671534588,0.186024338909577,0.00218688954348473
"tau3","truth",782,5.29756787290098e-32,6.09726979009997e-27,-0.0387983539002283,0.145701299164848,-0.0621901665892213,0.0822103223546017,-0.0981966166016176,0.00599146941066798
"tau4","closure-compiler",14194,7.01852766581489e-75,2.99935309642422e-75,0.106923956973087,3.0933292092358e-56,0.131710297906936,5.9483047863423e-56,0.097605955941321,2.15244887467376e-31
"tau5","error-prone",1872,5.22734895552935e-34,2.86167923634219e-52,-0.0599387631002373,0.000734705553237078,-0.0776017445485708,0.000778324021212838,-0.137155774151244,2.54592840487073e-09
"tau6","google-java-format",102,5.835299653624e-05,4.27446424835296e-12,0.274620766773178,0.00039638848316567,0.36375249611565,0.000171254652222905,0.304206335486825,0.00188046539822054
"tau7","gson",173,3.72111217652283e-16,4.34740396827339e-26,0.0233897770032419,0.722394667675048,0.0270883364359781,0.723508699403278,0.195363091753425,0.00999966015277437
"11","guice",6,0,0,0,0,0,0,0,0
"tau8","open-location-code",5,0.171289875361559,0.14584370144188,-0.942809041582063,0.0316863885397938,-0.973328526784575,0.00520785894466274,-0.731431411265003,0.160175803641771
"tau9","closure-templates",1045,8.62310803468214e-44,5.7545911398661e-42,0.0952821177541561,3.31783555570294e-05,0.127437348737425,3.60366630144545e-05,0.139424111113465,6.07373771688068e-06
"tau10","compile-testing",128,0.000466884407439543,4.26491059563467e-19,-0.159685685048899,0.0263336155506184,-0.194874450271467,0.0275030578530379,-0.00248941244888105,0.977751287441713
"tau11","greenmail",99,3.01014749190693e-09,8.73932906762931e-09,-0.0342011135642991,0.644512736562408,-0.0441672563380235,0.66422354643323,0.215047479592551,0.032549428488101
