Project,TestCase,FilePath,NoBugFixes,NoCommitFixes,NoClones
closure-compiler,testConstantPreDecremented1,test/com/google/javascript/jscomp/ConstCheckTest.java,3,3,0
closure-compiler,testConstantPreDecremented2,test/com/google/javascript/jscomp/ConstCheckTest.java,3,3,0
closure-compiler,testConstantPreDecremented3,test/com/google/javascript/jscomp/ConstCheckTest.java,1,1,0
closure-compiler,testAbbreviatedArithmeticAssignment1,test/com/google/javascript/jscomp/ConstCheckTest.java,3,3,0
closure-compiler,testAbbreviatedArithmeticAssignment2,test/com/google/javascript/jscomp/ConstCheckTest.java,3,3,0
closure-compiler,testAbbreviatedArithmeticAssignment3,test/com/google/javascript/jscomp/ConstCheckTest.java,3,3,0
closure-compiler,testAbbreviatedBitAssignment1,test/com/google/javascript/jscomp/ConstCheckTest.java,3,3,0
closure-compiler,testAbbreviatedBitAssignment2,test/com/google/javascript/jscomp/ConstCheckTest.java,3,3,0
closure-compiler,testAbbreviatedShiftAssignment1,test/com/google/javascript/jscomp/ConstCheckTest.java,3,3,0
closure-compiler,testAbbreviatedShiftAssignment2,test/com/google/javascript/jscomp/ConstCheckTest.java,5,3,0
closure-compiler,testConstAnnotation1,test/com/google/javascript/jscomp/ConstCheckTest.java,1,1,0
closure-compiler,testConstAnnotation2,test/com/google/javascript/jscomp/ConstCheckTest.java,1,1,0
closure-compiler,testConstAnnotation3,test/com/google/javascript/jscomp/ConstCheckTest.java,1,1,0
closure-compiler,testConstSuppressionInFileJsDoc,test/com/google/javascript/jscomp/ConstCheckTest.java,1,1,0
closure-compiler,testConstSuppressionOnAssignment,test/com/google/javascript/jscomp/ConstCheckTest.java,1,1,0
closure-compiler,testConstSuppressionOnAddAssign,test/com/google/javascript/jscomp/ConstCheckTest.java,1,1,0
closure-compiler,testConstSuppressionOnVar,test/com/google/javascript/jscomp/ConstCheckTest.java,6,2,0
closure-compiler,testConstSuppressionOnVarFromExterns,test/com/google/javascript/jscomp/ConstCheckTest.java,1,1,0
closure-compiler,testConstSuppressionOnInc,test/com/google/javascript/jscomp/ConstCheckTest.java,1,1,0
closure-compiler,testConstNameInExterns,test/com/google/javascript/jscomp/ConstCheckTest.java,4,2,0
closure-compiler,testStringLiteralArgument,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testTemplateLiteralArgument1,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testTemplateLiteralArgument2,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testTemplateLiteralWithSubstitutionsArgument1,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testTemplateLiteralWithSubstitutionsArgument2,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testConcatenatedStringLiteralArgument,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testNotStringLiteralArgument1,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testNotStringLiteralArgument2,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testNotStringLiteralArgument3,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testNotStringLiteralArgumentAliased,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testNotStringLiteralArgumentAliasedAfterCollapse,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testNotStringLiteralArgumentOnCollapsedProperties,test/com/google/javascript/jscomp/ConstParamCheckTest.java,1,1,0
closure-compiler,testStringLiteralTernaryArgument,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testStringLiteralComplexExpression,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testStringLiteralTernaryArgumentNonConstant,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testStringLiteralConstantArgument,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testStringLiteralAnnotatedConstantArgument,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testStringLiteralConstantArgumentOrder,test/com/google/javascript/jscomp/ConstParamCheckTest.java,5,4,0
closure-compiler,testConcatenatedStringLiteralConstantArgument,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testConcatenatedStringLiteralAndConstantArgument,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testNotConstantArgument,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testNotStringLiteralConstantArgument1,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testNotStringLiteralConstantArgument2,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testNotStringLiteralConstantArgument3,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testConstStringLiteralConstantArgument1,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testConstStringLiteralConstantArgument2,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testConstNotStringLiteralArgument,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testConstStringLiteralAnnotatedConstantArgument,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testConstConcatenatedStringLiteralConstantArgument,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testConstConcatenatedStringLiteralAndConstantArgument,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testAssignStringLiteralConstantArgument,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testLetStringLiteralConstantArgument,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testLetConcatenatedStringLiteralAndConstantArgument,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testLetStringLiteralConstantArgumentOrder,test/com/google/javascript/jscomp/ConstParamCheckTest.java,5,4,0
closure-compiler,testEnclosingProperty,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testNotStringLiteralEnhancedObject,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testObjectLiteralArgument,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testObjectLiteralGetPropArgument,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testArrayArgument,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testArrayDestructuring,test/com/google/javascript/jscomp/ConstParamCheckTest.java,3,2,0
closure-compiler,testSimpleStatements,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,1,1,0
closure-compiler,testSimpleIf,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,1,1,0
closure-compiler,testBreakingBlock,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,1,1,0
closure-compiler,testThrowInCatchBlock,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,79,7,0
closure-compiler,testBreakingTryBlock,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,1,1,0
closure-compiler,testWithStatement,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,1,1,0
closure-compiler,testSimpleWhile,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,1,1,0
closure-compiler,testSimpleSwitch,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,1,1,0
closure-compiler,testSimpleNoDefault,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,1,1,0
closure-compiler,testSwitchDefaultFirst,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,1,1,0
closure-compiler,testSwitchDefaultInMiddle,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,1,1,0
closure-compiler,testSwitchEmpty,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,1,1,0
closure-compiler,testReturnThrowingException,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,1,1,0
closure-compiler,testSimpleFor,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,16,4,0
closure-compiler,testSimpleForWithContinue,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,19,4,0
closure-compiler,testNestedFor,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,31,4,0
closure-compiler,testNestedDoWithBreak,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,16,4,0
closure-compiler,testForIn,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,88,4,0
closure-compiler,testThrow,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,7,4,0
closure-compiler,testSimpleFunction,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,10,4,0
closure-compiler,testSimpleClass,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,43,4,0
closure-compiler,testClassWithMemberFunctions,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,53,5,0
closure-compiler,testSimpleCatch,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,33,9,0
closure-compiler,testFunctionWithinTry,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,7,4,0
closure-compiler,testNestedCatch,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,7,4,0
closure-compiler,testSimpleFinally,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,1,1,0
closure-compiler,testSimpleCatchFinally,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,16,4,0
closure-compiler,testComplicatedFinally2,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,1,1,0
closure-compiler,testDeepNestedBreakwithFinally,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,1,1,0
closure-compiler,testDeepNestedFinally,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,1,1,0
closure-compiler,testReturn,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,1,1,0
closure-compiler,testReturnInFinally,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,1,1,0
closure-compiler,testReturnInFinally2,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,1,1,0
closure-compiler,testReturnInTry,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,1,1,0
closure-compiler,testOptionNotToTraverseFunctions,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,43,4,0
closure-compiler,testInstanceOf,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,1,1,0
closure-compiler,testSynBlock,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,1,1,0
closure-compiler,testPartialTraversalOfScope,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,9,3,0
closure-compiler,testForLoopOrder,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,1,1,0
closure-compiler,testLabelledForInLoopOrder,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,1,1,0
closure-compiler,testLocalFunctionOrder,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,1,1,0
closure-compiler,testDoWhileOrder,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,1,1,0
closure-compiler,testForOfOrder,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,1,1,0
closure-compiler,testForAwaitOfOrder,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,1,1,0
closure-compiler,testBreakInFinally1,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,28,4,0
closure-compiler,testBreakInFinally2,test/com/google/javascript/jscomp/ControlFlowAnalysisTest.java,1,1,0
closure-compiler,testConvert,test/com/google/javascript/jscomp/ConvertToDottedPropertiesTest.java,1,1,0
closure-compiler,testDoNotConvert,test/com/google/javascript/jscomp/ConvertToDottedPropertiesTest.java,1,1,0
closure-compiler,testAlreadyDotted,test/com/google/javascript/jscomp/ConvertToDottedPropertiesTest.java,1,1,0
closure-compiler,testQuotedProps,test/com/google/javascript/jscomp/ConvertToDottedPropertiesTest.java,1,1,0
closure-compiler,test5746867,test/com/google/javascript/jscomp/ConvertToDottedPropertiesTest.java,1,1,0
closure-compiler,testFunction,test/com/google/javascript/jscomp/CoverageInstrumentationPassTest.java,1,1,0
closure-compiler,testArrowFunction_block,test/com/google/javascript/jscomp/CoverageInstrumentationPassTest.java,1,1,0
closure-compiler,testArrowFunction_expression,test/com/google/javascript/jscomp/CoverageInstrumentationPassTest.java,1,1,0
closure-compiler,testIfBranch,test/com/google/javascript/jscomp/CoverageInstrumentationPassTest.java,1,1,0
closure-compiler,testIfElseBranch,test/com/google/javascript/jscomp/CoverageInstrumentationPassTest.java,1,1,0
closure-compiler,testForLoopBranch,test/com/google/javascript/jscomp/CoverageInstrumentationPassTest.java,1,1,0
closure-compiler,testDoWhileLoopBranch,test/com/google/javascript/jscomp/CoverageInstrumentationPassTest.java,1,1,0
closure-compiler,testDoWhileLoopMultiLineBranch,test/com/google/javascript/jscomp/CoverageInstrumentationPassTest.java,1,1,0
closure-compiler,testWhileLoopBranch,test/com/google/javascript/jscomp/CoverageInstrumentationPassTest.java,1,1,0
closure-compiler,testFold1,test/com/google/javascript/jscomp/CreateSyntheticBlocksTest.java,1,1,0
closure-compiler,testFoldWithMarkers1,test/com/google/javascript/jscomp/CreateSyntheticBlocksTest.java,1,1,0
closure-compiler,testFoldWithMarkers1a,test/com/google/javascript/jscomp/CreateSyntheticBlocksTest.java,1,1,0
closure-compiler,testFold2,test/com/google/javascript/jscomp/CreateSyntheticBlocksTest.java,1,1,0
closure-compiler,testFoldWithMarkers2,test/com/google/javascript/jscomp/CreateSyntheticBlocksTest.java,1,1,0
closure-compiler,testUnmatchedStartMarker,test/com/google/javascript/jscomp/CreateSyntheticBlocksTest.java,1,1,0
closure-compiler,testUnmatchedEndMarker1,test/com/google/javascript/jscomp/CreateSyntheticBlocksTest.java,1,1,0
closure-compiler,testUnmatchedEndMarker2,test/com/google/javascript/jscomp/CreateSyntheticBlocksTest.java,1,1,0
closure-compiler,testInvalid1,test/com/google/javascript/jscomp/CreateSyntheticBlocksTest.java,1,1,0
closure-compiler,testInvalid2,test/com/google/javascript/jscomp/CreateSyntheticBlocksTest.java,1,1,0
closure-compiler,testDenormalize,test/com/google/javascript/jscomp/CreateSyntheticBlocksTest.java,1,1,0
closure-compiler,testNonMarkingUse,test/com/google/javascript/jscomp/CreateSyntheticBlocksTest.java,1,1,0
