Project,TestCase,FilePath,NoBugFixes,NoCommitFixes,NoClones
optaplanner,testCalculateTimeGradient,drools-planner/drools-planner-core/src/test/java/org/drools/planner/core/score/definition/HardAndSoftScoreDefinitionTest.java,15,2,0
optaplanner,solveComp01,drools-planner/drools-planner-examples/src/test/java/org/drools/planner/examples/curriculumcourse/CurriculumCourseSmokeTest.java,1,1,0
optaplanner,moveRoom,drools-planner/drools-planner-examples/src/test/java/org/drools/planner/examples/examination/solver/ExaminationScoreRulesTest.java,5,1,0
optaplanner,testPickMoveFirstBestScoreImproving,drools-planner/drools-planner-core/src/test/java/org/drools/planner/core/localsearch/decider/forager/AcceptedForagerTest.java,9,2,0
optaplanner,testPickMoveFirstLastStepScoreImproving,drools-planner/drools-planner-core/src/test/java/org/drools/planner/core/localsearch/decider/forager/AcceptedForagerTest.java,9,2,0
optaplanner,solveComp_set1_initializedScore7925soft,drools-planner/drools-planner-examples/src/test/java/org/drools/planner/examples/examination/ExaminationPerformanceTest.java,1,1,0
optaplanner,solveDebug4QueensScore0,drools-planner/drools-planner-examples/src/test/java/org/drools/planner/examples/nqueens/NQueensPerformanceTest.java,1,1,0
optaplanner,solveDebug8QueensScore0,drools-planner/drools-planner-examples/src/test/java/org/drools/planner/examples/nqueens/NQueensPerformanceTest.java,1,1,0
optaplanner,testPickMoveRandomly,drools-planner/drools-planner-core/src/test/java/org/drools/planner/core/localsearch/decider/forager/AcceptedForagerTest.java,8,1,0
optaplanner,solveComp01_initialized,drools-planner-examples/src/test/java/org/drools/planner/examples/curriculumcourse/CurriculumCoursePerformanceTest.java,2,2,0
optaplanner,solveComp01_initializedDebug,drools-planner-examples/src/test/java/org/drools/planner/examples/curriculumcourse/CurriculumCoursePerformanceTest.java,3,3,0
optaplanner,solveComp_set1_initialized,drools-planner-examples/src/test/java/org/drools/planner/examples/examination/ExaminationPerformanceTest.java,4,3,0
optaplanner,solveComp_set1_initializedDebug,drools-planner-examples/src/test/java/org/drools/planner/examples/examination/ExaminationPerformanceTest.java,4,3,0
optaplanner,solveMedium_late01_initialized,drools-planner-examples/src/test/java/org/drools/planner/examples/nurserostering/NurseRosteringPerformanceTest.java,3,3,0
optaplanner,solveMedium_late01_initializedDebug,drools-planner-examples/src/test/java/org/drools/planner/examples/nurserostering/NurseRosteringPerformanceTest.java,4,4,0
optaplanner,solveComp01_initialized,drools-planner-examples/src/test/java/org/drools/planner/examples/pas/PatientAdmissionSchedulePerformanceTest.java,2,2,0
optaplanner,solveTestdata01_initializedDebug,drools-planner-examples/src/test/java/org/drools/planner/examples/pas/PatientAdmissionSchedulePerformanceTest.java,3,3,0
optaplanner,solveComp01_initialized,drools-planner-examples/src/test/java/org/drools/planner/examples/travelingtournament/TravelingTournamentPerformanceTest.java,3,3,0
optaplanner,solveTestdata01_initializedDebug,drools-planner-examples/src/test/java/org/drools/planner/examples/travelingtournament/TravelingTournamentPerformanceTest.java,4,4,0
optaplanner,testCalculateAcceptChance,drools-planner-core/src/test/java/org/drools/planner/core/localsearch/decider/acceptor/greatdeluge/GreatDelugeAcceptorTest.java,46,7,0
optaplanner,testShiftingPenaltyActiveAndHardWeight,drools-planner-core/src/test/java/org/drools/planner/core/localsearch/decider/deciderscorecomparator/ShiftingHardPenaltyDeciderScoreComparatorFactoryTest.java,67,8,0
optaplanner,testPickMoveMaxScoreOfAll,drools-planner-core/src/test/java/org/drools/planner/core/localsearch/decider/forager/AcceptedForagerTest.java,62,12,0
optaplanner,testPickMoveFirstBestScoreImproving,drools-planner-core/src/test/java/org/drools/planner/core/localsearch/decider/forager/AcceptedForagerTest.java,53,10,0
optaplanner,testPickMoveFirstLastStepScoreImproving,drools-planner-core/src/test/java/org/drools/planner/core/localsearch/decider/forager/AcceptedForagerTest.java,53,10,0
optaplanner,testPickMoveRandomly,drools-planner-core/src/test/java/org/drools/planner/core/localsearch/decider/forager/AcceptedForagerTest.java,53,10,0
optaplanner,moveRoom,drools-planner-examples/src/test/java/org/drools/planner/examples/examination/solver/ExaminationScoreRulesTest.java,72,7,0
optaplanner,switchEmployeeAndUndo,drools-planner-examples/src/test/java/org/drools/planner/examples/nurserostering/solver/NurseRosteringScoreRulesTest.java,72,7,0
optaplanner,testCompareTo,drools-planner-core/src/test/java/org/drools/planner/core/score/DefaultHardAndSoftScoreTest.java,3,1,0
optaplanner,testCalculateTimeGradient,drools-planner-core/src/test/java/org/drools/planner/core/score/definition/HardAndSoftScoreDefinitionTest.java,44,1,0
optaplanner,solveModel_a2_1,drools-planner-examples/src/test/java/org/drools/planner/examples/vehiclerouting/VehicleRoutingPerformanceTest.java,3,3,0
optaplanner,solveModel_a2_1Debug,drools-planner-examples/src/test/java/org/drools/planner/examples/vehiclerouting/VehicleRoutingPerformanceTest.java,4,4,0
optaplanner,noTrailing,drools-planner-core/src/test/java/org/drools/planner/core/move/generic/GenericChainedChangeMoveTest.java,35,5,0
optaplanner,oldAndNewTrailingInPlace,drools-planner-core/src/test/java/org/drools/planner/core/move/generic/GenericReverseChainedChangePartMoveTest.java,59,5,0
optaplanner,tabuSize,drools-planner-core/src/test/java/org/drools/planner/core/localsearch/decider/acceptor/tabu/PlanningEntityTabuAcceptorTest.java,96,14,0
optaplanner,tabuSizeMultipleEntitiesPerStep,drools-planner-core/src/test/java/org/drools/planner/core/localsearch/decider/acceptor/tabu/PlanningEntityTabuAcceptorTest.java,92,7,0
optaplanner,solveModel_a2_1,drools-planner-examples/src/test/java/org/drools/planner/examples/cloudbalancing/CloudBalancingPerformanceTest.java,1,1,0
optaplanner,solveModel_a2_1Debug,drools-planner-examples/src/test/java/org/drools/planner/examples/cloudbalancing/CloudBalancingPerformanceTest.java,2,2,0
optaplanner,solveModel_a2_1,drools-planner-examples/src/test/java/org/drools/planner/examples/machinereassignment/MachineReassignmentPerformanceTest.java,1,1,0
