Project,TestCase,FilePath,NoBugFixes,NoCommitFixes,NoClones
incubator-datasketches-java,checkQuickSelect0Based,src/test/java/org/apache/datasketches/QuickSelectTest.java,4,1,0
incubator-datasketches-java,checkQuickSelect1BasedExcludingZeros,src/test/java/org/apache/datasketches/QuickSelectTest.java,6,1,0
incubator-datasketches-java,checkQuickSelect1BasedExcludingZeros2,src/test/java/org/apache/datasketches/QuickSelectTest.java,5,1,0
incubator-datasketches-java,checkQuickSelect1BasedIncludingZeros,src/test/java/org/apache/datasketches/QuickSelectTest.java,6,1,0
incubator-datasketches-java,checkQuickSelectDbl0Based,src/test/java/org/apache/datasketches/QuickSelectTest.java,4,1,0
incubator-datasketches-java,checkQuickSelectDbl1BasedExcludingZeros,src/test/java/org/apache/datasketches/QuickSelectTest.java,6,1,0
incubator-datasketches-java,checkQuickSelectDbl1BasedExcludingZeros2,src/test/java/org/apache/datasketches/QuickSelectTest.java,5,1,0
incubator-datasketches-java,checkQuickSelectDbl1BasedIncludingZeros,src/test/java/org/apache/datasketches/QuickSelectTest.java,6,1,0
incubator-datasketches-java,checkSketchesExceptionWithThrowable,src/test/java/org/apache/datasketches/SketchesExceptionTest.java,2,1,0
incubator-datasketches-java,checkIsLessThanUnsigned,src/test/java/org/apache/datasketches/UtilTest.java,4,1,0
incubator-datasketches-java,checkEvenlyLgSpaced,src/test/java/org/apache/datasketches/UtilTest.java,100,5,0
incubator-datasketches-java,checkBytesToInt,src/test/java/org/apache/datasketches/UtilTest.java,3,1,0
incubator-datasketches-java,checkBytesToLong,src/test/java/org/apache/datasketches/UtilTest.java,2,1,0
incubator-datasketches-java,checkBytesToString,src/test/java/org/apache/datasketches/UtilTest.java,7,2,0
incubator-datasketches-java,checkNsecToString,src/test/java/org/apache/datasketches/UtilTest.java,3,1,0
incubator-datasketches-java,checkMsecToString,src/test/java/org/apache/datasketches/UtilTest.java,3,1,0
incubator-datasketches-java,checkPwr2LawExamples,src/test/java/org/apache/datasketches/UtilTest.java,5,2,0
incubator-datasketches-java,checkCheckIfPowerOf2,src/test/java/org/apache/datasketches/UtilTest.java,3,2,0
incubator-datasketches-java,checkSimpleIntLog2,src/test/java/org/apache/datasketches/UtilTest.java,4,2,0
incubator-datasketches-java,checkLoadMemory,src/test/java/org/apache/datasketches/cpc/CompressedStateTest.java,2,1,0
incubator-datasketches-java,checkToString,src/test/java/org/apache/datasketches/cpc/CompressedStateTest.java,1,1,0
incubator-datasketches-java,checkIsCompressed,src/test/java/org/apache/datasketches/cpc/CompressedStateTest.java,3,1,0
incubator-datasketches-java,genSparseSketch,src/test/java/org/apache/datasketches/cpc/CpcCBinariesTest.java,3,1,0
incubator-datasketches-java,checkWriteReadUnary,src/test/java/org/apache/datasketches/cpc/CpcCompressionTest.java,3,1,0
incubator-datasketches-java,checkWriteReadBytes,src/test/java/org/apache/datasketches/cpc/CpcCompressionTest.java,4,1,0
incubator-datasketches-java,checkWriteReadBytes65,src/test/java/org/apache/datasketches/cpc/CpcCompressionTest.java,5,1,0
incubator-datasketches-java,checkWriteReadPairs,src/test/java/org/apache/datasketches/cpc/CpcCompressionTest.java,10,2,0
incubator-datasketches-java,checkUpdatesEstimate,src/test/java/org/apache/datasketches/cpc/CpcSketchTest.java,4,1,0
incubator-datasketches-java,checkEstimatesWithMerge,src/test/java/org/apache/datasketches/cpc/CpcSketchTest.java,9,1,0
incubator-datasketches-java,checkCornerCaseUpdates,src/test/java/org/apache/datasketches/cpc/CpcSketchTest.java,2,1,0
incubator-datasketches-java,checkCornerHashUpdates,src/test/java/org/apache/datasketches/cpc/CpcSketchTest.java,4,1,0
