Project,TestCase,FilePath,NoBugFixes,NoCommitFixes,NoClones
closure-compiler,testDeprecatedFunctionVariable,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testNoWarningInGlobalScope,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,2,2,0
closure-compiler,testNoWarningInGlobalScopeForCall,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testNoWarningInDeprecatedFunction,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testNoWarningInDeprecatedMethod,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testWarningInNormalMethod,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testNoWarningInDeprecatedComputedMethod,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testWarningInNormalComputedMethod,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testWarningInNormalClass,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testWarningForProperty1,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testWarningForProperty2,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testWarningForDeprecatedClass,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testWarningForDeprecatedClassNoReason,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testNoWarningForDeprecatedClassInstance,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testWarningForDeprecatedSuperClass,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,3,2,0
closure-compiler,testWarningForDeprecatedSuperClass2,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,2,2,0
closure-compiler,testWarningForPrototypeProperty,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testNoWarningForNumbers,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testWarningForMethod1,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testWarningForMethod2,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testNoWarningInDeprecatedClass,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testNoWarningOnDeclaration,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testNoWarningInDeprecatedClass2,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testNoWarningInDeprecatedStaticMethod,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testWarningInStaticMethod,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testDeprecatedObjLitKey,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testWarningForSubclassMethod,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testWarningForSuperClassWithDeprecatedSubclassMethod,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testWarningForSuperclassMethod,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testWarningForSuperclassMethod2,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testWarningForBind,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testWarningForDeprecatedClassInGlobalScope,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testNoWarningForPrototypeCopying,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testNoWarningOnDeprecatedPrototype,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testPrivateAccessForNames,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,3,2,0
closure-compiler,testPrivateAccessForNames2,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,4,3,0
closure-compiler,testPrivateAccessForProperties1,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testPrivateAccessForProperties2,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testPrivateAccessForProperties3,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,3,2,0
closure-compiler,testPrivateAccessForProperties4,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testPrivateAccessForProperties5,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testPrivateAccessForProperties6,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testPrivateAccess_googModule,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testNoPrivateAccessForProperties1,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,3,2,0
closure-compiler,testNoPrivateAccessForProperties2,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,3,2,0
closure-compiler,testNoPrivateAccessForProperties3,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,3,2,0
closure-compiler,testNoPrivateAccessForProperties4,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,3,2,0
closure-compiler,testNoPrivateAccessForProperties5,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,3,2,0
closure-compiler,testNoPrivateAccessForProperties6,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testNoPrivateAccessForProperties6a,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,3,2,0
closure-compiler,testNoPrivateAccessForProperties7,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,3,2,0
closure-compiler,testNoPrivateAccessForProperties8,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,3,2,0
closure-compiler,testNoPrivateAccessForProperties9,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,3,2,0
closure-compiler,testNoPrivateAccessForProperties10,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,3,2,0
closure-compiler,testNoPrivateAccessForProperties11,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,3,2,0
closure-compiler,testNoPrivateAccessForProperties12,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,3,2,0
closure-compiler,testNoPrivateAccessForNamespaces,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,3,2,0
closure-compiler,testProtectedAccessForProperties1,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testProtectedAccessForProperties2,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testProtectedAccessForProperties3,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testProtectedAccessForProperties4,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testProtectedAccessForProperties5,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testProtectedAccessForProperties6,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,2,2,0
closure-compiler,testProtectedAccessForProperties7,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testProtectedAccessForProperties8,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testProtectedAccessForProperties9,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testProtectedAccessForProperties10,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testProtectedAccessForProperties11,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
closure-compiler,testProtectedAccessForProperties12,test/com/google/javascript/jscomp/CheckAccessControlsTest.java,1,1,0
