Project,TestCase,FilePath,NoBugFixes,NoCommitFixes,NoClones
hbc,testDefaultToCurrentApiVersion,hbc-core/src/test/java/com/twitter/hbc/EndpointTest.java,4,4,0
hbc,testCanSetApiVersion,hbc-core/src/test/java/com/twitter/hbc/EndpointTest.java,4,4,0
hbc,testStreamProcessing,hbc-core/src/test/java/com/twitter/hbc/processor/StringDelimitedProcessorTest.java,1,1,0
hbc,testEmptyReadline,hbc-core/src/test/java/com/twitter/hbc/common/CharacterStreamReaderTest.java,3,1,0
hbc,testReadMultipleHugeBuffer,hbc-core/src/test/java/com/twitter/hbc/common/CharacterStreamReaderTest.java,4,1,0
hbc,testEmptyRead,hbc-core/src/test/java/com/twitter/hbc/common/CharacterStreamReaderTest.java,3,1,0
hbc,testReadlineMultipleSmallBuffer,hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,1,1,0
hbc,testMultipleStreamReads,hbc-core/src/test/java/com/twitter/hbc/common/DelimitedStreamReaderTest.java,1,1,0
hbc,testStatusListener,hbc-twitter4j-v3/src/test/java/com/twitter/hbc/twitter4j/v3/BaseTwitter4jClientTest.java,12,2,0
hbc,testStatusDeletionListener,hbc-twitter4j-v3/src/test/java/com/twitter/hbc/twitter4j/v3/BaseTwitter4jClientTest.java,12,2,0
hbc,testLimitListener,hbc-twitter4j-v3/src/test/java/com/twitter/hbc/twitter4j/v3/BaseTwitter4jClientTest.java,11,2,0
hbc,testScrubGeoListener,hbc-twitter4j-v3/src/test/java/com/twitter/hbc/twitter4j/v3/BaseTwitter4jClientTest.java,12,2,0
hbc,testDirectMessageListener,hbc-twitter4j-v3/src/test/java/com/twitter/hbc/twitter4j/v3/BaseTwitter4jClientTest.java,12,2,0
hbc,testDirectMessageDeleteListener,hbc-twitter4j-v3/src/test/java/com/twitter/hbc/twitter4j/v3/BaseTwitter4jClientTest.java,12,2,0
hbc,testFriendsListListener,hbc-twitter4j-v3/src/test/java/com/twitter/hbc/twitter4j/v3/BaseTwitter4jClientTest.java,11,2,0
hbc,testFavoriteListener,hbc-twitter4j-v3/src/test/java/com/twitter/hbc/twitter4j/v3/BaseTwitter4jClientTest.java,18,2,0
hbc,testUnfavoriteListener,hbc-twitter4j-v3/src/test/java/com/twitter/hbc/twitter4j/v3/BaseTwitter4jClientTest.java,18,2,0
hbc,testRetweetListener,hbc-twitter4j-v3/src/test/java/com/twitter/hbc/twitter4j/v3/BaseTwitter4jClientTest.java,18,2,0
hbc,testFollowListener,hbc-twitter4j-v3/src/test/java/com/twitter/hbc/twitter4j/v3/BaseTwitter4jClientTest.java,15,2,0
