Project,TestCase,FilePath,NoBugFixes,NoCommitFixes,NoClones
error-prone,testNegativeCase,core/src/test/java/com/google/errorprone/bugpatterns/objects_equal_self_comparison/ObjectsEqualSelfComparisonTest.java,3,1,0
error-prone,testPositiveCase2,core/src/test/java/com/google/errorprone/bugpatterns/covariant_equals/CovariantEqualsTest.java,2,2,0
error-prone,testNegativeCase,core/src/test/java/com/google/errorprone/bugpatterns/dead_exception/DeadExceptionTest.java,3,1,0
error-prone,testNegativeCase,core/src/test/java/com/google/errorprone/bugpatterns/empty_if_statement/EmptyIfStatementTest.java,3,1,0
error-prone,testPositiveCase1,core/src/test/java/com/google/errorprone/bugpatterns/preconditions_checknotnull/PreconditionsCheckNotNullTest.java,2,2,0
error-prone,testPositiveCase2,core/src/test/java/com/google/errorprone/bugpatterns/preconditions_checknotnull/PreconditionsCheckNotNullTest.java,2,2,0
error-prone,testPositiveCase,core/src/test/java/com/google/errorprone/bugpatterns/collection_incompatible_type/CollectionIncompatibleTypeTest.java,1,1,0
error-prone,testPositiveCase1,core/src/test/java/com/google/errorprone/bugpatterns/covariant_equals/CovariantEqualsTest.java,1,1,0
error-prone,testPositiveCase3,core/src/test/java/com/google/errorprone/bugpatterns/covariant_equals/CovariantEqualsTest.java,1,1,0
error-prone,testPositiveCase4,core/src/test/java/com/google/errorprone/bugpatterns/covariant_equals/CovariantEqualsTest.java,1,1,0
error-prone,testPositiveCase,core/src/test/java/com/google/errorprone/bugpatterns/return_value_ignored/ReturnValueIgnoredTest.java,1,1,0
error-prone,testPositiveCase,core/src/test/java/com/google/errorprone/bugpatterns/ArrayEqualsTest.java,13,8,0
error-prone,testPositiveCase,core/src/test/java/com/google/errorprone/bugpatterns/CollectionIncompatibleTypeTest.java,13,8,0
error-prone,testPositiveCase1,core/src/test/java/com/google/errorprone/bugpatterns/CovariantEqualsTest.java,12,7,0
error-prone,testPositiveCase2,core/src/test/java/com/google/errorprone/bugpatterns/CovariantEqualsTest.java,12,7,0
error-prone,testPositiveCase3,core/src/test/java/com/google/errorprone/bugpatterns/CovariantEqualsTest.java,14,7,0
error-prone,testPositiveCase4,core/src/test/java/com/google/errorprone/bugpatterns/CovariantEqualsTest.java,18,7,0
error-prone,testPositiveCase,core/src/test/java/com/google/errorprone/bugpatterns/DeadExceptionTest.java,25,20,0
error-prone,testPositiveCase,core/src/test/java/com/google/errorprone/bugpatterns/EmptyIfStatementTest.java,13,8,0
error-prone,testPositiveCase,core/src/test/java/com/google/errorprone/bugpatterns/ObjectsEqualSelfComparisonTest.java,2,2,0
error-prone,testPositiveCase1,core/src/test/java/com/google/errorprone/bugpatterns/PreconditionsCheckNotNullTest.java,13,8,0
error-prone,testPositiveCase2,core/src/test/java/com/google/errorprone/bugpatterns/PreconditionsCheckNotNullTest.java,13,8,0
error-prone,testPositiveCase,core/src/test/java/com/google/errorprone/bugpatterns/ReturnValueIgnoredTest.java,4,4,0
error-prone,testNegativeCase,core/src/test/java/com/google/errorprone/bugpatterns/SuppressWarningsDeprecatedTest.java,11,7,0
error-prone,testNegativeCase,core/src/test/java/com/google/errorprone/bugpatterns/OrderingFromTest.java,8,5,0
error-prone,testPositiveCase2,core/src/test/java/com/google/errorprone/bugpatterns/ReturnValueIgnoredTest.java,1,1,0
error-prone,testShouldSucceedCompileSourceFileWithMultipleTopLevelClassesExtends,core/src/test/java/com/google/errorprone/ErrorReportingJavaCompilerIntegrationTest.java,1,1,0
error-prone,testShouldFailToCompileSourceFileWithError,core/src/test/java/com/google/errorprone/ErrorReportingJavaCompilerIntegrationTest.java,9,6,0
error-prone,testShouldFailCompileSourceFileWithMultipleTopLevelClassesExtends,core/src/test/java/com/google/errorprone/ErrorReportingJavaCompilerIntegrationTest.java,15,3,0
error-prone,testShouldSucceedCompileSourceFileWithMultipleTopLevelClasses,core/src/test/java/com/google/errorprone/ErrorReportingJavaCompilerIntegrationTest.java,3,3,0
error-prone,fileWithError,core/src/test/java/com/google/errorprone/ErrorReportingJavaCompilerIntegrationTest.java,15,15,0
error-prone,fileWithMultipleTopLevelClasses,core/src/test/java/com/google/errorprone/ErrorReportingJavaCompilerIntegrationTest.java,8,8,0
error-prone,fileWithMultipleTopLevelClassesExtendsWithError,core/src/test/java/com/google/errorprone/ErrorReportingJavaCompilerIntegrationTest.java,8,6,0
error-prone,fileWithMultipleTopLevelClassesExtends,core/src/test/java/com/google/errorprone/ErrorReportingJavaCompilerIntegrationTest.java,9,6,0
error-prone,testPositiveCase1,core/src/test/java/com/google/errorprone/bugpatterns/SelfEqualsTest.java,30,21,0
error-prone,testPositiveCase2,core/src/test/java/com/google/errorprone/bugpatterns/SelfEqualsTest.java,29,20,0
error-prone,testNegativeCase,core/src/test/java/com/google/errorprone/bugpatterns/SelfEqualsTest.java,30,21,0
error-prone,shouldNotMatchInstanceMethod,core/src/test/java/com/google/errorprone/matchers/StaticMethodTest.java,11,11,0
error-prone,shouldMatchStaticImport,core/src/test/java/com/google/errorprone/matchers/StaticMethodTest.java,12,6,0
error-prone,testPositiveCase,core/src/test/java/com/google/errorprone/bugpatterns/LongLiteralLowerCaseSuffixTest.java,12,7,0
