project,filePath,methodName,noBugFixes,noCommitFixes,noClones,halsteadLength,halsteadVocabulary,halsteadVolume,entropy
hibernate-search,integrationtest/backend/elasticsearch/src/test/java/org/hibernate/search/integrationtest/backend/elasticsearch/management/ElasticsearchSchemaAttributeValidationIT.java,property_termVector_missing,4,1,0,91,42,490.70088547286724,4.628390867432785
hibernate-search,integrationtest/backend/elasticsearch/src/test/java/org/hibernate/search/integrationtest/backend/elasticsearch/management/ElasticsearchSchemaAttributeValidationIT.java,property_termVector_invalid,4,1,0,134,59,788.2741686144868,4.752980400101199
hibernate-search,integrationtest/backend/elasticsearch/src/test/java/org/hibernate/search/integrationtest/backend/elasticsearch/management/ElasticsearchSchemaAttributeValidationIT.java,attribute_store_true,4,1,0,87,40,463.0077442552005,4.597792912821091
hibernate-search,integrationtest/backend/elasticsearch/src/test/java/org/hibernate/search/integrationtest/backend/elasticsearch/management/ElasticsearchSchemaAttributeValidationIT.java,attribute_store_default,4,1,0,85,39,449.25918860329114,4.5719840516929064
hibernate-search,integrationtest/backend/elasticsearch/src/test/java/org/hibernate/search/integrationtest/backend/elasticsearch/management/ElasticsearchSchemaAttributeValidationIT.java,attribute_store_invalid,4,1,0,128,56,743.3414300233734,4.708945935621566
hibernate-search,integrationtest/backend/elasticsearch/src/test/java/org/hibernate/search/integrationtest/backend/elasticsearch/management/ElasticsearchSchemaAttributeValidationIT.java,attribute_nullValue_valid,4,1,0,85,39,449.25918860329114,4.580662296182125
hibernate-search,integrationtest/backend/elasticsearch/src/test/java/org/hibernate/search/integrationtest/backend/elasticsearch/management/ElasticsearchSchemaAttributeValidationIT.java,attribute_nullValue_missing,4,1,0,124,54,713.6060502682702,4.672670264686501
hibernate-search,integrationtest/backend/elasticsearch/src/test/java/org/hibernate/search/integrationtest/backend/elasticsearch/management/ElasticsearchSchemaAttributeValidationIT.java,attribute_nullValue_invalid,4,1,0,126,55,728.4513239041072,4.69745654879799
hibernate-search,integrationtest/backend/elasticsearch/src/test/java/org/hibernate/search/integrationtest/backend/elasticsearch/management/ElasticsearchSchemaAttributeValidationIT.java,attribute_docValues_valid,4,1,0,87,40,463.0077442552005,4.597792912821091
hibernate-search,integrationtest/backend/elasticsearch/src/test/java/org/hibernate/search/integrationtest/backend/elasticsearch/management/ElasticsearchSchemaAttributeValidationIT.java,attribute_docValues_default,4,1,0,85,39,449.25918860329114,4.5719840516929064
hibernate-search,integrationtest/backend/elasticsearch/src/test/java/org/hibernate/search/integrationtest/backend/elasticsearch/management/ElasticsearchSchemaAttributeValidationIT.java,attribute_docValues_invalid,4,1,0,128,56,743.3414300233734,4.708945935621566
hibernate-search,integrationtest/backend/elasticsearch/src/test/java/org/hibernate/search/integrationtest/backend/elasticsearch/management/ElasticsearchSchemaAttributeValidationIT.java,attribute_docValues_false,4,1,0,81,37,421.96572261594497,4.546283587827732
hibernate-search,integrationtest/backend/elasticsearch/src/test/java/org/hibernate/search/integrationtest/backend/elasticsearch/management/ElasticsearchSchemaAttributeValidationIT.java,attribute_docValues_skip,4,1,0,87,40,463.0077442552005,4.597792912821091
hibernate-search,integrationtest/backend/elasticsearch/src/test/java/org/hibernate/search/integrationtest/backend/elasticsearch/management/ElasticsearchSchemaAttributeValidationIT.java,attribute_scaling_factor_valid,4,1,0,85,39,449.25918860329114,4.580662296182125
hibernate-search,integrationtest/backend/elasticsearch/src/test/java/org/hibernate/search/integrationtest/backend/elasticsearch/management/ElasticsearchSchemaAttributeValidationIT.java,attribute_scaling_factor_invalid,4,1,0,126,55,728.4513239041072,4.697456548797991
hibernate-search,integrationtest/backend/elasticsearch/src/test/java/org/hibernate/search/integrationtest/backend/elasticsearch/management/ElasticsearchSchemaAttributeValidationIT.java,attribute_normalizer_missing,4,1,0,126,55,728.4513239041072,4.69745654879799
hibernate-search,integrationtest/backend/elasticsearch/src/test/java/org/hibernate/search/integrationtest/backend/elasticsearch/management/ElasticsearchSchemaAttributeValidationIT.java,attribute_normalizer_valid,4,1,0,127,54,730.8707127747606,4.710787169357413
hibernate-search,integrationtest/backend/elasticsearch/src/test/java/org/hibernate/search/integrationtest/backend/elasticsearch/management/ElasticsearchSchemaAttributeValidationIT.java,attribute_normalizer_invalid,4,1,0,168,70,1029.7195468467544,4.8857174493984505
