mainProjectName,projectName,filePath,typeName,methodName,methodShortSignature,methodVerboseSignature,methodAnnotations,numberOfFirstLevelStatements,numberOfStatements,numberOfMethodInvocations,distinctMethodInvocations,numberOfDistinctMethodInvocations,distinctMethodInvocationsInSameClass,numberOfDistinctMethodInvocationsInSameClass,distinctTestCaseMethodInvocationsInSameClass,numberOfDistinctTestCaseMethodInvocationsInSameClass,numberOfMethodInvocationsWithExceptions,numberOfExceptionsThrown,numberOfExceptionsThrownAndCaughtExact,numberOfExceptionsThrownAndCaughtPartial,exceptionsThrownInMethodInvocations,numberOfAssertions,numberOfAssertionsWithRecursion,distinctMethodsInSameClassThatCallThisOne,numberOfdistinctMethodsInSameClassThatCallThisOne,distinctTestCasesInSameClassThatCallThisOne,numberOfdistinctTestCasesInSameClassThatCallThisOne
protostuff-core,protostuff-parser,/protostuff-parser/src/test/java/io/protostuff/parser/FieldTest.java,io.protostuff.parser.FieldTest,testBasicProtoTypes,()V,void testBasicProtoTypes(),org.junit.Test,15,15,30,java.lang.String getProtoType()|void assertEquals(Object expected; Object actual),2,,0,,0,0,0,0,0,,15,15,,0,,0
protostuff-core,protostuff-parser,/protostuff-parser/src/test/java/io/protostuff/parser/AnnotationTest.java,io.protostuff.parser.AnnotationTest,testIt,()V,void testIt(),org.junit.Test,101,101,167,Annotation getAnnotation(String name)|ArrayList<String> getDocs()|Collection<Extension> getExtensions()|EnumGroup getNestedEnumGroup(String name)|Field<?> getField(String name)|File getFile(String path)|Float valueOf(float f)|Iterator iterator()|LinkedHashMap<String;Object> getParams()|Map<String;Annotation> getAnnotationMap()|Message getMessage(String name)|Message getNestedMessage(String name)|Object next()|RpcMethod getRpcMethod(String name)|Service getService(String name)|String toString()|T getValue(String key)|Value getValue(int index)|boolean exists()|boolean isEmpty()|int size()|void assertEquals(Object expected; Object actual)|void assertNotNull(Object object)|void assertTrue(boolean condition)|void loadFrom(File file; Proto target),25,,0,,0,1,1,0,0,java.lang.Exception,67,67,,0,,0
protostuff-core,protostuff-parser,/protostuff-parser/src/test/java/io/protostuff/parser/ProtoUtilTest.java,io.protostuff.parser.ProtoUtilTest,testToCamelCase,()V,void testToCamelCase(),org.junit.Test,5,5,15,String toString()|StringBuilder toCamelCase(String name)|void assertEquals(Object expected; Object actual),3,,0,,0,0,0,0,0,,5,5,,0,,0
protostuff-core,protostuff-parser,/protostuff-parser/src/test/java/io/protostuff/parser/ProtoUtilTest.java,io.protostuff.parser.ProtoUtilTest,testToPascalCase,()V,void testToPascalCase(),org.junit.Test,5,5,15,String toString()|StringBuilder toPascalCase(String name)|void assertEquals(Object expected; Object actual),3,,0,,0,0,0,0,0,,5,5,,0,,0
protostuff-core,protostuff-parser,/protostuff-parser/src/test/java/io/protostuff/parser/ProtoUtilTest.java,io.protostuff.parser.ProtoUtilTest,testToUnderscoreCase,()V,void testToUnderscoreCase(),org.junit.Test,5,5,15,String toString()|StringBuilder toUnderscoreCase(String name)|void assertEquals(Object expected; Object actual),3,,0,,0,0,0,0,0,,5,5,,0,,0
