mainProjectName,projectName,filePath,typeName,methodName,methodShortSignature,methodVerboseSignature,methodAnnotations,numberOfFirstLevelStatements,numberOfStatements,numberOfMethodInvocations,distinctMethodInvocations,numberOfDistinctMethodInvocations,distinctMethodInvocationsInSameClass,numberOfDistinctMethodInvocationsInSameClass,distinctTestCaseMethodInvocationsInSameClass,numberOfDistinctTestCaseMethodInvocationsInSameClass,numberOfMethodInvocationsWithExceptions,numberOfExceptionsThrown,numberOfExceptionsThrownAndCaughtExact,numberOfExceptionsThrownAndCaughtPartial,exceptionsThrownInMethodInvocations,numberOfAssertions,numberOfAssertionsWithRecursion,distinctMethodsInSameClassThatCallThisOne,numberOfdistinctMethodsInSameClassThatCallThisOne,distinctTestCasesInSameClassThatCallThisOne,numberOfdistinctTestCasesInSameClassThatCallThisOne
greenmail,greenmail-docker-standalone,/greenmail-docker-standalone/src/test/java/com/icegreen/greenmail/docker/DockerServiceIT.java,com.icegreen.greenmail.docker.DockerServiceIT,testAllServices,()V,void testAllServices(),org.junit.Test,3,10,19,Folder getFolder(String name)|List asList(Object[] a)|Properties configureJavaMailSessionProperties(Properties properties; boolean debug)|ServerSetup createCopy(String bindAddress)|Session getInstance(Properties props)|Store getStore()|URLName getURLName()|int getMessageCount()|void assertEquals(String message; long expected; long actual)|void close()|void connect(String user; String password)|void open(int mode)|void sendTextEmail(String to; String from; String subject; String msg; ServerSetup setup),13,,0,,0,6,6,0,0,javax.mail.MessagingException|javax.mail.NoSuchProviderException,1,1,,0,,0
