mainProjectName,projectName,filePath,typeName,methodName,methodShortSignature,methodVerboseSignature,methodAnnotations,numberOfFirstLevelStatements,numberOfStatements,numberOfMethodInvocations,distinctMethodInvocations,numberOfDistinctMethodInvocations,distinctMethodInvocationsInSameClass,numberOfDistinctMethodInvocationsInSameClass,distinctTestCaseMethodInvocationsInSameClass,numberOfDistinctTestCaseMethodInvocationsInSameClass,numberOfMethodInvocationsWithExceptions,numberOfExceptionsThrown,numberOfExceptionsThrownAndCaughtExact,numberOfExceptionsThrownAndCaughtPartial,exceptionsThrownInMethodInvocations,numberOfAssertions,numberOfAssertionsWithRecursion,distinctMethodsInSameClassThatCallThisOne,numberOfdistinctMethodsInSameClassThatCallThisOne,distinctTestCasesInSameClassThatCallThisOne,numberOfdistinctTestCasesInSameClassThatCallThisOne
greenmail,greenmail-standalone,/greenmail-standalone/src/test/java/com/icegreen/greenmail/standalone/GreenMailStandaloneRunnerTest.java,com.icegreen.greenmail.standalone.GreenMailStandaloneRunnerTest,testDoRun,()V,void testDoRun(),org.junit.Test,12,21,23,Address[] getFrom()|Folder getFolder(String name)|GreenMail getGreenMail()|ImapServer getImap()|Message[] getMessages()|Object setProperty(String key; String value)|Session createSession()|Store getStore(String protocol)|String getSubject()|String toString()|boolean getDebug()|void assertEquals(Object expected; Object actual)|void assertTrue(boolean condition)|void close()|void close(boolean expunge)|void connect(String user; String password)|void doRun(Properties properties)|void open(int mode)|void sendTextEmail(String to; String from; String subject; String msg; ServerSetup setup),19,,0,,0,9,9,0,0,javax.mail.MessagingException|javax.mail.NoSuchProviderException,3,3,,0,,0
