mainProjectName,projectName,filePath,typeName,methodName,methodShortSignature,methodVerboseSignature,methodAnnotations,numberOfFirstLevelStatements,numberOfStatements,numberOfMethodInvocations,distinctMethodInvocations,numberOfDistinctMethodInvocations,distinctMethodInvocationsInSameClass,numberOfDistinctMethodInvocationsInSameClass,distinctTestCaseMethodInvocationsInSameClass,numberOfDistinctTestCaseMethodInvocationsInSameClass,numberOfMethodInvocationsWithExceptions,numberOfExceptionsThrown,numberOfExceptionsThrownAndCaughtExact,numberOfExceptionsThrownAndCaughtPartial,exceptionsThrownInMethodInvocations,numberOfAssertions,numberOfAssertionsWithRecursion,distinctMethodsInSameClassThatCallThisOne,numberOfdistinctMethodsInSameClassThatCallThisOne,distinctTestCasesInSameClassThatCallThisOne,numberOfdistinctTestCasesInSameClassThatCallThisOne
hibernate-search,hibernate-search-integrationtest-narayana,/hibernate-search-integrationtest-narayana/src/test/java/org/hibernate/search/test/integration/jbossjta/JBossTSIT.java,org.hibernate.search.test.integration.jbossjta.JBossTSIT,testJBossTS,()V,void testJBossTS(),org.junit.Test,18,19,26,EntityContext forEntity(Class<?> entityType)|EntityManager createEntityManager()|FullTextEntityManager getFullTextEntityManager(EntityManager em)|FullTextQuery createFullTextQuery(org.apache.lucene.search.Query luceneQuery; Class<?>[] entities)|List getResultList()|Query createQuery()|Query createQuery(String qlString)|QueryBuilder get()|QueryContextBuilder buildQueryBuilder()|SearchFactory getSearchFactory()|String getName()|TermContext keyword()|TermMatchingContext onField(String field)|TermTermination matching(Object value)|int size()|void assertEquals(long expected; long actual)|void begin()|void close()|void commit()|void persist(Object entity)|void remove(Object entity),21,,0,,0,4,16,0,0,java.lang.IllegalStateException|java.lang.SecurityException|javax.transaction.HeuristicMixedException|javax.transaction.HeuristicRollbackException|javax.transaction.NotSupportedException|javax.transaction.RollbackException|javax.transaction.SystemException,1,1,,0,,0
