mainProjectName,projectName,filePath,typeName,methodName,methodShortSignature,methodVerboseSignature,methodAnnotations,numberOfFirstLevelStatements,numberOfStatements,numberOfMethodInvocations,distinctMethodInvocations,numberOfDistinctMethodInvocations,distinctMethodInvocationsInSameClass,numberOfDistinctMethodInvocationsInSameClass,distinctTestCaseMethodInvocationsInSameClass,numberOfDistinctTestCaseMethodInvocationsInSameClass,numberOfMethodInvocationsWithExceptions,numberOfExceptionsThrown,numberOfExceptionsThrownAndCaughtExact,numberOfExceptionsThrownAndCaughtPartial,exceptionsThrownInMethodInvocations,numberOfAssertions,numberOfAssertionsWithRecursion,distinctMethodsInSameClassThatCallThisOne,numberOfdistinctMethodsInSameClassThatCallThisOne,distinctTestCasesInSameClassThatCallThisOne,numberOfdistinctTestCasesInSameClassThatCallThisOne
jbehave-core,jbehave-urls-example,/jbehave-urls-example/src/main/java/org/jbehave/examples/core/urls/CoreStoryRunner.java,org.jbehave.examples.core.urls.CoreStoryRunner,runURLLoadedStoriesAsJUnit,()V,void runURLLoadedStoriesAsJUnit(),org.junit.Test,4,4,6,Class getClass()|List asList(Object[] a)|List<String> findPaths(String searchIn; List<String> includes; List<String> excludes; String prefixWith)|String getFile()|URL codeLocationFromClass(Class<?> codeLocationClass)|void runStoriesAsPaths(List<String> storyPaths),6,,0,,0,0,0,0,0,,0,0,,0,,0
