mainProjectName,projectName,filePath,typeName,methodName,methodShortSignature,methodVerboseSignature,methodAnnotations,numberOfFirstLevelStatements,numberOfStatements,numberOfMethodInvocations,distinctMethodInvocations,numberOfDistinctMethodInvocations,distinctMethodInvocationsInSameClass,numberOfDistinctMethodInvocationsInSameClass,distinctTestCaseMethodInvocationsInSameClass,numberOfDistinctTestCaseMethodInvocationsInSameClass,numberOfMethodInvocationsWithExceptions,numberOfExceptionsThrown,numberOfExceptionsThrownAndCaughtExact,numberOfExceptionsThrownAndCaughtPartial,exceptionsThrownInMethodInvocations,numberOfAssertions,numberOfAssertionsWithRecursion,distinctMethodsInSameClassThatCallThisOne,numberOfdistinctMethodsInSameClassThatCallThisOne,distinctTestCasesInSameClassThatCallThisOne,numberOfdistinctTestCasesInSameClassThatCallThisOne
hibernate-search,hibernate-search-integrationtest-mapper-orm-envers,/hibernate-search-integrationtest-mapper-orm-envers/src/test/java/org/hibernate/search/integrationtest/mapper/orm/envers/EnversIT.java,org.hibernate.search.integrationtest.mapper.orm.envers.EnversIT,test,()V,void test(),org.junit.Test,19,39,54,BackendMock processedThenExecuted()|Builder field(String relativeFieldName; Object value)|Builder objectField(String relativeFieldName; Consumer<Builder> contributor)|DocumentWorkCallListContext add(String id; Consumer<StubDocumentNode.Builder> documentContributor)|DocumentWorkCallListContext delete(String id)|DocumentWorkCallListContext expectWorks(String indexName)|DocumentWorkCallListContext update(String id; Consumer<StubDocumentNode.Builder> documentContributor)|Object getReference(Class entityClass; Object primaryKey)|void checkEnversAuditedCorrectly(Class<?> type; int lastRevisionOverall; int expectedLastRevisionForType; int expectedEntityChangeCountAtLastRevisionOverall; int expectedAuditedObjectCountSoFar)|void checkSearchLoadedEntityIsLastVersion(String id; String expectedIndexedEntityText; String expectedContainedEntityText)|void delete(Object arg0)|void persist(Object arg0)|void setContained(ContainedEntity contained)|void setContaining(IndexedEntity containing)|void setId(Integer id)|void setText(String text)|void verifyExpectationsMet()|void withinTransaction(SessionFactory entityManagerFactory; Consumer<Session> action),18,void checkEnversAuditedCorrectly(Class<?> type; int lastRevisionOverall; int expectedLastRevisionForType; int expectedEntityChangeCountAtLastRevisionOverall; int expectedAuditedObjectCountSoFar)|void checkSearchLoadedEntityIsLastVersion(String id; String expectedIndexedEntityText; String expectedContainedEntityText),2,,0,0,0,0,0,,0,4,,0,,0
