mainProjectName,projectName,filePath,typeName,methodName,methodShortSignature,methodVerboseSignature,methodAnnotations,numberOfFirstLevelStatements,numberOfStatements,numberOfMethodInvocations,distinctMethodInvocations,numberOfDistinctMethodInvocations,distinctMethodInvocationsInSameClass,numberOfDistinctMethodInvocationsInSameClass,distinctTestCaseMethodInvocationsInSameClass,numberOfDistinctTestCaseMethodInvocationsInSameClass,numberOfMethodInvocationsWithExceptions,numberOfExceptionsThrown,numberOfExceptionsThrownAndCaughtExact,numberOfExceptionsThrownAndCaughtPartial,exceptionsThrownInMethodInvocations,numberOfAssertions,numberOfAssertionsWithRecursion,distinctMethodsInSameClassThatCallThisOne,numberOfdistinctMethodsInSameClassThatCallThisOne,distinctTestCasesInSameClassThatCallThisOne,numberOfdistinctTestCasesInSameClassThatCallThisOne
governator,governator-jersey,/governator-jersey/src/test/java/com/netflix/governator/guice/jersey/JerseyServerTest.java,com.netflix.governator.guice.jersey.JerseyServerTest,confirmResourceLoadedWithoutBinding,()V,void confirmResourceLoadedWithoutBinding(),org.junit.Test,2,1,2,InjectorBuilder fromModules(Module[] additionalModules)|LifecycleInjector createInjector(),2,,0,,0,0,0,0,0,,0,0,,0,,0
governator,governator-jersey,/governator-jersey/src/test/java/com/netflix/governator/guice/jersey/JerseyServerTest.java,com.netflix.governator.guice.jersey.JerseyServerTest,confirmFailedToCreateWithoutRootResources,()V,void confirmFailedToCreateWithoutRootResources(),org.junit.Test,1,1,2,InjectorBuilder fromModules(Module[] additionalModules)|LifecycleInjector createInjector(),2,,0,,0,0,0,0,0,,0,0,,0,,0
governator,governator-jersey,/governator-jersey/src/test/java/com/netflix/governator/guice/jersey/JerseyServerTest.java,com.netflix.governator.guice.jersey.JerseyServerTest,confirmNoResourceLoadedFromGuiceBinding,()V,void confirmNoResourceLoadedFromGuiceBinding(),org.junit.Test,1,1,2,InjectorBuilder fromModules(Module[] additionalModules)|LifecycleInjector createInjector(),2,,0,,0,0,0,0,0,,0,0,,0,,0
governator,governator-jersey,/governator-jersey/src/test/java/com/netflix/governator/guice/jersey/JerseyServerTest.java,com.netflix.governator.guice.jersey.JerseyServerTest,confirmNonJerseySingletonNotEagerOrASingleton,()V,void confirmNonJerseySingletonNotEagerOrASingleton(),org.junit.Test,1,1,2,InjectorBuilder fromModules(Module[] additionalModules)|LifecycleInjector createInjector(),2,,0,,0,0,0,0,0,,0,0,,0,,0
governator,governator-jersey,/governator-jersey/src/test/java/com/netflix/governator/guice/jersey/JerseyServerTest.java,com.netflix.governator.guice.jersey.JerseyServerTest,confirmUriInfoContextIsRequestScoped,()V,void confirmUriInfoContextIsRequestScoped(),org.junit.Test,1,1,2,InjectorBuilder fromModules(Module[] additionalModules)|LifecycleInjector createInjector(),2,,0,,0,0,0,0,0,,0,0,,0,,0
