mainProjectName,projectName,filePath,typeName,methodName,methodShortSignature,methodVerboseSignature,methodAnnotations,numberOfFirstLevelStatements,numberOfStatements,numberOfMethodInvocations,distinctMethodInvocations,numberOfDistinctMethodInvocations,distinctMethodInvocationsInSameClass,numberOfDistinctMethodInvocationsInSameClass,distinctTestCaseMethodInvocationsInSameClass,numberOfDistinctTestCaseMethodInvocationsInSameClass,numberOfMethodInvocationsWithExceptions,numberOfExceptionsThrown,numberOfExceptionsThrownAndCaughtExact,numberOfExceptionsThrownAndCaughtPartial,exceptionsThrownInMethodInvocations,numberOfAssertions,numberOfAssertionsWithRecursion,distinctMethodsInSameClassThatCallThisOne,numberOfdistinctMethodsInSameClassThatCallThisOne,distinctTestCasesInSameClassThatCallThisOne,numberOfdistinctTestCasesInSameClassThatCallThisOne
jbehave-core,jbehave-weld-example,/jbehave-weld-example/src/main/java/org/jbehave/examples/core/weld/AnnotatedEmbedderUsingWeld.java,org.jbehave.examples.core.weld.AnnotatedEmbedderUsingWeld,run,()V,void run(),java.lang.Override|org.junit.Test,1,1,3,Embedder injectedEmbedder()|List<String> storyPaths()|void runStoriesAsPaths(List<String> storyPaths),3,List<String> storyPaths(),1,,0,0,0,0,0,,0,0,,0,,0
jbehave-core,jbehave-weld-example,/jbehave-weld-example/src/main/java/org/jbehave/examples/core/weld/AnnotatedEmbedderUsingWeldAndSteps.java,org.jbehave.examples.core.weld.AnnotatedEmbedderUsingWeldAndSteps,run,()V,void run(),java.lang.Override|org.junit.Test,1,1,3,Embedder injectedEmbedder()|List<String> storyPaths()|void runStoriesAsPaths(List<String> storyPaths),3,List<String> storyPaths(),1,,0,0,0,0,0,,0,0,,0,,0
jbehave-core,jbehave-weld-example,/jbehave-weld-example/src/main/java/org/jbehave/examples/core/weld/InheritingAnnotatedEmbedderUsingSteps.java,org.jbehave.examples.core.weld.InheritingAnnotatedEmbedderUsingSteps,run,()V,void run(),java.lang.Override|org.junit.Test,1,1,3,Embedder injectedEmbedder()|List<String> storyPaths()|void runStoriesAsPaths(List<String> storyPaths),3,List<String> storyPaths(),1,,0,0,0,0,0,,0,0,,0,,0
