mainProjectName,projectName,filePath,typeName,methodName,methodShortSignature,methodVerboseSignature,methodAnnotations,numberOfFirstLevelStatements,numberOfStatements,numberOfMethodInvocations,distinctMethodInvocations,numberOfDistinctMethodInvocations,distinctMethodInvocationsInSameClass,numberOfDistinctMethodInvocationsInSameClass,distinctTestCaseMethodInvocationsInSameClass,numberOfDistinctTestCaseMethodInvocationsInSameClass,numberOfMethodInvocationsWithExceptions,numberOfExceptionsThrown,numberOfExceptionsThrownAndCaughtExact,numberOfExceptionsThrownAndCaughtPartial,exceptionsThrownInMethodInvocations,numberOfAssertions,numberOfAssertionsWithRecursion,distinctMethodsInSameClassThatCallThisOne,numberOfdistinctMethodsInSameClassThatCallThisOne,distinctTestCasesInSameClassThatCallThisOne,numberOfdistinctTestCasesInSameClassThatCallThisOne
spring-cloud-azure,cache-sample,/cache-sample/src/test/java/com/example/CacheApplicationIT.java,com.example.CacheApplicationIT,testGetSuccess,()V,void testGetSuccess(),org.junit.Test,2,2,10,ContentResultMatchers content()|MockHttpServletRequestBuilder contentType(MediaType contentType)|MockHttpServletRequestBuilder get(String urlTemplate; Object[] uriVars)|ResultActions andExpect(ResultMatcher matcher)|ResultActions perform(RequestBuilder requestBuilder)|ResultMatcher isOk()|ResultMatcher string(String expectedContent)|StatusResultMatchers status()|UUID randomUUID(),9,,0,,0,3,3,0,0,java.lang.Exception,0,0,,0,,0
