mainProjectName,projectName,filePath,typeName,methodName,methodShortSignature,methodVerboseSignature,methodAnnotations,numberOfFirstLevelStatements,numberOfStatements,numberOfMethodInvocations,distinctMethodInvocations,numberOfDistinctMethodInvocations,distinctMethodInvocationsInSameClass,numberOfDistinctMethodInvocationsInSameClass,distinctTestCaseMethodInvocationsInSameClass,numberOfDistinctTestCaseMethodInvocationsInSameClass,numberOfMethodInvocationsWithExceptions,numberOfExceptionsThrown,numberOfExceptionsThrownAndCaughtExact,numberOfExceptionsThrownAndCaughtPartial,exceptionsThrownInMethodInvocations,numberOfAssertions,numberOfAssertionsWithRecursion,distinctMethodsInSameClassThatCallThisOne,numberOfdistinctMethodsInSameClassThatCallThisOne,distinctTestCasesInSameClassThatCallThisOne,numberOfdistinctTestCasesInSameClassThatCallThisOne
spring-cloud-azure,spring-cloud-azure-eventhubs-stream-binder,/spring-cloud-azure-eventhubs-stream-binder/src/test/java/com/microsoft/azure/eventhub/stream/binder/integration/EventHubBinderRecordModeIT.java,com.microsoft.azure.eventhub.stream.binder.integration.EventHubBinderRecordModeIT,testSendAndReceiveMessage,()V,void testSendAndReceiveMessage(),org.junit.Test,1,1,2,MessageChannel output()|boolean send(Message message),2,,0,,0,0,0,0,0,,0,0,,0,,0
spring-cloud-azure,spring-cloud-azure-eventhubs-stream-binder,/spring-cloud-azure-eventhubs-stream-binder/src/test/java/com/microsoft/azure/eventhub/stream/binder/integration/EventHubBinderSyncModeIT.java,com.microsoft.azure.eventhub.stream.binder.integration.EventHubBinderSyncModeIT,testSendAndReceiveMessage,()V,void testSendAndReceiveMessage(),org.junit.Test,1,1,2,MessageChannel output()|boolean send(Message message),2,,0,,0,0,0,0,0,,0,0,,0,,0
spring-cloud-azure,spring-cloud-azure-eventhubs-stream-binder,/spring-cloud-azure-eventhubs-stream-binder/src/test/java/com/microsoft/azure/eventhub/stream/binder/integration/EventHubBinderManualModeIT.java,com.microsoft.azure.eventhub.stream.binder.integration.EventHubBinderManualModeIT,testSendAndReceiveMessage,()V,void testSendAndReceiveMessage(),org.junit.Test,1,1,2,MessageChannel output()|boolean send(Message message),2,,0,,0,0,0,0,0,,0,0,,0,,0
spring-cloud-azure,spring-cloud-azure-eventhubs-stream-binder,/spring-cloud-azure-eventhubs-stream-binder/src/test/java/com/microsoft/azure/eventhub/stream/binder/integration/EventHubBinderBatchModeIT.java,com.microsoft.azure.eventhub.stream.binder.integration.EventHubBinderBatchModeIT,testSendAndReceiveMessage,()V,void testSendAndReceiveMessage(),org.junit.Test,1,1,2,MessageChannel output()|boolean send(Message message),2,,0,,0,0,0,0,0,,0,0,,0,,0
