mainProjectName,projectName,filePath,typeName,methodName,methodShortSignature,methodVerboseSignature,methodAnnotations,numberOfFirstLevelStatements,numberOfStatements,numberOfMethodInvocations,distinctMethodInvocations,numberOfDistinctMethodInvocations,distinctMethodInvocationsInSameClass,numberOfDistinctMethodInvocationsInSameClass,distinctTestCaseMethodInvocationsInSameClass,numberOfDistinctTestCaseMethodInvocationsInSameClass,numberOfMethodInvocationsWithExceptions,numberOfExceptionsThrown,numberOfExceptionsThrownAndCaughtExact,numberOfExceptionsThrownAndCaughtPartial,exceptionsThrownInMethodInvocations,numberOfAssertions,numberOfAssertionsWithRecursion,distinctMethodsInSameClassThatCallThisOne,numberOfdistinctMethodsInSameClassThatCallThisOne,distinctTestCasesInSameClassThatCallThisOne,numberOfdistinctTestCasesInSameClassThatCallThisOne
jbehave-core,jbehave-gherkin,/jbehave-gherkin/src/test/java/org/jbehave/core/parsers/gherkin/GherkinStoryParserBehaviour.java,org.jbehave.core.parsers.gherkin.GherkinStoryParserBehaviour,shouldParseStoryWithTabularParameter,()V,void shouldParseStoryWithTabularParameter(),org.junit.Test,11,11,23,Description getDescription()|List<Scenario> getScenarios()|List<String> getSteps()|Matcher equalTo(Object operand)|Object get(int index)|Story parseStory(String storyAsText)|String asString()|String getTitle()|int size()|void assertThat(Object actual; Matcher matcher),10,,0,,0,0,0,0,0,,0,0,,0,,0
jbehave-core,jbehave-gherkin,/jbehave-gherkin/src/test/java/org/jbehave/core/parsers/gherkin/GherkinStoryParserBehaviour.java,org.jbehave.core.parsers.gherkin.GherkinStoryParserBehaviour,shouldParseStoryWithExamples,()V,void shouldParseStoryWithExamples(),org.junit.Test,14,14,34,Description getDescription()|ExamplesTable getExamplesTable()|List<Scenario> getScenarios()|List<String> getSteps()|Matcher equalTo(Object operand)|Matcher is(Object value)|Meta getMeta()|Object get(int index)|Story parseStory(String storyAsText)|String asString()|String getTitle()|boolean hasProperty(String name)|int size()|void assertThat(Object actual; Matcher matcher),14,,0,,0,0,0,0,0,,0,0,,0,,0
jbehave-core,jbehave-gherkin,/jbehave-gherkin/src/test/java/org/jbehave/core/parsers/gherkin/GherkinStoryParserBehaviour.java,org.jbehave.core.parsers.gherkin.GherkinStoryParserBehaviour,shouldParseStoryWithNarrative,()V,void shouldParseStoryWithNarrative(),org.junit.Test,7,7,15,Description getDescription()|Matcher equalTo(Object operand)|Narrative getNarrative()|Story parseStory(String storyAsText)|String asA()|String asString()|String iWantTo()|String inOrderTo()|void assertThat(Object actual; Matcher matcher),9,,0,,0,0,0,0,0,,0,0,,0,,0
jbehave-core,jbehave-gherkin,/jbehave-gherkin/src/test/java/org/jbehave/core/parsers/gherkin/GherkinStoryParserBehaviour.java,org.jbehave.core.parsers.gherkin.GherkinStoryParserBehaviour,shouldParseStoryWithAlternativeNarrative,()V,void shouldParseStoryWithAlternativeNarrative(),org.junit.Test,7,7,15,Description getDescription()|Matcher equalTo(Object operand)|Narrative getNarrative()|Story parseStory(String storyAsText)|String asA()|String asString()|String iWantTo()|String soThat()|void assertThat(Object actual; Matcher matcher),9,,0,,0,0,0,0,0,,0,0,,0,,0
jbehave-core,jbehave-gherkin,/jbehave-gherkin/src/test/java/org/jbehave/core/parsers/gherkin/GherkinStoryParserBehaviour.java,org.jbehave.core.parsers.gherkin.GherkinStoryParserBehaviour,shouldParseStoryWithBackground,()V,void shouldParseStoryWithBackground(),org.junit.Test,5,5,15,Description getDescription()|Lifecycle getLifecycle()|List<Scenario> getScenarios()|List<String> getBeforeSteps(Scope scope)|List<String> getSteps()|Matcher equalTo(Object operand)|Matcher hasItem(Object item)|Object get(int index)|Story parseStory(String storyAsText)|String asString()|int size()|void assertThat(Object actual; Matcher matcher),12,,0,,0,0,0,0,0,,0,0,,0,,0
jbehave-core,jbehave-gherkin,/jbehave-gherkin/src/test/java/org/jbehave/core/parsers/gherkin/GherkinStoryParserBehaviour.java,org.jbehave.core.parsers.gherkin.GherkinStoryParserBehaviour,shouldParseStoryWithTags,()V,void shouldParseStoryWithTags(),org.junit.Test,7,7,19,Description getDescription()|List<Scenario> getScenarios()|List<String> getSteps()|Matcher equalTo(Object operand)|Matcher is(Object value)|Meta getMeta()|Object get(int index)|Story parseStory(String storyAsText)|String asString()|boolean hasProperty(String name)|int size()|void assertThat(Object actual; Matcher matcher),12,,0,,0,0,0,0,0,,0,0,,0,,0
