mainProjectName,projectName,filePath,typeName,methodName,methodShortSignature,methodVerboseSignature,methodAnnotations,numberOfFirstLevelStatements,numberOfStatements,numberOfMethodInvocations,distinctMethodInvocations,numberOfDistinctMethodInvocations,distinctMethodInvocationsInSameClass,numberOfDistinctMethodInvocationsInSameClass,distinctTestCaseMethodInvocationsInSameClass,numberOfDistinctTestCaseMethodInvocationsInSameClass,numberOfMethodInvocationsWithExceptions,numberOfExceptionsThrown,numberOfExceptionsThrownAndCaughtExact,numberOfExceptionsThrownAndCaughtPartial,exceptionsThrownInMethodInvocations,numberOfAssertions,numberOfAssertionsWithRecursion,distinctMethodsInSameClassThatCallThisOne,numberOfdistinctMethodsInSameClassThatCallThisOne,distinctTestCasesInSameClassThatCallThisOne,numberOfdistinctTestCasesInSameClassThatCallThisOne
spring-cloud-azure,servicebus-jms-sample,/servicebus-jms-sample/src/test/java/com/example/ServiceBusJMSApplicationIT.java,com.example.ServiceBusJMSApplicationIT,testSendAndReceiveMessage,()V,void testSendAndReceiveMessage(),org.junit.Test,6,12,16,AbstractBooleanAssert assertThat(boolean actual)|AbstractBooleanAssert isTrue()|ContentResultMatchers content()|MockHttpServletRequestBuilder post(String urlTemplate; Object[] uriVars)|ResultActions andExpect(ResultMatcher matcher)|ResultActions perform(RequestBuilder requestBuilder)|ResultMatcher isOk()|ResultMatcher string(String expectedContent)|StatusResultMatchers status()|String format(String format; Object[] args)|String toString()|UUID randomUUID()|boolean contains(CharSequence s)|void sleep(long millis),14,,0,,0,4,4,0,0,java.lang.Exception|java.lang.InterruptedException,0,0,,0,,0
