project,filePath,methodName,noBugFixes,noCommitFixes,noClones,halsteadLength,halsteadVocabulary,halsteadVolume,entropy
error-prone,core/src/test/java/com/google/errorprone/ErrorProneCompilerIntegrationTest.java,fileWithError,30,14,0,86,47,477.69464124427685,4.873200535988875
error-prone,core/src/test/java/com/google/errorprone/ErrorProneCompilerIntegrationTest.java,fileWithWarning,30,14,0,105,52,598.5461704048147,4.906214025261008
error-prone,core/src/test/java/com/google/errorprone/ErrorProneCompilerIntegrationTest.java,unhandledExceptionsAreReportedWithoutBugParadeLink,30,14,0,115,58,673.6678144396708,5.004356098311317
error-prone,core/src/test/java/com/google/errorprone/ErrorProneCompilerIntegrationTest.java,fileWithMultipleTopLevelClasses,30,14,0,38,23,171.8953543301665,4.100305395695249
error-prone,core/src/test/java/com/google/errorprone/ErrorProneCompilerIntegrationTest.java,fileWithMultipleTopLevelClassesExtends,30,14,0,39,24,178.81353752812512,4.167206309261304
error-prone,core/src/test/java/com/google/errorprone/ErrorProneCompilerIntegrationTest.java,annotationProcessingWorks,30,14,0,45,27,213.9699375973561,4.231207408480775
error-prone,core/src/test/java/com/google/errorprone/ErrorProneCompilerIntegrationTest.java,reportReadyForAnalysisOnce,30,14,0,40,25,185.75424759098897,4.231687083026442
error-prone,core/src/test/java/com/google/errorprone/bugpatterns/ArrayEqualsTest.java,testJava7PositiveCase,16,9,0,16,13,59.207035490257475,3.577819531114783
error-prone,core/src/test/java/com/google/errorprone/bugpatterns/ArrayEqualsTest.java,testNegativeCase,16,9,0,16,13,59.207035490257475,3.577819531114783
error-prone,core/src/test/java/com/google/errorprone/bugpatterns/ArrayEqualsTest.java,testJava7NegativeCase,16,9,0,16,13,59.207035490257475,3.577819531114783
error-prone,core/src/test/java/com/google/errorprone/bugpatterns/ArrayHashCodeTest.java,testPositiveCase,11,6,0,16,13,59.207035490257475,3.577819531114783
