project,filePath,methodName,noBugFixes,noCommitFixes,noClones,halsteadLength,halsteadVocabulary,halsteadVolume,entropy
error-prone,core/src/test/java/com/google/errorprone/matchers/ConstructorOfClassTest.java,shouldMatchSingleConstructor,8,5,0,45,25,208.9735285398626,4.247982686306629
error-prone,core/src/test/java/com/google/errorprone/matchers/ConstructorOfClassTest.java,shouldNotMatchNoConstructors,8,5,0,44,24,201.7383500317309,4.187291426568272
error-prone,core/src/test/java/com/google/errorprone/matchers/ConstructorOfClassTest.java,shouldNotMatchNonmatchingConstructor,8,5,0,45,25,208.9735285398626,4.247982686306629
error-prone,core/src/test/java/com/google/errorprone/matchers/MethodHasParametersTest.java,shouldMatchSingleParameter,8,5,0,43,23,194.51316411045156,3.989649928869136
error-prone,core/src/test/java/com/google/errorprone/matchers/MethodHasParametersTest.java,shouldNotMatchNoParameters,8,5,0,43,24,197.15338753100974,4.036161556776113
error-prone,core/src/test/java/com/google/errorprone/matchers/MethodHasParametersTest.java,shouldNotMatchNonmatchingParameter,8,5,0,43,23,194.51316411045156,3.989649928869136
error-prone,core/src/test/java/com/google/errorprone/ErrorProneCompilerIntegrationTest.java,fileWithMultipleTopLevelClassesExtendsWithError,30,17,0,92,48,513.8165500663464,4.851777100782788
error-prone,core/src/test/java/com/google/errorprone/ErrorProneCompilerIntegrationTest.java,fileWithError,30,17,0,81,46,447.4085184406181,4.899819645459495
error-prone,core/src/test/java/com/google/errorprone/ErrorProneCompilerIntegrationTest.java,fileWithWarning,30,17,0,100,51,567.2425341971496,4.934468151048597
error-prone,core/src/test/java/com/google/errorprone/ErrorProneCompilerIntegrationTest.java,unhandledExceptionsAreReportedWithoutBugParadeLink,30,17,0,110,57,641.6179015581216,5.030368397882129
error-prone,core/src/test/java/com/google/errorprone/ErrorProneCompilerIntegrationTest.java,fileWithMultipleTopLevelClasses,30,17,0,33,22,147.1612434150308,4.122988908553403
error-prone,core/src/test/java/com/google/errorprone/ErrorProneCompilerIntegrationTest.java,fileWithMultipleTopLevelClassesExtends,30,17,0,34,23,153.80110650593844,4.19315778370426
error-prone,core/src/test/java/com/google/errorprone/ErrorProneCompilerIntegrationTest.java,annotationProcessingWorks,30,17,0,40,26,188.0175887256437,4.258694969562841
error-prone,core/src/test/java/com/google/errorprone/ErrorProneCompilerIntegrationTest.java,reportReadyForAnalysisOnce,30,17,0,35,24,160.4736875252405,4.26052953247163
error-prone,core/src/test/java/com/google/errorprone/matchers/AnnotationHasArgumentWithValueTest.java,notMatches,1,1,0,39,22,173.9178331268546,4.004013284220272
error-prone,core/src/test/java/com/google/errorprone/matchers/AnnotationHasArgumentWithValueTest.java,arrayValuedElement,1,1,0,26,20,112.37013046707143,4.026986833359286
error-prone,core/src/test/java/com/google/errorprone/bugpatterns/threadsafety/GuardedByBinderTest.java,outer_lock,18,8,0,26,22,115.94522208456974,4.253915084508907
error-prone,core/src/test/java/com/google/errorprone/bugpatterns/threadsafety/GuardedByBinderTest.java,outer_lock_simpleName,18,8,0,27,23,122.13617281353935,4.32490081792507
error-prone,core/src/test/java/com/google/errorprone/bugpatterns/threadsafety/GuardedByBinderTest.java,simpleName,18,8,0,28,23,126.65973476959637,4.321296333684861
error-prone,core/src/test/java/com/google/errorprone/bugpatterns/threadsafety/GuardedByBinderTest.java,simpleFieldName,18,8,0,28,23,126.65973476959637,4.321296333684861
error-prone,core/src/test/java/com/google/errorprone/ErrorProneCompilerIntegrationTest.java,ignoreGeneratedConstructors,30,17,0,104,55,601.2614102065646,4.985836682137261
error-prone,core/src/test/java/com/google/errorprone/ErrorProneCompilerIntegrationTest.java,ignoreGeneratedSuperInvocations,30,17,0,108,58,632.6619474737778,5.085269763789403
error-prone,core/src/test/java/com/google/errorprone/ErrorProneJavaCompilerTest.java,fileWithErrorIntegrationTest,38,10,0,86,42,463.73929835897343,4.7708970926699115
