project,filePath,methodName,noBugFixes,noCommitFixes,noClones,halsteadLength,halsteadVocabulary,halsteadVolume,entropy
optaplanner,optaplanner-examples/src/test/java/org/optaplanner/examples/common/app/SolveAllTurtleTest.java,runFastAndFullAssert,28,8,0,64,31,317.06856386476005,4.457267080954299
optaplanner,optaplanner-examples/src/test/java/org/optaplanner/examples/common/app/SolveAllTurtleTest.java,runFastAndFullAssert,28,8,0,42,19,178.41295556463058,3.9297954712258907
optaplanner,optaplanner-benchmark/src/test/java/org/optaplanner/benchmark/impl/measurement/ScoreDifferencePercentageTest.java,calculateScoreDifferencePercentage,114,7,0,519,37,2703.706296761425,4.434925480248734
optaplanner,optaplanner-benchmark/src/test/java/org/optaplanner/benchmark/impl/measurement/ScoreDifferencePercentageTest.java,add,114,7,0,118,34,600.3206152675401,4.587808076533624
optaplanner,optaplanner-benchmark/src/test/java/org/optaplanner/benchmark/impl/measurement/ScoreDifferencePercentageTest.java,multiply,4,1,0,124,34,630.8453923150422,4.529024362464896
optaplanner,optaplanner-benchmark/src/test/java/org/optaplanner/benchmark/impl/measurement/ScoreDifferencePercentageTest.java,divide,4,1,0,124,35,636.0310941011759,4.551241197159762
optaplanner,optaplanner-benchmark/src/test/java/org/optaplanner/benchmark/impl/measurement/ScoreDifferencePercentageTest.java,addWithWrongDimension,4,1,0,83,29,403.2124225955885,4.414499885948524
optaplanner,optaplanner-benchmark/src/test/java/org/optaplanner/benchmark/impl/measurement/ScoreDifferencePercentageTest.java,subtractWithWrongDimension,4,1,0,83,29,403.2124225955885,4.414499885948524
optaplanner,optaplanner-benchmark/src/test/java/org/optaplanner/benchmark/impl/measurement/ScoreDifferencePercentageTest.java,calculateScoreDifferencePercentageException,4,1,0,61,26,286.72682280660666,4.422278117382501
optaplanner,optaplanner-examples/src/test/java/org/optaplanner/examples/vehiclerouting/domain/location/segmented/RoadSegmentLocationTest.java,getDistance,25,3,0,418,38,2193.6337006194185,4.390278954346883
optaplanner,optaplanner-benchmark/src/test/java/org/optaplanner/benchmark/impl/ranking/TotalRankSolverRankingWeightFactoryTest.java,normal,50,5,0,156,41,835.7781127204211,4.664254477281056
optaplanner,optaplanner-benchmark/src/test/java/org/optaplanner/benchmark/impl/ranking/TotalRankSolverRankingWeightFactoryTest.java,equalCount,50,5,0,252,50,1422.2517598232305,4.8628303465753095
optaplanner,optaplanner-benchmark/src/test/java/org/optaplanner/benchmark/impl/ranking/TotalScoreSolverRankingComparatorTest.java,differentScoreDefinitions,57,4,0,115,28,552.8458160366245,4.183971386481193
optaplanner,optaplanner-benchmark/src/test/java/org/optaplanner/benchmark/impl/ranking/TotalScoreSolverRankingComparatorTest.java,totalIsEqual,57,4,0,102,24,467.666175073558,4.058099137534177
optaplanner,optaplanner-benchmark/src/test/java/org/optaplanner/benchmark/impl/ranking/TotalScoreSolverRankingComparatorTest.java,normal,57,4,0,102,24,467.666175073558,3.999275608122413
optaplanner,optaplanner-benchmark/src/test/java/org/optaplanner/benchmark/impl/ranking/TotalScoreSolverRankingComparatorTest.java,uninitializedSingleBenchmarks,57,4,0,216,34,1098.8919737100734,4.380190760636806
optaplanner,optaplanner-benchmark/src/test/java/org/optaplanner/benchmark/impl/ranking/WorstScoreSolverRankingComparatorTest.java,worstIsEqual,39,4,0,102,24,467.666175073558,3.999275608122413
optaplanner,optaplanner-benchmark/src/test/java/org/optaplanner/benchmark/impl/ranking/WorstScoreSolverRankingComparatorTest.java,differentScoreDefinitions,39,4,0,115,28,552.8458160366245,4.183971386481193
optaplanner,optaplanner-benchmark/src/test/java/org/optaplanner/benchmark/impl/ranking/WorstScoreSolverRankingComparatorTest.java,normal,39,4,0,102,24,467.666175073558,3.9992756081224123
optaplanner,optaplanner-benchmark/src/test/java/org/optaplanner/benchmark/impl/ranking/WorstScoreSolverRankingComparatorTest.java,uninitializedSingleBenchmarks,39,4,0,227,34,1154.854064963827,4.384898283664534
optaplanner,optaplanner-examples/src/test/java/org/optaplanner/examples/common/app/AbstractBenchmarkConfigTest.java,buildPlannerBenchmark,14,3,0,59,26,277.32594337032447,4.288759998221032
optaplanner,optaplanner-benchmark/src/test/java/org/optaplanner/benchmark/impl/ranking/TotalRankSolverRankingWeightFactoryTest.java,uninitializedSingleBenchmarks,10,2,0,267,48,1491.184987692549,4.7358366541805506
optaplanner,optaplanner-benchmark/src/test/java/org/optaplanner/benchmark/impl/result/PlannerBenchmarkResultTest.java,createMergedResult,35,9,0,513,85,3288.0175502386414,5.095163285372351
optaplanner,optaplanner-benchmark/src/test/java/org/optaplanner/benchmark/impl/ranking/TotalRankSolverRankingWeightFactoryTest.java,differentNumberOfSingleBenchmarks,10,2,0,145,38,760.9494894493198,4.595565799359853
optaplanner,optaplanner-benchmark/src/test/java/org/optaplanner/benchmark/impl/ranking/TotalRankSolverRankingWeightFactoryTest.java,differentScoreTypeOfSingleBenchmarks,10,2,0,168,40,894.0839199410769,4.608730599276405
optaplanner,optaplanner-persistence/optaplanner-persistence-jpa/src/test/java/org/optaplanner/persistence/jpa/impl/score/buildin/bendable/BendableScoreHibernateTypeTest.java,persistAndMerge,14,6,0,54,25,250.76823424783512,4.3430572992462935
optaplanner,optaplanner-persistence/optaplanner-persistence-jpa/src/test/java/org/optaplanner/persistence/jpa/impl/score/buildin/bendablebigdecimal/BendableBigDecimalScoreHibernateTypeTest.java,persistAndMerge,14,6,0,84,25,390.08391994107683,3.8086776213299753
optaplanner,optaplanner-persistence/optaplanner-persistence-jpa/src/test/java/org/optaplanner/persistence/jpa/impl/score/buildin/bendablelong/BendableLongScoreHibernateTypeTest.java,persistAndMerge,14,6,0,54,25,250.76823424783512,4.3430572992462935
optaplanner,optaplanner-persistence/optaplanner-persistence-jpa/src/test/java/org/optaplanner/persistence/jpa/impl/score/buildin/hardmediumsoft/HardMediumSoftScoreHibernateTypeTest.java,persistAndMerge,14,6,0,37,19,157.17331799741265,3.891320935002816
optaplanner,optaplanner-persistence/optaplanner-persistence-jpa/src/test/java/org/optaplanner/persistence/jpa/impl/score/buildin/hardmediumsoftlong/HardMediumSoftLongScoreHibernateTypeTest.java,persistAndMerge,14,6,0,37,19,157.17331799741265,3.8913209350028155
optaplanner,optaplanner-persistence/optaplanner-persistence-jpa/src/test/java/org/optaplanner/persistence/jpa/impl/score/buildin/hardsoft/HardSoftScoreHibernateTypeTest.java,persistAndMerge,14,6,0,33,18,137.6075250475963,3.870786363200861
optaplanner,optaplanner-persistence/optaplanner-persistence-jpa/src/test/java/org/optaplanner/persistence/jpa/impl/score/buildin/hardsoftbigdecimal/HardSoftBigDecimalScoreHibernateTypeTest.java,persistAndMerge,14,6,0,41,19,174.165028051187,3.8051436999413877
optaplanner,optaplanner-persistence/optaplanner-persistence-jpa/src/test/java/org/optaplanner/persistence/jpa/impl/score/buildin/hardsoftlong/HardSoftLongScoreHibernateTypeTest.java,persistAndMerge,14,6,0,33,18,137.6075250475963,3.870786363200861
optaplanner,optaplanner-persistence/optaplanner-persistence-jpa/src/test/java/org/optaplanner/persistence/jpa/impl/score/buildin/simple/SimpleScoreHibernateTypeTest.java,persistAndMerge,13,6,0,29,17,118.53642239625987,3.8278326164749097
optaplanner,optaplanner-persistence/optaplanner-persistence-jpa/src/test/java/org/optaplanner/persistence/jpa/impl/score/buildin/simplebigdecimal/SimpleBigDecimalScoreHibernateTypeTest.java,persistAndMerge,13,6,0,33,18,137.6075250475963,3.8348139084222828
optaplanner,optaplanner-persistence/optaplanner-persistence-jpa/src/test/java/org/optaplanner/persistence/jpa/impl/score/buildin/simplelong/SimpleLongScoreHibernateTypeTest.java,persistAndMerge,13,6,0,29,17,118.53642239625987,3.8278326164749097
optaplanner,optaplanner-benchmark/src/test/java/org/optaplanner/benchmark/impl/measurement/ScoreDifferencePercentageTest.java,subtract,4,1,0,116,33,585.1497178455805,4.585815082671918
optaplanner,optaplanner-benchmark/src/test/java/org/optaplanner/benchmark/impl/ranking/TotalRankSolverRankingWeightFactoryTest.java,disjunctEqualPlannerBenchmarks,10,2,0,158,39,835.0935505802353,4.584199300437084
optaplanner,optaplanner-benchmark/src/test/java/org/optaplanner/benchmark/impl/ranking/TotalRankSolverRankingWeightFactoryTest.java,disjunctPlannnerBenchmarks,10,2,0,158,41,846.4932167296572,4.647490439677591
optaplanner,optaplanner-benchmark/src/test/java/org/optaplanner/benchmark/impl/statistic/StatisticUtilsTest.java,largeDetermineStandardDeviationDoubles,1,1,0,127,49,713.0681502026315,5.0336699761380075
optaplanner,optaplanner-benchmark/src/test/java/org/optaplanner/benchmark/impl/statistic/StatisticUtilsTest.java,singleDetermineStandardDeviationDoubles,1,1,0,53,31,262.5724044505044,4.478131191213623
optaplanner,optaplanner-benchmark/src/test/java/org/optaplanner/benchmark/impl/statistic/StatisticUtilsTest.java,multipleDetermineStandardDeviationDoubles,1,1,0,76,36,392.91430010961574,4.600858146473407
optaplanner,optaplanner-persistence/optaplanner-persistence-xstream/src/test/java/org/optaplanner/persistence/xstream/impl/domain/solution/XStreamSolutionFileIOTest.java,readAndWrite,19,7,0,202,57,1178.2437828612779,4.873077536624279
optaplanner,optaplanner-persistence/optaplanner-persistence-jaxb/src/test/java/org/optaplanner/persistence/jaxb/impl/domain/solution/JaxbSolutionFileIOTest.java,readAndWrite,13,5,0,206,58,1206.7440849962798,4.887817704246108
optaplanner,optaplanner-benchmark/src/test/java/org/optaplanner/benchmark/impl/ranking/ResilientScoreComparatorTest.java,compareTo,25,5,0,100,26,470.0439718141093,4.055505042411179
optaplanner,optaplanner-persistence/optaplanner-persistence-jpa/src/test/java/org/optaplanner/persistence/jpa/impl/score/buildin/hardmediumsoftbigdecimal/HardMediumSoftBigDecimalScoreHibernateTypeTest.java,persistAndMerge,8,5,0,49,20,211.77447664948076,3.7631836753791394
optaplanner,optaplanner-persistence/optaplanner-persistence-xstream/src/test/java/org/optaplanner/persistence/xstream/api/score/buildin/bendable/BendableScoreXStreamConverterTest.java,serializeAndDeserialize,5,3,0,69,24,316.3624125497598,4.236429849139402
