Project,TestCase,NoBugFixes,NoCommitFixes,NoClones
jbehave-core,shouldDescribeStepToReporterBeforeExecutingParametrisedStep,2,2,0
jbehave-core,shouldFindRunnablesOnlyForNonAbstractClasses,4,1,0
jbehave-core,transformFailureFollowedByGivenStoryReport,27,4,0
jbehave-core,shouldNotRenderReportsIfSkipFlagIsSet,28,7,0
jbehave-core,shouldAllowTimeoutByPathToBeZero,10,3,0
jbehave-core,testGetCustomIgnorableSeparator,1,1,0
jbehave-core,shouldRunMultipleStoriesAsPaths,4,2,0
jbehave-core,shouldCancelStoryIfTimeoutIsSetAndStoryIsBusy,1,1,0
jbehave-core,shouldReportStepdocs,23,15,2
jbehave-core,shouldFormatInYellowForPendingOutputs,2,1,0
jbehave-core,shouldCreateExecutableStepsWhenACompositeStepIsMatched,11,1,0
jbehave-core,shouldParseTableWithDifferentHeaderAndValueSeparator,5,3,0
jbehave-core,testGetCustomTransformer,1,1,0
jbehave-core,canLoadStoryFromClasspath,3,2,0
jbehave-core,shouldRenderReportsViaGivenRenderer,28,5,0
jbehave-core,shouldReplaceAllDollarArgumentsWithCaptures,11,2,0
jbehave-core,performableRoot,0,0,2
jbehave-core,canFormatURIForJSON,5,3,0
jbehave-core,shouldNotThrowExceptionUponFailingStoriesAsRunnablesIfIgnoreFailureInStoriesFlagIsSet,41,6,0
jbehave-core,shouldAddBeforeAndAfterScenarioAnnotatedSteps,27,3,0
jbehave-core,canLoadFromRESTAsXML,4,2,0
jbehave-core,shouldProvideCandidateStepsCorrespondingToAnnotatedStepsWithMultipleAliases,17,3,0
jbehave-core,shouldRunGivenStoriesBeforeSteps,169,29,0
jbehave-core,shouldAddComposedStepsWhenACompositeIsMatched,2,1,0
jbehave-core,shouldGenerateStepdoc,8,2,0
jbehave-core,shouldMatchCandidateStepsToCreateExecutableSteps,4,4,0
jbehave-core,shouldReportEventsToTxtOutputWhenNotAllowedByFilter,11,3,0
jbehave-core,canLoadStoryFromURL,1,1,0
jbehave-core,shouldLoadStoryFromFileWithRelativeFilePath,23,10,0
jbehave-core,shouldGenerateStepdocsInPriorityOrder,12,2,0
jbehave-core,shouldParseStoryWithUnsupportedNarrativeUsingGherkin,4,1,0
jbehave-core,shouldCreateCandidateStepsFromAnnotation,16,5,0
jbehave-core,shouldProvideStepsToBePerformedAfterScenarios,8,2,0
jbehave-core,shouldCreateOnlyOneContainerForMultipleBuildInvocations,3,2,0
jbehave-core,shouldConfigureFromAnnotations,3,1,0
jbehave-core,testGetDefaultTrim,1,1,0
jbehave-core,shouldInstantiateNewStoryWithClassLoaderParameter,1,1,0
jbehave-core,shouldMatchCompositeStepsAndCreateComposedStepsUsingMatchedParameters,14,7,0
jbehave-core,shouldFormatInRedForFailedOutput,1,1,0
jbehave-core,shouldNotOverwriteParametersAlreadyExisting,12,3,0
jbehave-core,assertThatStepsCanBeCreated,18,6,1
jbehave-core,shouldHandleURLResourcesSpecifiedViaFileCodeLocation,1,1,0
jbehave-core,shouldIgnoreSuccessfulStepsWhichArePerformedInUnsuccessfulScenarioOrViceVersa,7,2,0
jbehave-core,captureMoves,0,0,2
jbehave-core,testGetCustomCommentSeparator,1,1,0
jbehave-core,testGetDefaultCommentSeparator,2,1,0
jbehave-core,transformFailedStoryReport,19,4,0
jbehave-core,shouldProvideCandidateStepsCorrespondingToAnnotatedStepsWithSingleAlias,14,3,0
jbehave-core,shouldAllowTestScopedSearchDirectory,6,6,1
jbehave-core,shouldThrowExceptionUponFailingStoriesAsRunnablesIfIgnoreFailureInStoriesFlagIsNotSet,37,6,0
jbehave-core,shouldProvideCandidateStepsCorrespondingToAnnotatedStepsInPojo,18,5,0
jbehave-core,shouldLoadFromGoogleDocs,9,1,0
jbehave-core,shouldConvertCommaSeparatedValuesToListsOfNumbers,14,2,0
jbehave-core,transformFailedGivenStoryReport,27,4,0
jbehave-core,shouldAllowOverrideOfDefaultOuputDirectory,2,1,0
jbehave-core,testGetCustomHeaderSeparator,1,1,0
jbehave-core,shouldBreakTheBuildAndTellUsToCheckTheOutput,1,1,0
jbehave-core,shouldUseDefaultsRow,27,2,0
jbehave-core,shouldReportPerformingStep,2,2,0
jbehave-core,testGetCustomTrim,1,1,0
jbehave-core,shouldBuildWithCustomOuputDirectory,11,4,0
jbehave-core,shouldNotRenderReportsWhenRunningStoriesAsRunnablesIfRenderReportsAfterStoriesFlagIsNotSet,40,7,0
jbehave-core,shouldCreateNewEmbedderWithExecutors,0,0,1
jbehave-core,shouldReportStepEventsToMonitor,15,2,0
jbehave-core,shouldNotRenderReportsWhenRunningStoriesAsPathsIfRenderReportsAfterStoriesFlagIsNotSet,27,8,0
jbehave-core,shouldRunStoriesAsRunnablesInBatchIfBatchFlagIsSet,40,6,0
jbehave-core,shouldCreateAndWriteToFilePrintStreamForStoryClass,15,7,0
jbehave-core,shouldAllowSpecificationOfStoryFinderClass,6,5,1
jbehave-core,shouldUseDateConversionPattern,1,1,0
jbehave-core,transformFilterStoryReport,29,5,0
jbehave-core,shouldRunStoriesAsEmbeddables,91,25,3
jbehave-core,shouldBuildEmbedderFromNamespaceSchema,2,1,0
jbehave-core,shouldHaveTerseSignatures,4,1,0
jbehave-core,shouldOutputAllWhenConfiguredToDoSo,6,4,0
jbehave-core,shouldBuildEmptyStepsListIfAnnotationOrAnnotatedValuesNotPresent,35,7,0
jbehave-core,shouldResolveOutputNameFromStoryLocationWithNameResolver,1,1,0
jbehave-core,canLoadFromRESTAsJSON,6,2,0
jbehave-core,shouldProvideARealStepUsingTheMatchedString,5,5,0
jbehave-core,canImportToFilesystem,30,9,0
jbehave-core,shouldAllowKeywordsInADifferentLocale,1,1,0
jbehave-core,shouldFailIfKeywordIsNotFound,5,5,0
jbehave-core,shouldProvideStepsToBePerformedBeforeStory,18,3,0
jbehave-core,shouldAddComposedStepsWhenACompositeStepIsMatched,24,3,0
jbehave-core,shouldAllowMultipleExclusions,1,1,0
jbehave-core,shouldProvideStepsToBePerformedBeforeAndAfterStory,2,1,0
jbehave-core,shouldHandleObjectAlreadyStoredFailure,5,1,0
jbehave-core,shouldOutputStoryToHtml,18,2,0
jbehave-core,shouldExtractStoryWithMultilineScenarioTitle,1,1,0
jbehave-core,shouldRunStoriesAsRunnables,45,7,0
jbehave-core,shouldCreateParametrisedStepWithProvidedParametersValues,3,1,0
jbehave-core,shouldGenerateStepdocs,21,2,0
jbehave-core,shouldFailRenderingOutputWithInexistentTemplates,8,2,0
jbehave-core,shouldConvertValuesToNumbersWithLocalizedNumberFormat,26,4,0
jbehave-core,shouldRunStoriesWithAnnotatedEmbedderRunner,31,18,2
jbehave-core,shouldMatchStepWithPatternsOfCustomPrefix,1,1,0
jbehave-core,testsuiteNameTitle,4,2,0
jbehave-core,canInstantiateNewStoryWithDefaultConstructor,1,1,0
jbehave-core,shouldThrowExceptionUponFailingStoriesAsPathsIfIgnoreFailureInStoriesFlagIsNotSet,117,23,0
jbehave-core,canLoadFromRedmineAsXML,1,1,0
jbehave-core,shouldReportThrowablesWhenToldToDoSo,7,2,0
jbehave-core,shouldSwallowOutputFromPassingScenariossByDefault,2,2,0
jbehave-core,shouldRunASingleStoryAsClass,20,4,0
jbehave-core,shouldDefaultToEnglishIfKeywordIsNotFound,1,1,0
jbehave-core,shouldAllowKeywordsToBeOverriddenInStoryConfiguration,2,1,0
jbehave-core,canListFromRedmineAsXML,2,1,0
jbehave-core,shouldResolveCamelCasedClassNameToUnderscoredName,3,2,0
jbehave-core,shouldBuildAndOverrideDefaultReporterForAGivenFormat,20,6,0
jbehave-core,shouldMatchAndStepsOnlyWithPreviousStep,6,3,0
jbehave-core,shouldConvertEnumListParameter,3,1,0
jbehave-core,shouldMatchAStepWithoutArguments,3,3,0
jbehave-core,shouldParseTableWithDifferentCustomHeaderAndValueSeparator,6,4,0
jbehave-core,recursiveCompositeStepsShouldWorkWithSomeMissingParameters,1,1,0
jbehave-core,shouldScanFileFromPath,7,2,0
jbehave-core,shouldMapStoriesAsPaths,41,21,2
jbehave-core,shouldProvideStepsToBePerformedAfterScenarioUponOutcome,7,1,0
jbehave-core,shouldSupportOutputToSystemOut,4,1,0
jbehave-core,shouldCreateConfigurationFromAnnotation,11,2,0
jbehave-core,shouldConvertEmptyStringToEmptyListOfStrings,11,1,0
jbehave-core,shouldParseStoryWithMeta,22,3,0
jbehave-core,shouldAllowKeywordsInADifferentLocales,1,1,0
jbehave-core,shouldConvertStringParameterValuesToUseSystemNewline,6,5,0
jbehave-core,shouldFormatInMagentaForNotPerformedOutputs,1,1,0
jbehave-core,shouldAddBeforeAndAfterStoryAnnotatedSteps,27,3,0
jbehave-core,shouldConvertArgsToListOfNumbers,35,5,0
jbehave-core,shouldCodeInCyanScenarioTitle,1,1,0
jbehave-core,shouldDescribeItselfToAReporter,34,6,0
jbehave-core,shouldReturnBeforeAndAfterStoryAnnotatedSteps,20,6,0
jbehave-core,shouldFailGeneratingViewWithInexistentTemplates,18,6,0
jbehave-core,transformStoryWithExamplesReport,39,6,2
jbehave-core,shouldHandleURLs,9,4,0
jbehave-core,shouldResetStateForEachSetOfSteps,102,23,0
jbehave-core,shouldMatchCompositeStepsWhenStepParameterIsProvided,2,1,0
jbehave-core,testGetDefaultMetaByRow,1,1,0
jbehave-core,shouldParseTableWithCommentLines,4,3,0
jbehave-core,shouldConvertArgsToListOfStrings,12,5,0
jbehave-core,shouldNotAllowTimeoutByPathToBeInvalidFormat2,6,2,0
jbehave-core,shouldNotAllowTimeoutByPathToBeInvalidFormat1,3,2,0
jbehave-core,shouldParseStoryWithStepsContainingKeywordsAsPartOfTheContent,5,1,0
jbehave-core,shouldReportNoMatchingStepsFoundWhenNoStepsProvided,6,2,0
jbehave-core,shouldHaveFinerGrainedComparablesThanJustPriority,2,1,0
jbehave-core,shouldPrioritiseAnnotatedSteps,19,6,0
jbehave-core,testGetDefaultHeaderSeparator,2,1,0
jbehave-core,assertThatBeforeAndAfterScenarioAnnotatedStepsCanBeCollectedForGivenType,0,0,1
jbehave-core,shouldConvertCommaSeparatedValuesToListOfNumbers,4,1,0
jbehave-core,shouldParseStoryWithStepsContainingKeywordsNotAtStartOfLine,4,2,0
jbehave-core,shouldEvaluateRegexUsingGroovy,6,1,0
jbehave-core,shouldProduceJsonOutputsOfStoriesAndSteps,127,7,0
jbehave-core,shouldGenerateStoriesView,43,24,2
jbehave-core,shouldMatchAStepWithArguments,6,3,0
jbehave-core,shouldAllowOverrideOfDefaultConfiguration,48,13,1
jbehave-core,testGetDefaultValueSeparator,2,1,0
jbehave-core,shouldBuildDefaultConfigurationIfAnnotationOrAnnotatedValuesNotPresent,28,7,0
jbehave-core,shouldSupportUTF8,4,1,0
jbehave-core,shouldRunStoriesAsClasses,43,7,0
jbehave-core,shouldMatchCompositeStepsAndCreateComposedStepsUsingNamedParameters,11,5,0
jbehave-core,shouldConvertEnumParameter,2,1,0
jbehave-core,shouldMultiThreadConvertValuesToNumbersWithEnglishNumberFormat,8,1,0
jbehave-core,shouldCreateURLFromPath,6,2,0
jbehave-core,shouldIgnoreParametersIfNotClassLoaders,1,1,0
jbehave-core,shouldProvideStepsToBePerformedBeforeScenarios,9,3,0
jbehave-core,testGetCustomValueSeparator,1,1,0
jbehave-core,shouldEscapeExistingPunctuationUsedInRegexps,16,2,0
jbehave-core,shouldEvaluateNonPresenceOfTagUsingGroovy,3,1,0
jbehave-core,shouldIgnoreNullClasspathElements,6,3,0
jbehave-core,transformStoryReportWithNoTitle,11,3,0
jbehave-core,shouldScanFileFromURL,7,2,0
jbehave-core,testResolveName,1,1,0
jbehave-core,shouldReportEventsToHtmlOutputWhenNotAllowedByFilter,16,3,0
jbehave-core,shouldProvideStepsToBePerformedBeforeAndAfterScenarios,2,1,0
jbehave-core,shouldSwallowOutputFromPassingScenarios,39,2,0
jbehave-core,shouldRethrowErrrors,4,3,0
jbehave-core,shouldParseStoryWithAlternativeNarrative,5,3,1
jbehave-core,shouldProvideStepsToBePerformedAfterStory,19,3,0
jbehave-core,shouldReportEventsToFilePrintStreamsAndRenderAggregatedIndex,9,3,0
jbehave-core,shouldBuildCandidateStepsFromAnnotationsUsingCDI,2,1,0
jbehave-core,shouldCreatePendingAndIgnorableAsStepResults,12,6,0
jbehave-core,canLoadStoryContent,3,3,0
jbehave-core,shouldThrowExceptionIfRenderingFails,25,6,0
jbehave-core,shouldProduceXmlReport,19,3,0
jbehave-core,canHandleClasspathResources,3,1,0
jbehave-core,testGetDefaultTransformer,1,1,0
jbehave-core,shouldCreateNewEmbedderWithSystemProperties,5,5,1
jbehave-core,shouldAllowOverrideOfDefaultFileDirectory,1,1,0
jbehave-core,runAsJUnit,8,3,0
jbehave-core,shouldHandleURLResourcesSpecifiedViaClassCodeLocation,13,3,0
jbehave-core,testGetAllProperties,1,1,0
jbehave-core,shouldProvideAStepWithADescriptionThatMatchesTheCandidateStep,10,5,0
jbehave-core,shouldFindPathsFromURL,1,1,0
jbehave-core,shouldParseStoryWithLifecycleAndScope,4,1,0
jbehave-core,shouldCreateParametrisedStepWithReplacedValues,7,2,0
jbehave-core,shouldListPaths,4,2,0
jbehave-core,runStories,0,0,2
jbehave-core,shouldFormatInBlueForIgnorableOutput,1,1,0
jbehave-core,transformGivenStoryReport,23,4,0
jbehave-core,shouldMatchMultilineStrings,4,3,0
jbehave-core,shouldReportEventsToXmlOutput,328,33,0
jbehave-core,shouldParseTableWithoutBoundarySeparators,3,1,0
jbehave-core,shouldParseIncludesAndExcludes,5,2,0
jbehave-core,shouldReportEventsToXmlOutputWhenNotAllowedByFilter,15,3,0
jbehave-core,testGetRowSeparator,1,1,0
jbehave-core,shouldThrowExceptionUponFailingStoriesAsRunnablesInBatchIfIgnoreFailureInStoriesFlagIsNotSet,35,6,0
jbehave-core,shouldReportAnyThrowablesThenHandleAfterStoryIsFinished,67,17,0
jbehave-core,shouldNotRunStoriesAsRunnablesIfSkipFlagIsSet,43,7,0
jbehave-core,shouldParseStoryAndSaveRawSteps,12,1,0
jbehave-core,concurrentModificationToParameterConvertersThrowsException,1,1,0
jbehave-core,shouldProduceXmlOutputsOfStoriesAndSteps,134,7,0
jbehave-core,shouldAllowSingleExclusion,1,1,0
jbehave-core,shouldMatchCompositeStepsAndCreateComposedStepsUsingParanamerNamedParameters,5,3,0
jbehave-core,shouldConvertCommaSeparatedValuesToListsOfNumbersWithCustomFormat,10,3,0
jbehave-core,transformFilterScenarioReport,29,5,0
jbehave-core,shouldAllowSpecificationOfInjectableEmbedderClass,4,4,1
jbehave-core,shouldConvertMultilineTableParameter,17,3,0
jbehave-core,shouldMatchUpStepsAndScenarioDefinitionToCreateExecutableSteps,10,5,0
jbehave-core,shouldBoldifyParamsThatAreDemarcatedWithStartEndValues,6,4,0
jbehave-core,shouldOutputStoryToXml,24,2,0
jbehave-core,shouldBuildCandidateStepsFromAnnotations,17,5,0
jbehave-core,shouldeturnEmptyListForInexistentBasedir,1,1,0
jbehave-core,shouldReportEventsToTxtOutputWithCustomPatterns,22,4,0
jbehave-core,shouldProvideGivenWhenThenKeywordsByDefault,2,2,0
jbehave-core,shouldNotPerformStepsAfterStepsWhichShouldNotContinue,53,16,0
jbehave-core,shouldBuildCandidateStepsFromAnnotationsUsingStepsAndCDISteps,2,1,0
jbehave-core,foo,10,1,0
jbehave-core,shouldEvaluateAdditiveBooleanExpressionsUsingGroovy,9,2,0
jbehave-core,run,210,33,0
jbehave-core,testGetDefaultIgnorableSeparator,2,1,0
jbehave-core,shouldFindPathsAndTransformThemToClassNames,3,2,0
jbehave-core,shouldCreateNewEmbedderWithGivenControls,33,7,0
jbehave-core,shouldEvaluatePresenceOfTagUsingGroovy,3,1,0
jbehave-core,canFormatURIForXML,2,2,0
jbehave-core,shouldThrowExceptionUponFailingStoriesAsPathsInBatchIfIgnoreFailureInStoriesFlagIsNotSet,134,23,0
jbehave-core,shouldReportNoMatchingStepsFoundWithStepProvided,6,2,0
jbehave-core,shouldReportFailuresInBeforeAndAfterMethods,20,6,0
jbehave-core,canDefineStoryWithURLLoading,11,6,0
jbehave-core,formatTime,5,1,0
jbehave-core,shouldEvaluateInEqualBooleanExpressionsUsingGroovy,4,2,0
jbehave-core,knownExceptionShouldBeSurpressedKnownExceptionDerivative,3,1,0
jbehave-core,canHandleURLs,3,1,0
jbehave-core,shouldFindPathsFromJar,1,1,0
jbehave-core,shouldBuildOnlyCDIStepsListIfAnnotationOrAnnotatedValuesNotPresent,1,1,0
jbehave-core,shouldHandleFailureInBeforeOrAfterStep,11,4,0
jbehave-core,shouldAllowOverridingOfObjectsCreated,513,20,0
jbehave-core,shouldHandleClasspathResources,17,6,0
jbehave-core,assertThatStepsWithMissingDependenciesCannotBeCreated,16,6,1
jbehave-core,shouldNotThrowExceptionUponFailingStoriesAsEmbeddablesIfIgnoreFailureInStoriesFlagIsSet,53,7,0
jbehave-core,shouldDescribeItselfWithParameterValuesWhenAvailable,20,4,0
jbehave-core,shouldNotRenderReportsWhenRunningStoriesAsEmbeddablesIfRenderReportsAfterStoriesFlagIsNotSet,9,2,0
jbehave-core,assertThatStepsWithStepsWithDependencyCanBeCreated,32,9,1
jbehave-core,shouldInheritValuesIfInheritFlagNotPresent,4,1,0
jbehave-core,shouldEscapeExistingRegexPunctuationUsedInPatterns,6,3,0
jbehave-core,shouldBuildConfigurationFromAnnotations,33,13,4
jbehave-core,transformSuccessfulStoryReport,18,4,0
jbehave-core,shouldAllowKeywordsToBeOverriddenInStepsConfiguration,2,1,0
jbehave-core,shouldNotPerformStepsAfterFailedOrPendingSteps2,6,3,0
jbehave-core,shouldParseTableIgnoringDataBeforeLeftBoundarySeparator,9,1,0
jbehave-core,shouldRunASingleStoryViaClass,10,5,0
jbehave-core,shouldFindPaths,14,6,0
jbehave-core,shouldAllowI18nOfSteps,20,6,0
jbehave-core,shouldRunFailingStoriesAsRunnablesInBatchIfBatchFlagIsSet,38,6,0
jbehave-core,testGetCustomMetaByRow,1,1,0
jbehave-core,shouldPrependBeforeScenarioAndAppendAfterScenarioAnnotatedSteps,17,8,0
jbehave-core,shouldMatchCompositeStepsAndCreateComposedSteps,4,1,0
jbehave-core,shouldRunStoriesAsPaths,159,38,3
jbehave-core,canLoadFromRedmineAsJSON,1,1,0
jbehave-core,shouldReportEventsToHtmlOutput,414,31,0
jbehave-core,shouldMarkAsPendingAnyStepsWhichAreNotAvailable,4,4,0
jbehave-core,shouldConvertValuesToNumbers,38,3,0
Git-Credential-Manager-for-Mac-and-Linux,accessTokenResponse_RFC6749,1,1,0
Git-Credential-Manager-for-Mac-and-Linux,serialize_typical,1,1,0
Git-Credential-Manager-for-Mac-and-Linux,xmlSerialization_roundTrip,1,1,0
Git-Credential-Manager-for-Mac-and-Linux,trimEnd_edgeCases,2,1,0
Git-Credential-Manager-for-Mac-and-Linux,tokenCacheUrlWithParams,1,1,0
Git-Credential-Manager-for-Mac-and-Linux,deserializeParameters_firstHasNameOnly,3,1,0
Git-Credential-Manager-for-Mac-and-Linux,serialize_almostAllOnes,1,1,0
Git-Credential-Manager-for-Mac-and-Linux,tokenCacheUrl,1,1,0
Git-Credential-Manager-for-Mac-and-Linux,checkOsRequirements_invalidOs,7,1,0
Git-Credential-Manager-for-Mac-and-Linux,deserializeParameters_firstHasNameValue,10,1,0
Git-Credential-Manager-for-Mac-and-Linux,tokenStoreUnc,6,6,0
Git-Credential-Manager-for-Mac-and-Linux,deserializeParameters_null,1,1,0
Git-Credential-Manager-for-Mac-and-Linux,deserializeParameters_empty,1,1,0
Git-Credential-Manager-for-Mac-and-Linux,tokenStoreUrlWithParams,7,7,0
Git-Credential-Manager-for-Mac-and-Linux,tokenStoreUrl,7,7,0
Git-Credential-Manager-for-Mac-and-Linux,validate_tooLong,1,1,0
Git-Credential-Manager-for-Mac-and-Linux,testApp,2,2,0
Git-Credential-Manager-for-Mac-and-Linux,serialize_almostAllZeroes,1,1,0
docx4j,testExtraParagraph,11,2,1
docx4j,testIssue344Anchor,0,0,2
docx4j,testExtensions,0,0,1
docx4j,testDiff,4,2,0
docx4j,createNumberedP,0,0,2
docx4j,testImageScaled,11,2,1
docx4j,testComment2,11,2,1
docx4j,createRunFontSelector,0,0,6
docx4j,testTblStyle_BasedOn_Normal12,0,0,5
docx4j,testTblHeaderTwo,7,1,1
docx4j,testTblIndentOnCentredTable,6,3,1
docx4j,testTblStyle_BasedOnNormal,0,0,6
docx4j,testTblStyle_BasedOn_Normal11,0,0,1
docx4j,createUnnumberedP,0,0,2
docx4j,testSimpleDocx,11,4,0
docx4j,testFont,24,6,6
docx4j,testRepeatedVerticalCellMerging,2,1,0
docx4j,testHyperlink,14,2,1
docx4j,test,1,1,0
docx4j,testIssue344Inline,0,0,2
docx4j,testDifferent,4,1,0
docx4j,testHeaderAdded,13,3,1
docx4j,testHeaderImageAdded,15,4,0
docx4j,testImagesOrderSwapped,13,3,1
docx4j,testTrailingRepeatedVerticalCellMerging,1,1,0
docx4j,createSettings,0,0,2
docx4j,testTblHeaderOne,7,1,1
docx4j,testTblIndentInheritance,0,0,1
docx4j,testDiffDocx,38,5,0
docx4j,testPatcherAdditions,12,1,0
docx4j,testTblStyle_AllSilent,0,0,5
docx4j,testVerticalCellMerging,32,1,0
docx4j,testComment,13,3,1
docx4j,testPatcherModsAndDeletions,12,1,0
docx4j,testImagesDifferentPng,12,3,1
docx4j,testHeaderAddedSection2,11,2,0
docx4j,testImagesRelId,13,3,1
closure-compiler,testAssignmentToGetElem,2,1,0
closure-compiler,testInit,1,1,0
closure-compiler,testReturnType,3,3,0
closure-compiler,testInstrument,1,1,0
closure-compiler,testCtorWithThrowsJsDoc,1,1,0
closure-compiler,testSortRequiresAndForwardDeclares,13,1,0
closure-compiler,testCast2,2,1,0
closure-compiler,testVarRenaming,2,2,0
closure-compiler,testReferenceInDestructuringParam,2,2,0
closure-compiler,testConst,10,6,0
closure-compiler,testFoldUselessWhile,11,2,0
closure-compiler,testVarInBlock,4,4,1
closure-compiler,testHasOwnProperty,23,4,1
closure-compiler,testAssertObject,9,2,0
closure-compiler,testClasses,9,6,0
closure-compiler,testDefineSet,1,1,0
closure-compiler,testNoMovePrototypeMethodRedeclaration3,2,2,0
closure-compiler,testOrOperators4,7,3,0
closure-compiler,testCapture,2,2,0
closure-compiler,testJSCompiler_renameProperty,2,2,0
closure-compiler,testGlobalAliasWithProperties5,1,1,0
closure-compiler,testGlobalAliasWithProperties2,2,2,0
closure-compiler,testGlobalAliasWithProperties1,2,2,0
closure-compiler,testNoRewriteUseBeforeDefinition,1,1,0
closure-compiler,getOptions,0,0,5
closure-compiler,testAndOr,1,1,0
closure-compiler,testArrayDestructuringAssign,7,3,0
closure-compiler,testObjLitDeclarationWithGet3,2,2,0
closure-compiler,testObjLitDeclarationWithGet2,2,2,0
closure-compiler,testObjLitDeclarationWithGet1,2,2,0
closure-compiler,testFunctionInForLoop,2,2,0
closure-compiler,testMotionPreservesOriginalSourceName,1,1,0
closure-compiler,testObjectLiteralShorthand,2,2,0
closure-compiler,testObjDestructuringConst3,1,1,0
closure-compiler,testObjDestructuringConst2,2,2,0
closure-compiler,testNoOptimize_methodNameMismatch,1,1,0
closure-compiler,testExportTestFunctionsOn,1,1,0
closure-compiler,testForAwaitOf,2,2,0
closure-compiler,testEs6Syntax,1,1,0
closure-compiler,testProvideInESModule,2,2,0
closure-compiler,testAddPropertyToChildTypeOfUncollapsibleObjectInLocalScope,2,2,0
closure-compiler,testGlobals,1,1,0
closure-compiler,testAssignmentToPropertyOfCallReturnValue,2,1,0
closure-compiler,createCompilerOptions,0,0,3
closure-compiler,testIsEquivalentTo,15,5,0
closure-compiler,testNoWarningForPrototypeCopying,2,1,0
closure-compiler,testPrivatePropertyByConvention2,2,1,0
closure-compiler,testAssignmentToProperty,2,1,0
closure-compiler,findTypeOnMatchedNode,0,0,1
closure-compiler,testConstructorProperty1,2,2,0
closure-compiler,testRestObjectPatternParameters,3,3,0
closure-compiler,testRemoveVarAssignment,1,1,0
closure-compiler,testAddPropertyToChildFuncOfUncollapsibleObjectInLocalScope,2,2,0
closure-compiler,testInlineStringConcat,2,2,0
closure-compiler,testVarShadowsFunctionName,2,2,1
closure-compiler,testAssignmentOp,2,2,0
closure-compiler,testConstantProperty2b,6,3,0
closure-compiler,testConstantProperty2a,2,1,0
closure-compiler,testObjLitDeclarationWithGetAndSet1,2,2,0
closure-compiler,testContains,18,3,0
closure-compiler,testGoogModule_forwardDeclares,1,1,0
closure-compiler,testRewrite_definedUsingStringKey_inPrototypeLiteral_with_callUsingGetProp,11,2,0
closure-compiler,testMessageAliasedToObject_mismatchedName,1,1,0
closure-compiler,testNoRewriteTagged1,2,2,0
closure-compiler,testSimple,19,12,0
closure-compiler,testSetter,4,3,1
closure-compiler,testEscapeDollarInTemplateLiteralEs5Output,2,2,0
closure-compiler,testExportDontEmitPrototypePathPrefix,6,2,0
closure-compiler,testExitNoReturn,1,1,0
closure-compiler,testNew,3,2,0
closure-compiler,testHook2,2,2,0
closure-compiler,testHook1,2,2,0
closure-compiler,testPrivateAccessForProperties2,2,1,0
closure-compiler,testPrivateAccessForProperties3,2,1,0
closure-compiler,testPrivateAccessForProperties1,2,1,0
closure-compiler,testPrivateAccessForProperties6,2,1,0
closure-compiler,testPrivateAccessForProperties4,2,1,0
closure-compiler,testPrivateAccessForProperties5,2,1,0
closure-compiler,testOrOperator2,7,3,0
closure-compiler,testOrOperator3,7,3,0
closure-compiler,testCheckGlobalThisOff,2,2,0
closure-compiler,testOrOperator1,7,3,0
closure-compiler,testAsyncArrowWithIncorrectBlocklessReturn,5,3,0
closure-compiler,testQualifiedClass,1,1,0
closure-compiler,testDefineFunction,1,1,0
closure-compiler,testForwardDeclareEs6ModuleDeclareNamespace,4,2,0
closure-compiler,testClassExpressionInAssignment,2,2,0
closure-compiler,testAnd,20,3,1
closure-compiler,testSingletonGetter1,2,2,0
closure-compiler,testMoveMethodsInRightOrder,4,2,0
closure-compiler,testArrayDestructuring_getsCorrectTypes_acrossTwoFiles,4,1,0
closure-compiler,testSortRequiresInGoogModule_withOtherStatements,25,3,0
closure-compiler,testAssertInstanceof4,1,1,0
closure-compiler,testObjectDestructuring,8,6,1
closure-compiler,testReturn2,2,1,0
closure-compiler,testInputMultipleConflictingZips,1,1,0
closure-compiler,testValue,2,2,0
closure-compiler,testLocalAliasWithLet1,2,2,0
closure-compiler,testNoWarning,4,4,0
closure-compiler,testContinue,2,2,0
closure-compiler,testAsyncFunction,3,3,0
closure-compiler,testFunctionBind,2,2,0
closure-compiler,testConstantProperty4b,6,3,0
closure-compiler,testHoistedFunction2,3,3,0
closure-compiler,testParseDisposes2,1,1,0
closure-compiler,testParseDisposes1,1,1,0
closure-compiler,testRegExpSideEffect2,4,2,0
closure-compiler,testClassWithNgInject,1,1,0
closure-compiler,testDefaultParameter,5,5,0
closure-compiler,testInlinability_forAliasingPropertyOnEscapedConstructor,1,1,0
closure-compiler,testTranspiler_transpile,2,2,0
closure-compiler,testVarInFunctionNotAssignedOnlyOnceInLifetime,3,3,2
closure-compiler,testSortRequiresInGoogModule_veryLongRequire,24,2,0
closure-compiler,testManageDependencies3Impl,3,2,0
closure-compiler,testGlobalAliasWithProperties3,2,2,0
closure-compiler,testParseGoogModuleWithWeakDeps,2,2,0
closure-compiler,testObjectDestructuringWithInitializer,3,2,1
closure-compiler,testAsyncGeneratorFunction,2,2,0
closure-compiler,testFileSystem,19,7,0
closure-compiler,testManageDependencies1,4,3,0
closure-compiler,testManageDependencies2,4,3,0
closure-compiler,testManageDependencies4,3,3,0
closure-compiler,testParseDisposesAll2,1,1,0
closure-compiler,testTypedefAlias,1,1,0
closure-compiler,testSortRequiresInGoogModule_standalone,23,3,0
