Project,TestCase,NoBugFixes,NoCommitFixes,NoClones
governator,test1,3,1,0
governator,testMultiRootsDepsBothDirections,3,3,0
governator,shouldReplaceInjectedModule,1,1,0
governator,testLifecycleInitInheritance,13,6,0
governator,shouldReplaceAnnotatedModuleWithDependency,1,1,0
governator,shouldNotCreateLazyTransitiveSingletonWithChildInjector,3,1,0
governator,testLifecycleMultipleAnnotations,11,1,2
governator,shouldCreateSingletonAndExitAfter1Second,14,9,0
governator,confirmResourceLoadedWithBindingOnly,6,2,0
governator,testMaxThreads,8,2,0
governator,testNoTransitiveSingletonCreation,3,1,0
governator,testServiceLoadedModules,6,6,0
governator,confirmLifecycleListenerEventsForFailedStart,39,7,0
governator,testUsingInWithProviderAndAnnotation,108,6,2
governator,shouldReplaceInjectedModuleWithDependency,1,1,0
governator,testSingleRoot,3,3,0
governator,testSingleRootDepsBothDirections,3,3,0
governator,testAssetParameters,10,2,0
governator,defaultMetricsAreEmpty,28,14,0
governator,testAutoBindSingletonMode,8,2,0
governator,assertionExampleInListener,3,1,0
governator,testWithExternalLifecycleManager,12,6,0
governator,testModuleDepdency,4,1,0
governator,testProvidesAnnotation,9,3,0
governator,testUsingAnnotation,88,6,2
governator,testDuplicateAsset,28,10,0
governator,testSimpleAsset,28,10,0
governator,testStuck,63,15,0
governator,installedMetricsHaveData,37,10,0
governator,testOnReadyListener,14,2,0
governator,testOverrideAssetLoader,17,6,0
governator,testMultibindings,10,5,2
governator,testEventCallbacks,6,1,0
governator,scope,0,0,2
governator,configure,0,0,1
governator,shouldReplaceAnnotatedModule,1,1,0
governator,scanExistingClassPath,4,2,0
governator,testStuckCoolDown,6,2,0
governator,testMultiRoots,3,3,0
governator,testWithExternalListener,29,6,0
governator,testWithoutLifecycle,3,2,0
governator,testIncorrectCreationOfTransitiveSingletonWithNoChildInjector,3,1,0
governator,testLifecycleShutdownInheritance,17,6,0
governator,testWithLifecycle,13,6,0
governator,testOrderWithLifecycle,8,1,0
governator,testParallel,11,1,0
governator,testWaitForInternalShutdownTrigger,6,3,0
governator,testFooSuiteInstalled,1,1,0
error-prone,positiveNoFix,2,1,0
error-prone,returnInAnonymousClass,0,0,2
error-prone,testFlags,236,19,0
error-prone,enumsDefaultToMutable,1,1,0
error-prone,negativeExample2,0,0,4
error-prone,findCommentsForArguments_assignToSecondParameter_withLineCommentAfterMethodMidBlock,1,1,0
error-prone,testNegative,26,8,0
error-prone,choosesOriginalWhenBestOption,1,1,0
error-prone,b35809355,3,1,0
error-prone,testContainsExpectAsIdentifier,1,1,0
error-prone,setNestedMessage,0,0,2
error-prone,testEquality,0,0,6
error-prone,testPositiveCase2,129,30,0
error-prone,testPositiveCase3,71,21,0
error-prone,testPositiveCase1,135,33,0
error-prone,hasOtherAnnotationAndNamedTest,1,1,0
error-prone,shouldNotMatchWhenMatcherFails,3,3,0
error-prone,methodHasIdentifierMatching,0,0,1
error-prone,shouldGetTopLevelFromImportWithWhitespace,1,1,0
error-prone,clearNestedTestTimestamp,0,0,1
error-prone,anyOf,1,1,0
error-prone,callsTologMethod,0,0,2
error-prone,abstractMethod,4,2,0
error-prone,negative,145,27,0
error-prone,testBadLockExpression,8,3,0
error-prone,positiveStarImport,7,1,0
error-prone,negativePackageAnnotation,8,2,0
error-prone,expectedException_throwSynonymInTry,0,0,2
error-prone,clearNestedMessage,0,0,1
error-prone,findBestMatch_first,3,1,0
error-prone,fixIsToDeleteTheFirstStatement,0,0,2
error-prone,methodMatches,0,0,1
error-prone,testNegativeCases_alreadyAnnotated,2,1,0
error-prone,validate_className_positive,11,1,0
error-prone,interfaceMethod,1,1,0
error-prone,testBreakOutOfLoop,0,0,2
error-prone,refactoring,40,10,0
error-prone,testInnerAnnotationType,6,3,0
error-prone,clearTestDuration,0,0,1
error-prone,shouldNotMatchInstanceMethod,11,11,0
error-prone,testContainsQualifiedExpect,1,1,0
error-prone,findCommentsForArguments_assignToSecondParameter_withLineCommentAfterMethod,1,1,0
error-prone,twoSwapOneInPlace,4,1,0
error-prone,testLoopNotInSynchronized,0,0,2
error-prone,secondArray,0,0,2
error-prone,findBestMatch_same,3,1,0
error-prone,testCases,3,2,0
error-prone,moreMethods,0,0,4
error-prone,checkEqualsAB1B2B3,0,0,2
error-prone,fileWithSyntaxErrorShouldFail,16,5,0
error-prone,namedParametersChecker_reformatsMatchingComment_lineAfter,1,1,0
error-prone,searchMode,9,3,0
error-prone,testShouldSucceedCompileSourceFileWithMultipleTopLevelClasses,11,6,0
error-prone,choosesOriginalWhenAlternativesAsGood,1,1,0
error-prone,increment,0,0,2
error-prone,splitStringTerms_upper,1,1,0
error-prone,calculateSimilarity_partialLargerBiggerThanDifferent,1,1,0
error-prone,testByJavaTime,6,1,0
error-prone,testContainsFailAsIdentifier,1,1,0
error-prone,testStaticFirstOrdering,2,1,0
error-prone,testFixes,7,2,0
error-prone,destroyThread,5,4,0
error-prone,testGetActualStartPositionWithWhitespaceUnix,3,2,0
error-prone,validate_className_negative,15,1,0
error-prone,setNestedTestTimestamp,0,0,2
error-prone,listSuperClasses_innerClass,4,1,0
error-prone,example,0,0,20
error-prone,findCommentsForArguments_findsBothComments_after,1,1,0
error-prone,objectArray,0,0,2
error-prone,neitherArray,0,0,2
error-prone,testWrappedCaseInFullProto,2,2,0
error-prone,positiveConstructor,2,2,0
error-prone,differentOrderNoVariableConflicts,0,0,2
error-prone,fooReturnsType,0,0,1
error-prone,targetType,4,3,0
error-prone,varargsHashCodeOnMoreThanOneArg,0,0,4
error-prone,shouldMatchStaticImport,12,6,0
error-prone,testNegativeCase,688,57,0
error-prone,split,0,0,2
error-prone,calculateSimilarityMatrix2,9,1,0
error-prone,mergeTestTimestamp,0,0,1
error-prone,testContainsQualifiedAssert,1,1,0
error-prone,testPositive,21,8,0
error-prone,unifies,5,1,0
error-prone,notABindMethod,4,1,0
error-prone,typeEqualsSetMethod,2,2,0
error-prone,testContainsAssertAsIdentifier,1,1,0
error-prone,calculateSimilarity_partialSame,3,2,0
error-prone,testExpectedException_loopInReturningTestHelperMethod,0,0,2
error-prone,mergeTestDuration,0,0,1
error-prone,unusedWithComment,6,3,0
error-prone,foo,0,0,16
error-prone,mergeAnotherTestDuration,0,0,1
error-prone,testIfInsteadOfLoop,0,0,2
error-prone,noTestKeyword,1,1,0
error-prone,customSuppressionAnnotationButSuppressWarnings,6,3,0
error-prone,testAwaitWithFix,0,0,2
error-prone,testContainsQualifiedFail,1,1,0
error-prone,sameOrderNoVariableConflicts,0,0,2
error-prone,testDoLoop,0,0,2
error-prone,namedParametersChecker_ignoresCall_onRequiredNamesMethodWithComments,5,1,0
error-prone,node,0,0,1
error-prone,testGetActualStartPositionWindows,1,1,0
error-prone,clearMultiField,0,0,1
error-prone,regressionTest,5,1,0
error-prone,testContainsVerifyAsIdentifier,1,1,0
error-prone,listSuperClasses_classWithoutParent,1,1,0
error-prone,listSuperClasses_annotation,1,1,0
error-prone,switchStatement,0,0,2
error-prone,stopThread,1,1,0
error-prone,testGetTypeOnNestedClassType,8,4,0
error-prone,setField,0,0,2
error-prone,findSuperMethods_findsSingleMethod,1,1,0
error-prone,matchInABugChecker,5,1,0
error-prone,qualfiedType,1,1,0
error-prone,shouldThrowExceptionOnEmptyFix,2,1,0
error-prone,testHasDirectAnnotationWithSimpleName,6,3,0
error-prone,shouldMatchExactMethod,3,3,0
error-prone,findCommentsForArguments_assignToSecondParameter_withLineCommentAfterField,1,1,0
error-prone,substitutesClassNameForThis,7,1,0
error-prone,mutateStreamSourceLambadaExperssion,0,0,4
error-prone,methodReference,4,2,0
error-prone,negative_nested,1,1,0
error-prone,setMessage,0,0,2
error-prone,example1,0,0,2
error-prone,mergeNestedMessage,0,0,1
error-prone,array_inAnonymousClass_precededByByteBufferAllocate_isNotFlagged,0,0,2
error-prone,positive,207,41,0
error-prone,setTestDuration,0,0,2
error-prone,incrementNonVolatile,0,0,2
error-prone,stubPackage,0,0,1
error-prone,stringLength,0,0,2
error-prone,negativeInterface,4,2,0
error-prone,throwForeach,0,0,4
error-prone,addAllMultiField,0,0,1
error-prone,testGetUpperBoundCapturedTypeVariable,12,6,0
error-prone,nodeWithAnnotationMatches,0,0,1
error-prone,calculateSimilarity_partialRepeated,3,2,0
error-prone,shouldMatchTransitively,1,1,0
error-prone,testNegativeCases_nonNullParameter,2,1,0
error-prone,removeMultiField,0,0,1
error-prone,mergeNestedTestTimestamp,0,0,1
error-prone,flagWorks,49,10,0
error-prone,constructorsTransitivelyRequiredAnnotation,0,0,2
error-prone,setNestedTestDuration,0,0,2
error-prone,multipleCatches,0,0,2
error-prone,testDisableable,31,10,0
error-prone,getSerializedSize,0,0,5
error-prone,testWrappedCaseInLite,5,1,0
error-prone,lambda,2,1,0
error-prone,swappedNotExact,4,1,0
error-prone,fooMatches,0,0,1
error-prone,testShouldFailCompileSourceFileWithMultipleTopLevelClassesExtends,15,3,0
error-prone,calculateSimilarity_different,2,1,0
error-prone,calculateSimilarity_partialSmaller,1,1,0
error-prone,testPositiveCases2,13,6,0
error-prone,testSuggestNonJsr305Nullable,2,1,0
error-prone,typaram,1,1,0
error-prone,shouldMatchBareOverriddenMethod,3,3,0
error-prone,nestedIfElseInIf,0,0,2
error-prone,test6,0,0,4
error-prone,ungroupedOverloadsRefactoringAboveCutoffLimit,3,1,0
error-prone,shouldAllowTestingOfExceptionConstructorSideEffects,1,1,0
error-prone,testCompileTimeConstantAnnotationOnlyAllowedOnParameter,1,1,0
error-prone,testShouldSucceedCompileSourceFileWithMultipleTopLevelClassesExtends,1,1,0
error-prone,innerClassDecl,0,0,2
error-prone,shouldNotMatchStaticMethod,12,5,0
error-prone,testGetActualStartPositionWithWhitespace,13,6,0
error-prone,differentOrderVariableConflicts,0,0,2
error-prone,binary_shift,0,0,2
error-prone,testPositiveCases1,22,6,0
error-prone,staticMethodWithTestKeyword,1,1,0
error-prone,jucImmutable,2,1,0
error-prone,calculateSimilarity_partialLarger,1,1,0
error-prone,fieldUsage,5,1,0
error-prone,getFoo,0,0,2
error-prone,methodInvocationMatches,0,0,3
error-prone,serialization,2,1,0
error-prone,checkStaticEquals,0,0,2
error-prone,combined,0,0,2
error-prone,testNegativeCases_alreadyTypeAnnotated,2,1,0
error-prone,testFailures,0,0,2
error-prone,testGetTypeOnParameterizedType,8,4,0
error-prone,mutableFieldType,12,3,0
error-prone,findCommentsForArguments_assignToFirstParameter_withLineCommentAfterComma,1,1,0
error-prone,splitStringTerms_single,3,2,0
error-prone,array_followedByArrayOffset_inExpression_isNotFlagged,0,0,2
error-prone,durationOf,3,1,0
error-prone,collectionSubtype,0,0,2
error-prone,cannotInstantiateChecker,2,1,0
error-prone,clearAnotherTestTimestamp,0,0,1
error-prone,testSwitch,0,0,2
error-prone,getMyString,0,0,2
error-prone,expectedException_throwInTry,0,0,2
error-prone,diagnosticOnLine,0,0,2
error-prone,deleteRoundMethodLong,1,1,0
error-prone,conditional,1,1,0
error-prone,resumeThread,1,1,0
error-prone,suspendThread,1,1,0
error-prone,testCharEquality,0,0,2
error-prone,ignoreDisallowedParams,3,1,0
error-prone,firstArray,0,0,2
error-prone,canOverrideByAltname,5,4,0
error-prone,TestProto3Message,0,0,1
error-prone,negativeMethod,2,1,0
error-prone,namedParametersChecker_doesNotMatchComment_withSpacesAndExtraText,2,1,0
error-prone,objectCast,3,3,0
error-prone,before,0,0,2
error-prone,namedParametersChecker_refactorsComment_blockAfter,5,2,0
error-prone,clearTestTimestamp,0,0,1
error-prone,ignoreInTests,14,2,0
error-prone,positiveField,3,2,0
error-prone,testNegativeCases_nonNullMethod,2,1,0
error-prone,testGetActualStartPositionWithWhitespaceWindows,3,2,0
error-prone,mocking,0,0,2
error-prone,mergeFrom,0,0,9
error-prone,hashCode,0,0,7
error-prone,anonymousAbstractList,0,0,2
error-prone,testTransferFunctions6,2,1,0
error-prone,negativeGenericTypeStaticMethod,8,2,0
error-prone,addImport,8,4,0
error-prone,findCommentsForArguments_assignsToCorrectParameter_adjacentComments,1,1,0
error-prone,positiveClass,1,1,0
error-prone,findCommentsForArguments_findsBothComments_before,1,1,0
error-prone,testPrimitiveBoxingIntoObject,2,1,0
error-prone,shouldGetTopLevelFromStaticImportWithWildcard,3,1,0
error-prone,testLocked,35,9,0
error-prone,decrement,0,0,2
error-prone,everyBodyIsDoingIt,0,0,4
error-prone,listSuperClasses_classWithParent,3,1,0
error-prone,namedParametersChecker_reformatsComment_onRequiredNamesMethod,1,1,0
error-prone,TestOneOfMessage,0,0,1
error-prone,calculateSimilarityMatrix,12,1,0
error-prone,ellipticCurveDiffieHellman,0,0,2
error-prone,listSuperClasses_classWithMultipleSuperClasses,3,1,0
error-prone,notSimpleArgument,4,1,0
error-prone,binary,1,1,2
error-prone,getBar,0,0,2
error-prone,namedParametersChecker_reformatsComment_withNoEquals,1,1,0
error-prone,TestFieldProtoMessage,0,0,1
error-prone,testGetActualStartPositionUnix,1,1,0
error-prone,testfoo,0,0,2
error-prone,inline,1,1,0
error-prone,TestProtoMessage,0,0,1
error-prone,nonFinalField,6,1,0
error-prone,findCommentsForArguments_attachesCommentToSecondArgument_whenCommentOnOwnLine,1,1,0
error-prone,findCommentsForArguments_attachesCommentToSecondArgument_whenFollowedByTreeContainingComma,1,1,0
error-prone,firstStatementWithNoSurroundingBlock,0,0,2
error-prone,testGetReceiver,25,4,0
error-prone,longHashCode,3,1,0
error-prone,literalHasIdentifierMatching,0,0,1
error-prone,shouldNotMatchWhenPackageDiffers,30,16,0
error-prone,keyOperations,0,0,2
error-prone,shouldNotMatchWhenMethodNamesDiffer,3,3,0
error-prone,buildPartial,0,0,3
error-prone,enclosingBlockScope,4,2,0
error-prone,negativeEnum,3,2,0
error-prone,testIgnoredFuture,0,0,2
error-prone,nestedForBoth,0,0,2
error-prone,clear,0,0,3
error-prone,countStackFramesThread,1,1,0
error-prone,compoundAssignmentMatches,0,0,1
error-prone,nestedInstanceOfPositiveCases,0,0,2
error-prone,serializable,2,1,0
error-prone,mergeField,0,0,1
error-prone,ignoreInThrowingRunnables,7,4,0
error-prone,packageInfo,5,2,0
error-prone,findCommentsForArguments_ignoresNextLineComment_withLineCommentAfterInvocation,1,1,0
error-prone,testSuppressWarningsFix,10,2,0
error-prone,dump,11,3,0
error-prone,throwing,0,0,2
error-prone,positiveMethod,2,1,0
error-prone,getName,0,0,2
error-prone,basicCaseFor,0,0,2
error-prone,shouldNotMatchDifferentMethod,3,3,0
error-prone,deleteRoundMethodLongClass,1,1,0
error-prone,mergeNestedTestDuration,0,0,1
error-prone,testSerialization,1,1,0
error-prone,testBoxing,2,1,0
error-prone,lastDisableChecksFlagWins,7,2,0
error-prone,simple,1,1,0
error-prone,shouldMatchOverriddenMethod,3,3,0
error-prone,testExpectedException_continueInCatch,0,0,2
error-prone,notAllowedOnVarArgs,2,1,0
error-prone,finalMutableField,12,3,0
error-prone,empty,7,3,0
error-prone,matchReturn,0,0,2
error-prone,returnFromCatchNestedInFinally,0,0,2
error-prone,positiveWithGenerics,3,3,0
error-prone,testEnhancedForLoop,0,0,2
error-prone,tests,0,0,2
error-prone,testJava7PositiveCase,55,14,0
error-prone,parsesDisableChecksFlag,7,2,0
error-prone,testNested,0,0,4
error-prone,swappedNotExactConstants,5,1,0
error-prone,shouldMatchWildCard,3,3,0
error-prone,assertInCatch_loopInHelperMethod,0,0,2
error-prone,inCatch,4,3,0
error-prone,mergeMessage,0,0,1
error-prone,testContainsCheckAsIdentifier,1,1,0
error-prone,testPreservePrecedenceExhaustive,9,1,0
error-prone,testStaticLastOrdering,2,1,0
error-prone,listSuperClasses_enum,1,1,0
error-prone,tryWithResourcesAreUnsupported,2,2,0
error-prone,stopThrowableThread,5,4,0
error-prone,example2,0,0,2
error-prone,checkEqualsC1C2C3,0,0,2
error-prone,shouldSwapFirstWithThird,4,1,0
error-prone,User,0,0,1
error-prone,testPositiveCases,137,17,0
error-prone,testExpectedException_continueInTry,0,0,2
error-prone,findCommentsForArguments_assignToFirstParameter_withBlockAfterComma,1,1,0
error-prone,testGetTypeOnNestedAnnotationType,8,4,0
error-prone,plusDoesntAllowDuplicateChecks,16,5,0
error-prone,suppression,3,2,0
error-prone,nestedBlocks,0,0,2
error-prone,setMultiField,0,0,2
error-prone,negativeStaticMethod,8,2,0
error-prone,shouldThrowExceptionForImproperlyFormattedImport,1,1,0
error-prone,positiveExample2,0,0,4
error-prone,inheritenceTest,0,0,2
error-prone,shouldMatch,14,4,0
error-prone,calculateSimilarity_same,3,2,0
error-prone,notMatches,15,3,0
error-prone,testByteEquality,0,0,4
error-prone,findBestMatch_last,5,2,0
error-prone,suppressWarningsButIncludesCustomAnnotation,4,2,0
error-prone,unsuppressibleButIncludesCustomAnnotation,4,2,0
error-prone,mergeAnotherTestTimestamp,0,0,1
error-prone,equals,0,0,13
error-prone,anonymousClass,6,4,0
error-prone,sameOrderVariableConflicts,0,0,2
error-prone,hasOtherAnnotation,1,1,0
error-prone,calculateSimilarity_partialSameBiggerThanDifferent,3,1,0
error-prone,testGetActualStartPosition,14,6,0
error-prone,positiveStatic,1,1,0
error-prone,testHasAnnotationOnMethodInvocation,6,3,0
error-prone,throwFromNestedTryInFinally,0,0,2
error-prone,annotationMatches,0,0,2
error-prone,testForLoop,0,0,2
error-prone,leastUpperBoundEmpty,4,1,0
error-prone,negativeCases,3,1,0
error-prone,fixes_separateNullCheck,6,2,0
error-prone,targetType_parentTypeNotMatched,2,1,0
error-prone,testJava7NegativeCase,29,11,0
error-prone,positiveCases,8,3,0
error-prone,testCommentTokens,14,6,0
error-prone,listSuperClasses_anonymousInnerClass,1,1,0
error-prone,testContainsQualifiedCheck,1,1,0
error-prone,testLiteralPattern,0,0,2
error-prone,testContainsQualifiedVerify,1,1,0
error-prone,listSuperClasses_interfaceWithParent,2,1,0
error-prone,math,1,1,0
error-prone,synchronizedBlock,0,0,2
error-prone,namedParametersChecker_reformatsComment_blockAfter,2,1,0
error-prone,completes,2,1,0
error-prone,staticMethodInvocation,1,1,0
error-prone,shouldNotSwapLiteralArgument,2,1,0
error-prone,testMultilayer,0,0,2
error-prone,testNegativeCases,80,10,0
error-prone,checkGuavaStaticEquals,0,0,2
error-prone,namedParametersChecker_suggestsComments_onRequiredNamesMethod,6,1,0
error-prone,forLoop,2,2,0
error-prone,clash,2,1,0
error-prone,choosesSecondAlternativeWhenBestOption,2,2,0
error-prone,shouldOnlyMatchFullSignature,3,3,0
error-prone,testNegativeCase4,24,6,0
error-prone,testNegativeCase5,26,7,0
error-prone,testNegativeCase2,85,8,0
error-prone,testNegativeCase3,47,6,0
error-prone,testNegativeCase1,96,7,0
error-prone,join1,0,0,2
error-prone,join3,0,0,2
error-prone,join2,0,0,2
error-prone,cantDisableByAltname,33,9,0
error-prone,ConstructorInvokesOverridableNegativeCases,0,0,2
error-prone,inherited,6,2,0
error-prone,setTestTimestamp,0,0,2
error-prone,testClassAnnotationButCanIgnoreReturnValue,5,2,0
error-prone,targetType_methodHandle,2,1,0
error-prone,fixes,12,2,0
error-prone,findSuperMethods_findsAllMethodsInTheHierarchy,2,1,0
error-prone,checkEqualsIE1E2E3,0,0,2
error-prone,positiveTypeParameter,2,1,0
error-prone,plugin,2,1,0
error-prone,testInheritedMethodAnnotation,2,1,0
error-prone,protoCount,0,0,2
error-prone,setAnotherTestTimestamp,0,0,2
error-prone,customSuppressionAnnotationButNoneSpecified,5,3,0
error-prone,calculateSimilarity_partialSmallerBiggerThanDifferent,2,1,0
error-prone,throwFromNestedCatchInFinally,0,0,2
error-prone,deleteRoundMethodAddParenthesis,1,1,0
error-prone,testDeprecatedClassDeclaration,4,2,0
error-prone,testTransferFunctions2,5,3,0
error-prone,testTransferFunctions3,5,3,0
error-prone,testTransferFunctions1,5,3,0
error-prone,testTransferFunctions7,2,1,0
error-prone,testTransferFunctions4,9,3,0
error-prone,testTransferFunctions5,9,3,0
error-prone,unuseds,8,1,0
error-prone,isNan,8,1,0
error-prone,fewerMethods,0,0,4
error-prone,collectionSize,0,0,2
error-prone,recognizesAllChecks,1,1,0
error-prone,intArray,0,0,2
error-prone,listSuperClasses_classWithInterface,2,1,0
error-prone,ignoresBetterOptionsWhenBetaIsLarge,2,1,0
error-prone,equalMatchStays,2,1,0
error-prone,testWithArray,0,0,4
error-prone,noEffectWhenDisableNonexistentCheck,38,9,0
error-prone,negativeNestedAnnotations,6,2,0
error-prone,testBasic,0,0,4
error-prone,test1,0,0,2
error-prone,test3,0,0,2
error-prone,test2,0,0,4
error-prone,test5,0,0,6
error-prone,test7,0,0,4
error-prone,testAnnotationHelpers,16,7,0
error-prone,test8,0,0,2
error-prone,unary,1,1,0
error-prone,testHasDirectAnnotationWithSimpleNameWithoutAnnotationOnClasspath,4,1,0
error-prone,exemptedMethods,1,1,0
error-prone,typeAnnotation,1,1,0
error-prone,positiveCase1,0,0,2
error-prone,calculateSimilarity_sameBiggerThanDifferent,2,1,0
error-prone,testNegativeCases_nonNullField,2,1,0
error-prone,clearField,0,0,1
error-prone,clearAnotherTestDuration,0,0,1
error-prone,findCommentsForArguments_findsBothComments_beforeAndAfter,1,1,0
error-prone,overlap,12,4,0
error-prone,findCommentsForArguments_attachesCommentToArgument_whenCommentOnFollowingLineWithinCall,1,1,0
error-prone,testNonAnnotationNullable,2,1,0
error-prone,shouldMatchFullyQualifiedCallSite,15,10,0
error-prone,namedParametersChecker_suggestsCommentsAndSwaps_onRequiredNamesMethod,6,1,0
error-prone,twoClasses,7,3,0
error-prone,addMultiField,0,0,4
error-prone,testPositiveCase,839,79,0
error-prone,findCommentsForArguments_findsComments_onConstructor,1,1,0
error-prone,switchCaseStatement,0,0,2
error-prone,testNegativeCases_this,3,1,0
error-prone,setAnotherTestDuration,0,0,2
error-prone,listenableFutures,0,0,2
error-prone,enhancedForLoop,0,0,2
error-prone,nestedInstanceOfPost,0,0,2
error-prone,ConstructorInvokesOverridablePositiveCases,0,0,2
error-prone,basicCase,0,0,4
error-prone,classMatches,0,0,1
error-prone,testShouldFailToCompileSourceFileWithError,76,27,0
error-prone,choosesFirstAlternativeWhenBestOption,2,2,0
error-prone,shouldMatchUsingImportStatements,27,13,0
error-prone,clearMessage,0,0,1
error-prone,customSuppressionAnnotationsIncludesSuppressWarnings,6,3,0
error-prone,listSuperClasses_classWithTypeParameters,3,1,0
error-prone,NestedMessage,0,0,1
error-prone,clearNestedTestDuration,0,0,1
error-prone,propagatesScannerThroughAnnotationProcessingRounds,18,10,0
lavagna,testMoveCardToColumnAndReorder,9,3,0
lavagna,testUpdateCard,11,4,0
lavagna,testGetUserFeedByPage,1,1,0
lavagna,testGetAllOpenCardsByProject,15,3,0
lavagna,updateRole,1,1,0
lavagna,findAllRolesAndRelatedPermissions,1,1,0
lavagna,createUsers,12,3,0
lavagna,testGetAllOpenCards,15,3,0
lavagna,testFindCardsByMilestone,24,7,0
lavagna,testExportMilestoneToExcel,3,3,0
lavagna,findUserByRole,1,1,0
lavagna,deleteUnremovableRole,1,1,0
lavagna,prepare,0,0,2
lavagna,testGetUserCalendar,31,12,0
lavagna,testHandlerFailure,37,8,0
lavagna,verifierSuccess,35,6,0
lavagna,findByIds,5,4,0
lavagna,updateColumnDefinition,7,7,0
lavagna,create,27,6,1
lavagna,updateReadOnlyRole,1,1,0
lavagna,update,7,4,0
lavagna,removeRoleToUsers,1,1,0
lavagna,existingPermissions,1,1,0
lavagna,verifierUserNotEnabled,5,5,0
lavagna,deleteRole,1,1,0
lavagna,logoutPostUserAuth,20,5,0
lavagna,testUserCalendar,7,6,0
lavagna,testHandler,57,8,0
lavagna,testUserNotEnabled,48,9,0
lavagna,saveTrelloBoardsToDbTest,7,4,0
lavagna,assignUsersToRole,1,1,0
lavagna,createRole,1,1,0
spring-data-cosmosdb,testFindByIdWithPartition,7,3,0
spring-data-cosmosdb,testFindAllPartition,5,1,0
spring-data-cosmosdb,testFindAllWithPageableAndSort,2,1,1
spring-data-cosmosdb,testInsertDuplicateId,3,3,0
spring-data-cosmosdb,containsDocumentDbFactory,1,1,0
spring-data-cosmosdb,testCountForPartitionedCollectionByQuery,9,6,0
spring-data-cosmosdb,useMappingDocumentDBEntityInfoIfMappingContextSet,1,1,0
spring-data-cosmosdb,testDeleteByIdPartition,31,7,0
spring-data-cosmosdb,testUserRepository,5,1,0
spring-data-cosmosdb,testFindAllByPartition,9,3,0
spring-data-cosmosdb,testAddCriteria,14,3,0
spring-data-cosmosdb,testUpdateEntity,15,5,0
spring-data-cosmosdb,testUpdate,45,8,0
spring-data-cosmosdb,testCount,7,3,0
spring-data-cosmosdb,testNullKey,7,5,0
spring-data-cosmosdb,testDocumentDBAnnotationIT,10,2,0
spring-data-cosmosdb,testExists,2,1,0
spring-data-cosmosdb,testNoDocumentDBAnnotation,6,2,0
spring-data-cosmosdb,testCountForPartitionedCollection,9,2,0
spring-data-cosmosdb,testSimpleCriteria,25,4,0
spring-data-cosmosdb,testDeleteById,48,8,0
spring-data-cosmosdb,testWhere,13,2,0
spring-data-cosmosdb,setUp,0,0,2
spring-data-cosmosdb,testFindByIdPartition,7,2,0
spring-data-cosmosdb,testIndexingPolicyAnnotation,13,3,0
spring-data-cosmosdb,testConvertFromEntityToDocument,52,3,0
spring-data-cosmosdb,testFindAll,27,9,0
spring-data-cosmosdb,testDocumentDBAnnotation,46,4,0
spring-data-cosmosdb,testFindWithPartition,13,7,0
spring-data-cosmosdb,testConvertFromDocumentToEntity,38,3,0
spring-data-cosmosdb,testFindById,13,4,0
spring-data-cosmosdb,testUpsertNewDocumentPartition,16,6,0
swagger-core,testDeserializePropertyWithVendorExtensions,166,22,0
swagger-core,testSerializeASpecWithPathReferences,8,1,0
swagger-core,cloneEverythingConcurrent,143,67,0
swagger-core,filterAwayTagRefInProperties,6,1,0
swagger-core,retainNonBrokenReferenceModelProperties,513,75,0
swagger-core,testClassWithGenericType,2,1,0
swagger-core,deserializeStringProperty,72,24,0
swagger-core,deserializeArrayStringProperty,72,24,0
swagger-core,scanResourceWithParamRange,25,13,0
swagger-core,shouldScanASimpleResource,1,1,0
swagger-core,testReadClass,2,1,0
swagger-core,createResponse,149,17,0
swagger-core,scanOverriddenMethod,2,2,0
swagger-core,testSwaggerResolveTask,65,15,0
swagger-core,extractProperties,184,17,0
swagger-core,testReadOnlyByteArray,100,17,0
swagger-core,filterOperation,0,0,2
swagger-core,testDeserializeByteProperty,36,18,0
swagger-core,filterAwayQueryParameters,120,15,1
swagger-core,readOnlyJsonGeneration,77,22,0
swagger-core,testMultipleInheritedBean,327,35,1
swagger-core,testModelResolverXMLPropertiesName,31,3,0
swagger-core,serializeArrayBodyParameter,251,31,0
swagger-core,scanEmptyModel,35,18,0
swagger-core,getTags,10,3,0
swagger-core,testNumberNoFormat,1,1,0
swagger-core,filterAwaySecretParameters,411,80,0
swagger-core,testLongValue,190,26,0
swagger-core,testGetServers,2,2,0
swagger-core,deserializeLongMapProperty,72,24,0
swagger-core,shouldHandleNullServletConfig_issue1689,2,2,0
swagger-core,testComplexMap,101,26,0
swagger-core,testReaderListener,2,1,0
swagger-core,deserializeArrayBodyParameter,105,26,0
swagger-core,testDeserializeConstrainedArrayProperties,150,17,0
swagger-core,testSimpleCallback,1274,36,0
swagger-core,deserializeEnumPathParameter,235,27,0
swagger-core,testResolveDuplicatedOperationIdMethodName,8,3,0
swagger-core,deserializeEncodingWithStyle,2,1,0
swagger-core,scanResourceWithResponseStatusReturnType,12,12,0
swagger-core,convertModelWithGuavaOptionals,56,27,0
swagger-core,testGetParameters,12,2,0
swagger-core,testExtension,5,1,0
swagger-core,testSetSecurityRequirement,7,7,0
swagger-core,testSerializeSecurityRequirement_UsingSpecCompliantMethods,10,10,0
