GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Open Location Code,com.google.openlocationcode,OpenLocationCode,365,610,73,55,72,115,63,28,13,14
Open Location Code,com.google.openlocationcode,OpenLocationCode.CodeArea,27,34,0,0,7,9,7,3,7,3
