GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Open Location Code,com.google.openlocationcode,OpenLocationCode,221,754,46,82,45,142,47,44,11,16
Open Location Code,com.google.openlocationcode,OpenLocationCode.CodeArea,12,49,0,0,2,14,2,8,2,8
