GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Open Location Code,com.google.openlocationcode,OpenLocationCode,718,257,106,22,139,48,75,16,20,7
Open Location Code,com.google.openlocationcode,OpenLocationCode.CodeArea,61,0,0,0,16,0,10,0,10,0
