GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JBehave Scala,org.jbehave.core.configuration.scala,ScalaContext.ScalaInstanceNotFound,5,4,0,0,2,2,1,1,1,1
JBehave Scala,org.jbehave.core.configuration.scala,ScalaContext,51,31,5,1,12,7,6,3,3,3
JBehave Scala,org.jbehave.core.steps.scala,ScalaStepsFactory,40,0,4,0,9,0,5,0,3,0
